model,event_index,year,draw_number,drawing_no,date,predicted_top6,actual_numbers,matched_numbers,hit_count
frequency_baseline,8046,2011,28,2,,1 4 25 28 44 49,6 9 12 38 44 48,44,1
frequency_baseline,8047,2011,29,1,,1 4 25 28 44 49,1 5 13 18 31 40,1,1
frequency_baseline,8048,2011,29,2,,1 4 25 28 44 49,9 12 19 22 25 26,25,1
frequency_baseline,8049,2011,30,1,,1 4 25 28 44 49,4 7 13 15 35 44,4 44,2
frequency_baseline,8050,2011,30,2,,1 4 25 28 44 49,5 12 20 29 42 49,49,1
frequency_baseline,8051,2011,31,1,,1 4 25 28 44 49,5 6 17 22 27 40,,0
frequency_baseline,8052,2011,31,2,,1 4 25 28 44 49,1 4 16 33 36 45,1 4,2
frequency_baseline,8053,2011,32,1,,1 4 25 28 44 49,2 14 16 27 35 44,44,1
frequency_baseline,8054,2011,32,2,,1 4 25 28 44 49,5 7 24 25 27 36,25,1
frequency_baseline,8055,2011,33,1,,1 4 25 28 44 49,12 21 26 35 40 46,,0
frequency_baseline,8056,2011,33,2,,1 4 25 28 44 49,1 5 7 18 27 40,1,1
frequency_baseline,8057,2011,34,1,,1 4 25 28 44 49,4 13 19 30 33 44,4 44,2
frequency_baseline,8058,2011,34,2,,1 4 25 28 44 49,11 35 41 43 46 49,49,1
frequency_baseline,8059,2011,35,1,,1 4 25 28 44 49,1 4 16 20 24 41,1 4,2
frequency_baseline,8060,2011,35,2,,1 4 25 28 44 49,9 18 29 34 38 43,,0
frequency_baseline,8061,2011,36,1,,1 4 25 28 44 49,17 22 31 34 42 47,,0
frequency_baseline,8062,2011,36,2,,1 4 25 28 44 49,10 15 29 37 46 48,,0
frequency_baseline,8063,2011,37,1,,1 4 25 28 44 49,5 7 9 11 30 33,,0
frequency_baseline,8064,2011,37,2,,1 4 25 28 44 49,7 12 26 33 39 49,49,1
frequency_baseline,8065,2011,38,1,,1 4 25 28 44 49,2 12 14 38 44 49,44 49,2
frequency_baseline,8066,2011,38,2,,1 4 25 28 44 49,24 35 38 39 41 43,,0
frequency_baseline,8067,2011,39,1,,1 4 25 28 44 49,8 9 37 40 44 48,44,1
frequency_baseline,8068,2011,39,2,,1 4 25 28 44 49,5 7 15 22 24 33,,0
frequency_baseline,8069,2011,40,1,,1 4 25 28 44 49,9 12 18 39 40 43,,0
frequency_baseline,8070,2011,40,2,,1 4 25 28 44 49,4 6 14 31 41 42,4,1
frequency_baseline,8071,2011,41,1,,1 4 25 28 44 49,2 12 14 30 34 42,,0
frequency_baseline,8072,2011,41,2,,1 4 25 28 44 49,4 9 18 33 41 47,4,1
frequency_baseline,8073,2011,42,1,,1 4 25 28 44 49,12 27 30 39 41 49,49,1
frequency_baseline,8074,2011,42,2,,1 4 25 28 44 49,16 17 21 24 28 40,28,1
frequency_baseline,8075,2011,43,1,,1 4 25 28 44 49,3 4 8 9 24 33,4,1
frequency_baseline,8076,2011,43,2,,1 4 25 28 44 49,4 12 15 27 35 46,4,1
frequency_baseline,8077,2011,44,1,,1 4 25 28 44 49,9 19 21 31 38 45,,0
frequency_baseline,8078,2011,44,2,,1 4 25 28 44 49,9 10 27 29 37 43,,0
frequency_baseline,8079,2011,45,1,,1 4 25 28 44 49,2 5 7 9 27 34,,0
frequency_baseline,8080,2011,45,2,,1 4 25 28 44 49,17 21 28 30 31 49,28 49,2
frequency_baseline,8081,2011,46,1,,1 4 25 28 44 49,6 7 14 22 36 42,,0
frequency_baseline,8082,2011,46,2,,1 4 25 28 44 49,6 9 17 23 34 35,,0
frequency_baseline,8083,2011,47,1,,1 4 25 28 44 49,7 8 16 22 30 49,49,1
frequency_baseline,8084,2011,47,2,,1 4 25 28 44 49,19 21 26 40 45 46,,0
frequency_baseline,8085,2011,48,1,,1 4 25 28 44 49,2 24 25 27 41 49,25 49,2
frequency_baseline,8086,2011,48,2,,1 4 25 28 44 49,2 4 6 16 17 40,4,1
frequency_baseline,8087,2011,49,1,,1 4 25 28 44 49,2 12 17 25 38 48,25,1
frequency_baseline,8088,2011,49,2,,4 17 25 28 44 49,1 6 8 20 32 36,,0
frequency_baseline,8089,2011,50,1,,1 4 25 28 44 49,1 18 19 23 31 43,1,1
frequency_baseline,8090,2011,50,2,,1 4 25 28 44 49,17 24 25 33 34 46,25,1
frequency_baseline,8091,2011,51,1,,1 4 17 25 44 49,3 12 13 27 38 43,,0
frequency_baseline,8092,2011,51,2,,1 4 17 25 44 49,1 10 14 28 32 35,1,1
frequency_baseline,8093,2011,52,1,,1 4 25 28 44 49,8 16 26 31 34 38,,0
frequency_baseline,8094,2011,52,2,,1 4 25 28 44 49,4 5 6 13 25 45,4 25,2
frequency_baseline,8095,2011,53,1,,1 4 25 28 44 49,7 13 15 24 38 40,,0
frequency_baseline,8096,2011,53,2,,1 4 25 28 44 49,1 3 24 26 28 29,1 28,2
frequency_baseline,8097,2011,54,1,,1 4 25 28 44 49,8 9 16 28 31 32,28,1
frequency_baseline,8098,2011,54,2,,1 4 25 28 44 49,2 9 12 18 37 39,,0
frequency_baseline,8099,2011,55,1,,1 4 25 28 44 49,8 15 16 39 45 48,,0
frequency_baseline,8100,2011,55,2,,1 4 25 28 44 49,1 2 3 14 35 39,1,1
frequency_baseline,8101,2011,56,1,,1 4 25 28 44 49,12 22 25 26 35 37,25,1
frequency_baseline,8102,2011,56,2,,1 4 25 28 44 49,21 23 32 34 37 41,,0
frequency_baseline,8103,2011,57,1,,1 4 25 28 44 49,11 19 20 32 38 48,,0
frequency_baseline,8104,2011,57,2,,1 4 25 28 44 49,5 15 16 26 31 42,,0
frequency_baseline,8105,2011,58,1,,1 4 25 28 44 49,15 17 24 27 41 46,,0
frequency_baseline,8106,2011,58,2,,1 4 25 28 44 49,6 13 20 33 41 42,,0
frequency_baseline,8107,2011,59,1,,1 4 25 28 44 49,1 16 17 21 25 34,1 25,2
frequency_baseline,8108,2011,59,2,,1 4 25 28 44 49,3 9 14 19 28 42,28,1
frequency_baseline,8109,2011,60,1,,1 4 25 28 44 49,21 23 24 34 45 48,,0
frequency_baseline,8110,2011,60,2,,1 4 25 28 44 49,4 11 13 17 33 35,4,1
frequency_baseline,8111,2011,61,1,,1 4 25 28 44 49,2 4 5 11 14 29,4,1
frequency_baseline,8112,2011,61,2,,1 4 25 28 44 49,21 31 33 43 48 49,49,1
frequency_baseline,8113,2011,62,1,,1 4 25 28 44 49,10 19 38 43 44 45,44,1
frequency_baseline,8114,2011,62,2,,1 4 25 28 44 49,12 15 17 34 43 48,,0
frequency_baseline,8115,2011,63,1,,1 4 17 25 44 49,14 31 32 33 44 48,44,1
frequency_baseline,8116,2011,63,2,,1 4 17 25 44 49,15 22 31 32 38 46,,0
frequency_baseline,8117,2011,64,1,,1 4 17 25 44 49,11 21 22 32 33 40,,0
frequency_baseline,8118,2011,64,2,,1 4 17 25 44 49,6 17 30 35 37 48,17,1
frequency_baseline,8119,2011,65,1,,1 4 17 25 44 49,3 13 17 40 42 48,17,1
frequency_baseline,8120,2011,65,2,,1 4 17 25 44 49,3 4 12 14 29 47,4,1
frequency_baseline,8121,2011,66,1,,1 4 17 25 44 49,7 9 17 37 44 48,17 44,2
frequency_baseline,8122,2011,66,2,,1 4 17 25 44 49,1 3 16 23 28 44,1 44,2
frequency_baseline,8123,2011,67,1,,1 4 17 25 44 49,3 14 20 32 44 47,44,1
frequency_baseline,8124,2011,67,2,,1 4 17 25 44 49,4 20 24 26 30 43,4,1
frequency_baseline,8125,2011,68,1,,1 4 17 25 44 49,4 17 24 27 28 46,4 17,2
frequency_baseline,8126,2011,68,2,,4 17 25 28 44 49,5 11 24 27 31 49,49,1
frequency_baseline,8127,2011,69,1,,4 17 25 28 44 49,15 23 29 36 40 48,,0
frequency_baseline,8128,2011,69,2,,4 17 25 28 44 49,5 25 29 35 46 48,25,1
frequency_baseline,8129,2011,70,1,,4 17 25 28 44 49,14 20 35 36 44 46,44,1
frequency_baseline,8130,2011,70,2,,4 17 25 28 44 49,2 21 31 40 41 46,,0
frequency_baseline,8131,2011,71,1,,4 17 25 28 44 49,6 9 16 18 19 40,,0
frequency_baseline,8132,2011,71,2,,4 17 25 28 44 49,18 31 32 38 40 44,44,1
frequency_baseline,8133,2011,72,1,,4 17 25 28 44 49,2 6 13 16 24 28,28,1
frequency_baseline,8134,2011,72,2,,4 17 25 28 44 49,5 15 37 43 45 48,,0
frequency_baseline,8135,2011,73,1,,4 17 25 28 44 49,3 12 22 26 32 38,,0
frequency_baseline,8136,2011,73,2,,4 17 25 28 44 49,15 23 27 38 40 49,49,1
frequency_baseline,8137,2011,74,1,,4 17 25 28 44 49,4 5 22 36 41 49,4 49,2
frequency_baseline,8138,2011,74,2,,4 17 25 28 44 49,18 19 22 42 43 48,,0
frequency_baseline,8139,2011,75,1,,4 17 25 28 44 49,4 6 8 19 23 48,4,1
frequency_baseline,8140,2011,75,2,,4 17 25 28 44 49,2 4 21 34 42 46,4,1
frequency_baseline,8141,2011,76,1,,4 17 25 28 44 49,3 10 13 18 40 45,,0
frequency_baseline,8142,2011,76,2,,4 17 25 28 44 49,11 24 25 29 46 48,25,1
frequency_baseline,8143,2011,77,1,,4 17 25 28 44 49,3 10 14 15 23 48,,0
frequency_baseline,8144,2011,77,2,,4 17 25 28 44 49,4 21 32 33 35 36,4,1
frequency_baseline,8145,2011,78,1,,4 17 25 28 44 49,1 2 3 13 34 40,,0
frequency_baseline,8146,2011,78,2,,4 17 25 28 44 49,15 16 25 34 36 45,25,1
frequency_baseline,8147,2011,79,1,,4 17 25 28 44 49,2 8 40 41 45 46,,0
frequency_baseline,8148,2011,79,2,,4 17 25 28 44 49,8 15 16 24 25 48,25,1
frequency_baseline,8149,2011,80,1,,4 17 25 28 44 49,3 6 13 29 39 48,,0
frequency_baseline,8150,2011,80,2,,4 17 25 28 44 49,3 12 17 30 33 45,17,1
frequency_baseline,8151,2011,81,1,,4 17 25 28 44 49,2 5 9 11 14 38,,0
frequency_baseline,8152,2011,81,2,,4 17 25 28 44 49,6 12 20 22 27 33,,0
frequency_baseline,8153,2011,82,1,,4 6 17 25 44 49,1 12 27 40 41 49,49,1
frequency_baseline,8154,2011,82,2,,1 4 17 25 44 49,2 8 26 27 37 46,,0
frequency_baseline,8155,2011,83,1,,1 4 17 25 44 49,1 9 14 17 18 42,1 17,2
frequency_baseline,8156,2011,83,2,,1 4 17 25 44 49,12 17 20 34 40 44,17 44,2
frequency_baseline,8157,2011,84,1,,1 4 17 25 44 49,7 21 23 26 44 49,44 49,2
frequency_baseline,8158,2011,84,2,,1 4 17 25 44 49,2 3 11 32 45 46,,0
frequency_baseline,8159,2011,85,1,,1 4 17 25 44 49,1 16 35 37 44 46,1 44,2
frequency_baseline,8160,2011,85,2,,1 4 17 25 44 49,6 11 29 32 36 41,,0
frequency_baseline,8161,2011,86,1,,1 4 17 25 44 49,5 8 15 25 34 47,25,1
frequency_baseline,8162,2011,86,2,,1 4 17 25 44 49,1 5 16 34 37 49,1 49,2
frequency_baseline,8163,2011,87,1,,1 4 17 25 44 49,9 10 13 14 47 49,49,1
frequency_baseline,8164,2011,87,2,,1 4 17 25 44 49,7 17 28 29 34 49,17 49,2
frequency_baseline,8165,2011,88,1,,1 4 17 25 44 49,2 3 30 33 35 47,,0
frequency_baseline,8166,2011,88,2,,1 4 17 25 44 49,13 18 29 30 32 43,,0
frequency_baseline,8167,2011,89,1,,1 4 17 25 44 49,10 16 18 28 29 30,,0
frequency_baseline,8168,2011,89,2,,1 4 17 25 44 49,4 12 21 31 47 49,4 49,2
frequency_baseline,8169,2011,90,1,,1 4 17 25 44 49,1 6 21 34 37 39,1,1
frequency_baseline,8170,2011,90,2,,1 4 17 25 44 49,2 8 14 20 22 36,,0
frequency_baseline,8171,2011,91,1,,1 4 17 25 44 49,2 16 18 29 42 43,,0
frequency_baseline,8172,2011,91,2,,1 4 17 25 44 49,9 17 19 35 36 40,17,1
frequency_baseline,8173,2011,92,1,,1 4 17 25 44 49,3 15 17 21 32 46,17,1
frequency_baseline,8174,2011,92,2,,1 4 17 25 44 49,11 14 19 30 32 48,,0
frequency_baseline,8175,2011,93,1,,1 4 17 25 44 49,9 18 19 26 44 49,44 49,2
frequency_baseline,8176,2011,93,2,,1 4 17 25 44 49,4 10 25 36 41 43,4 25,2
frequency_baseline,8177,2011,94,1,,1 4 17 25 44 49,5 15 30 35 36 41,,0
frequency_baseline,8178,2011,94,2,,1 4 17 25 44 49,5 13 20 25 26 35,25,1
frequency_baseline,8179,2011,95,1,,1 4 17 25 44 49,2 10 32 37 43 48,,0
frequency_baseline,8180,2011,95,2,,1 4 17 25 44 49,14 18 26 30 39 45,,0
frequency_baseline,8181,2011,96,1,,1 4 17 25 44 49,14 38 40 43 44 47,44,1
frequency_baseline,8182,2011,96,2,,1 4 17 25 44 49,9 13 21 29 32 46,,0
frequency_baseline,8183,2011,97,1,,1 4 17 25 44 49,10 19 23 26 32 41,,0
frequency_baseline,8184,2011,97,2,,1 4 17 25 44 49,20 21 32 33 36 44,44,1
frequency_baseline,8185,2011,98,1,,1 4 17 25 44 49,15 23 27 33 34 39,,0
frequency_baseline,8186,2011,98,2,,1 4 17 25 44 49,5 6 22 23 42 49,49,1
frequency_baseline,8187,2011,99,1,,1 4 17 25 44 49,8 17 18 19 35 38,17,1
frequency_baseline,8188,2011,99,2,,1 4 17 25 44 49,1 6 9 20 37 45,1,1
frequency_baseline,8189,2011,100,1,,1 4 17 25 44 49,2 7 11 39 43 46,,0
frequency_baseline,8190,2011,100,2,,1 4 17 25 44 49,9 10 20 32 41 44,44,1
frequency_baseline,8191,2011,101,1,,1 4 17 25 44 49,1 18 28 42 47 48,1,1
frequency_baseline,8192,2011,101,2,,1 4 17 25 44 49,19 33 39 40 44 47,44,1
frequency_baseline,8193,2011,102,1,,1 4 17 25 44 49,3 5 7 10 12 36,,0
frequency_baseline,8194,2011,102,2,,1 4 17 25 44 49,11 13 23 28 42 48,,0
frequency_baseline,8195,2011,103,1,,1 4 17 25 44 49,1 15 17 18 27 31,1 17,2
frequency_baseline,8196,2011,103,2,,1 4 17 25 44 49,6 12 20 26 31 44,44,1
frequency_baseline,8197,2012,0,1,,1 4 17 25 44 49,3 10 23 25 28 31,25,1
frequency_baseline,8198,2012,0,2,,1 4 17 25 44 49,6 7 16 20 46 49,49,1
frequency_baseline,8199,2012,1,1,,1 4 17 25 44 49,7 8 18 38 41 42,,0
frequency_baseline,8200,2012,1,2,,1 4 17 25 44 49,6 13 24 25 26 33,25,1
frequency_baseline,8201,2012,2,1,,1 4 17 25 44 49,1 7 23 28 41 45,1,1
frequency_baseline,8202,2012,2,2,,1 4 17 25 44 49,5 13 16 18 20 31,,0
frequency_baseline,8203,2012,3,1,,1 4 17 25 44 49,2 10 14 22 23 45,,0
frequency_baseline,8204,2012,3,2,,1 4 17 25 44 49,4 28 32 39 40 48,4,1
frequency_baseline,8205,2012,4,1,,1 4 17 25 44 49,4 9 21 27 38 46,4,1
frequency_baseline,8206,2012,4,2,,1 4 17 25 44 49,13 20 22 23 27 29,,0
frequency_baseline,8207,2012,5,1,,1 4 17 25 44 49,6 17 18 20 38 48,17,1
frequency_baseline,8208,2012,5,2,,1 4 17 25 44 49,5 9 17 19 26 39,17,1
frequency_baseline,8209,2012,6,1,,1 4 17 25 44 49,2 9 24 29 45 47,,0
frequency_baseline,8210,2012,6,2,,1 4 17 25 44 49,6 13 16 23 39 45,,0
frequency_baseline,8211,2012,7,1,,4 6 17 25 44 49,11 14 25 30 33 45,25,1
frequency_baseline,8212,2012,7,2,,4 6 17 25 44 49,11 17 18 21 24 31,17,1
frequency_baseline,8213,2012,8,1,,4 6 17 25 44 49,1 2 20 30 32 35,,0
frequency_baseline,8214,2012,8,2,,1 4 17 25 44 49,1 9 15 22 23 33,1,1
frequency_baseline,8215,2012,9,1,,1 4 17 25 44 49,2 4 10 29 34 47,4,1
frequency_baseline,8216,2012,9,2,,1 4 17 25 44 49,4 14 22 28 32 37,4,1
frequency_baseline,8217,2012,10,1,,1 4 17 25 44 49,9 15 19 22 27 28,,0
frequency_baseline,8218,2012,10,2,,1 4 17 25 44 49,10 35 37 39 43 49,49,1
frequency_baseline,8219,2012,11,1,,1 4 17 25 44 49,15 24 28 31 32 40,,0
frequency_baseline,8220,2012,11,2,,1 4 17 25 44 49,1 7 13 24 25 49,1 25 49,3
frequency_baseline,8221,2012,12,1,,1 4 17 25 44 49,8 12 14 26 27 34,,0
frequency_baseline,8222,2012,12,2,,1 4 17 25 44 49,3 19 20 33 34 40,,0
frequency_baseline,8223,2012,13,1,,1 4 17 25 44 49,15 21 22 38 40 47,,0
frequency_baseline,8224,2012,13,2,,1 4 17 25 44 49,8 14 16 28 31 48,,0
frequency_baseline,8225,2012,14,1,,1 4 17 25 44 49,3 20 33 43 45 47,,0
frequency_baseline,8226,2012,14,2,,1 4 17 25 44 49,21 29 31 34 45 48,,0
frequency_baseline,8227,2012,15,1,,1 4 17 25 44 49,6 11 17 18 37 49,17 49,2
frequency_baseline,8228,2012,15,2,,1 4 17 25 44 49,13 23 28 34 35 36,,0
frequency_baseline,8229,2012,16,1,,4 17 25 28 44 49,2 3 20 22 25 47,25,1
frequency_baseline,8230,2012,16,2,,4 17 25 28 44 49,11 15 22 26 41 48,,0
frequency_baseline,8231,2012,17,1,,4 17 25 28 44 49,2 3 7 8 19 21,,0
frequency_baseline,8232,2012,17,2,,4 17 25 28 44 49,3 4 12 15 30 38,4,1
frequency_baseline,8233,2012,18,1,,4 17 25 28 44 49,6 10 13 25 32 38,25,1
frequency_baseline,8234,2012,18,2,,4 17 25 28 44 49,2 24 25 31 33 40,25,1
frequency_baseline,8235,2012,19,1,,4 17 25 28 44 49,2 4 24 29 35 45,4,1
frequency_baseline,8236,2012,19,2,,4 17 25 28 44 49,9 11 14 15 28 41,28,1
frequency_baseline,8237,2012,20,1,,4 17 25 28 44 49,2 25 35 39 40 47,25,1
frequency_baseline,8238,2012,20,2,,4 17 25 28 44 49,10 15 16 27 41 47,,0
frequency_baseline,8239,2012,21,1,,4 17 25 28 44 49,15 20 24 27 28 42,28,1
frequency_baseline,8240,2012,21,2,,4 17 25 28 44 49,5 10 19 25 32 37,25,1
frequency_baseline,8241,2012,22,1,,4 17 25 28 44 49,14 22 24 26 29 35,,0
frequency_baseline,8242,2012,22,2,,4 17 25 28 44 49,4 6 21 27 34 49,4 49,2
frequency_baseline,8243,2012,23,1,,4 17 25 28 44 49,5 16 18 30 43 46,,0
frequency_baseline,8244,2012,23,2,,4 17 25 28 44 49,7 21 22 26 37 48,,0
frequency_baseline,8245,2012,24,1,,4 17 25 28 44 49,6 14 21 23 29 47,,0
frequency_baseline,8246,2012,24,2,,4 6 25 28 44 49,4 8 15 24 36 39,4,1
frequency_baseline,8247,2012,25,1,,4 6 25 28 44 49,14 24 26 31 46 48,,0
frequency_baseline,8248,2012,25,2,,4 6 25 28 44 49,3 10 11 15 28 42,28,1
frequency_baseline,8249,2012,26,1,,4 6 25 28 44 49,2 3 9 19 29 32,,0
frequency_baseline,8250,2012,26,2,,4 6 25 28 44 49,3 5 15 18 21 22,,0
frequency_baseline,8251,2012,27,1,,4 6 25 28 44 49,4 20 35 36 37 39,4,1
frequency_baseline,8252,2012,27,2,,4 6 25 28 44 49,9 17 19 21 38 44,44,1
frequency_baseline,8253,2012,28,1,,4 17 25 28 44 49,8 14 18 22 28 44,28 44,2
frequency_baseline,8254,2012,28,2,,4 17 25 28 44 49,2 3 24 31 40 46,,0
frequency_baseline,8255,2012,29,1,,4 17 25 28 44 49,1 10 24 35 37 38,,0
frequency_baseline,8256,2012,29,2,,4 17 25 28 44 49,15 16 17 23 29 30,17,1
frequency_baseline,8257,2012,30,1,,4 17 25 28 44 49,2 11 14 18 22 25,25,1
frequency_baseline,8258,2012,30,2,,4 17 25 28 44 49,3 11 26 28 40 44,28 44,2
frequency_baseline,8259,2012,31,1,,4 17 25 28 44 49,10 11 21 28 38 40,28,1
frequency_baseline,8260,2012,31,2,,4 17 25 28 44 49,9 12 13 23 27 33,,0
frequency_baseline,8261,2012,32,1,,4 17 25 28 44 49,5 10 21 31 35 42,,0
frequency_baseline,8262,2012,32,2,,4 17 25 28 44 49,11 15 23 27 33 43,,0
frequency_baseline,8263,2012,33,1,,4 17 25 28 44 49,6 15 22 29 30 42,,0
frequency_baseline,8264,2012,33,2,,4 17 25 28 44 49,5 21 36 42 44 47,44,1
frequency_baseline,8265,2012,34,1,,4 17 25 28 44 49,11 36 38 40 47 48,,0
frequency_baseline,8266,2012,34,2,,4 17 25 28 44 49,6 7 20 28 40 49,28 49,2
frequency_baseline,8267,2012,35,1,,4 6 25 28 44 49,1 12 19 20 35 38,,0
frequency_baseline,8268,2012,35,2,,4 6 25 28 44 49,7 9 21 33 38 39,,0
frequency_baseline,8269,2012,36,1,,4 6 25 28 44 49,7 8 10 11 23 35,,0
frequency_baseline,8270,2012,36,2,,4 6 25 28 44 49,15 17 20 22 28 29,28,1
frequency_baseline,8271,2012,37,1,,4 17 25 28 44 49,4 10 15 25 33 45,4 25,2
frequency_baseline,8272,2012,37,2,,4 17 25 28 44 49,2 6 18 27 31 39,,0
frequency_baseline,8273,2012,38,1,,4 6 25 28 44 49,2 3 12 15 31 48,,0
frequency_baseline,8274,2012,38,2,,4 6 25 28 44 49,3 20 30 32 37 48,,0
frequency_baseline,8275,2012,39,1,,4 6 25 28 44 49,14 18 27 29 31 39,,0
frequency_baseline,8276,2012,39,2,,4 6 25 28 44 49,4 15 17 23 28 48,4 28,2
frequency_baseline,8277,2012,40,1,,4 17 25 28 44 49,21 23 29 30 43 44,44,1
frequency_baseline,8278,2012,40,2,,4 17 25 28 44 49,1 10 11 39 46 47,,0
frequency_baseline,8279,2012,41,1,,4 17 25 28 44 49,11 15 27 30 31 43,,0
frequency_baseline,8280,2012,41,2,,4 17 25 28 44 49,3 6 12 29 48 49,49,1
frequency_baseline,8281,2012,42,1,,4 6 25 28 44 49,1 4 5 7 16 35,4,1
frequency_baseline,8282,2012,42,2,,4 6 25 28 44 49,8 36 38 41 43 46,,0
frequency_baseline,8283,2012,43,1,,4 6 25 28 44 49,9 19 21 33 43 47,,0
frequency_baseline,8284,2012,43,2,,4 6 25 28 44 49,1 4 17 29 30 39,4,1
frequency_baseline,8285,2012,44,1,,4 17 25 28 44 49,16 18 34 39 40 41,,0
frequency_baseline,8286,2012,44,2,,4 17 25 28 44 49,14 25 29 31 38 39,25,1
frequency_baseline,8287,2012,45,1,,4 17 25 28 44 49,5 11 12 18 40 47,,0
frequency_baseline,8288,2012,45,2,,4 17 25 28 44 49,2 7 8 13 31 44,44,1
frequency_baseline,8289,2012,46,1,,4 17 25 28 44 49,7 10 23 37 40 43,,0
frequency_baseline,8290,2012,46,2,,4 17 25 28 44 49,1 7 21 23 35 47,,0
frequency_baseline,8291,2012,47,1,,4 17 25 28 44 49,1 16 21 22 43 49,49,1
frequency_baseline,8292,2012,47,2,,1 4 25 28 44 49,7 17 19 36 40 41,,0
frequency_baseline,8293,2012,48,1,,4 17 25 28 44 49,5 7 22 24 30 34,,0
frequency_baseline,8294,2012,48,2,,4 17 25 28 44 49,3 4 21 27 28 34,4 28,2
frequency_baseline,8295,2012,49,1,,4 17 25 28 44 49,2 5 21 22 33 46,,0
frequency_baseline,8296,2012,49,2,,4 21 25 28 44 49,18 26 28 30 31 47,28,1
frequency_baseline,8297,2012,50,1,,4 21 25 28 44 49,1 6 10 30 31 32,,0
frequency_baseline,8298,2012,50,2,,4 21 25 28 44 49,1 24 25 31 44 49,25 44 49,3
frequency_baseline,8299,2012,51,1,,1 4 25 28 44 49,11 13 19 34 36 40,,0
frequency_baseline,8300,2012,51,2,,1 4 25 28 44 49,9 18 19 25 26 41,25,1
frequency_baseline,8301,2012,52,1,,1 4 25 28 44 49,4 29 38 45 47 48,4,1
frequency_baseline,8302,2012,52,2,,1 4 25 28 44 49,6 22 23 30 38 49,49,1
frequency_baseline,8303,2012,53,1,,1 4 25 28 44 49,18 21 23 24 38 48,,0
frequency_baseline,8304,2012,53,2,,4 21 25 28 44 49,4 11 19 22 24 32,4,1
frequency_baseline,8305,2012,54,1,,4 21 25 28 44 49,6 10 19 29 34 36,,0
frequency_baseline,8306,2012,54,2,,4 21 25 28 44 49,1 3 9 13 19 21,21,1
frequency_baseline,8307,2012,55,1,,4 21 25 28 44 49,10 15 17 20 40 43,,0
frequency_baseline,8308,2012,55,2,,4 21 25 28 44 49,5 13 27 39 42 47,,0
frequency_baseline,8309,2012,56,1,,4 21 25 28 44 49,13 17 18 21 47 49,21 49,2
frequency_baseline,8310,2012,56,2,,4 21 25 28 44 49,4 8 12 17 32 45,4,1
frequency_baseline,8311,2012,57,1,,4 21 25 28 44 49,5 11 21 32 38 48,21,1
frequency_baseline,8312,2012,57,2,,4 21 25 28 44 49,4 11 17 20 36 48,4,1
frequency_baseline,8313,2012,58,1,,4 17 21 25 44 49,1 3 5 8 42 43,,0
frequency_baseline,8314,2012,58,2,,4 17 21 25 44 49,6 32 38 42 45 47,,0
frequency_baseline,8315,2012,59,1,,4 17 21 25 44 49,2 25 27 34 35 44,25 44,2
frequency_baseline,8316,2012,59,2,,4 17 21 25 44 49,9 11 18 21 22 41,21,1
frequency_baseline,8317,2012,60,1,,4 17 21 25 44 49,4 5 7 34 40 42,4,1
frequency_baseline,8318,2012,60,2,,4 17 21 25 44 49,3 10 18 32 35 38,,0
frequency_baseline,8319,2012,61,1,,4 17 21 25 44 49,10 17 21 23 25 47,17 21 25,3
frequency_baseline,8320,2012,61,2,,4 17 21 25 44 49,1 5 11 14 33 40,,0
frequency_baseline,8321,2012,62,1,,4 17 21 25 44 49,14 17 20 34 35 46,17,1
frequency_baseline,8322,2012,62,2,,4 17 21 25 44 49,11 19 23 27 30 47,,0
frequency_baseline,8323,2012,63,1,,4 17 21 25 44 49,2 3 14 19 27 28,,0
frequency_baseline,8324,2012,63,2,,4 17 21 25 44 49,7 19 20 25 28 42,25,1
frequency_baseline,8325,2012,64,1,,4 17 21 25 44 49,1 5 31 33 34 41,,0
frequency_baseline,8326,2012,64,2,,4 17 21 25 44 49,14 16 27 29 44 46,44,1
frequency_baseline,8327,2012,65,1,,4 17 21 25 44 49,16 20 25 28 40 49,25 49,2
frequency_baseline,8328,2012,65,2,,4 21 25 28 44 49,4 8 9 19 39 42,4,1
frequency_baseline,8329,2012,66,1,,4 21 25 28 44 49,11 23 34 35 41 47,,0
frequency_baseline,8330,2012,66,2,,4 21 25 28 44 49,6 12 13 17 19 44,44,1
frequency_baseline,8331,2012,67,1,,4 17 21 25 44 49,14 15 36 47 48 49,49,1
frequency_baseline,8332,2012,67,2,,4 17 21 25 44 49,18 25 30 37 41 49,25 49,2
frequency_baseline,8333,2012,68,1,,4 17 21 25 44 49,6 16 19 26 29 45,,0
frequency_baseline,8334,2012,68,2,,4 17 21 25 44 49,4 19 20 28 40 49,4 49,2
frequency_baseline,8335,2012,69,1,,4 17 25 28 44 49,1 8 26 27 30 44,44,1
frequency_baseline,8336,2012,69,2,,4 17 25 28 44 49,5 7 11 19 42 46,,0
frequency_baseline,8337,2012,70,1,,4 17 25 28 44 49,11 19 21 36 41 42,,0
frequency_baseline,8338,2012,70,2,,4 21 25 28 44 49,19 25 28 29 34 44,25 28 44,3
frequency_baseline,8339,2012,71,1,,4 21 25 28 44 49,3 9 11 24 30 37,,0
frequency_baseline,8340,2012,71,2,,4 21 25 28 44 49,2 12 14 23 24 48,,0
frequency_baseline,8341,2012,72,1,,4 21 25 28 44 49,5 18 32 35 43 49,49,1
frequency_baseline,8342,2012,72,2,,4 21 25 28 44 49,11 26 32 33 39 47,,0
