model,event_index,year,draw_number,drawing_no,date,predicted_top6,actual_numbers,matched_numbers,hit_count
sgd_logistic_probability,9815,2024,16,1,,1 9 10 14 22 29,8 9 14 16 20 34,9 14,2
sgd_logistic_probability,9816,2024,17,1,,1 10 18 22 29 44,14 21 23 36 37 48,,0
sgd_logistic_probability,9817,2024,18,1,,1 10 18 22 29 44,12 19 20 22 24 46,22,1
sgd_logistic_probability,9818,2024,19,1,,1 5 10 18 29 44,4 11 15 36 38 39,,0
sgd_logistic_probability,9819,2024,20,1,,1 5 10 18 29 33,23 34 37 46 47 48,,0
sgd_logistic_probability,9820,2024,21,1,,1 5 10 18 29 33,4 22 36 42 44 49,,0
sgd_logistic_probability,9821,2024,22,1,,1 5 10 18 29 33,8 16 19 35 39 47,,0
sgd_logistic_probability,9822,2024,23,1,,1 5 10 18 29 33,6 11 17 18 19 43,18,1
sgd_logistic_probability,9823,2024,24,1,,1 5 9 10 29 33,1 6 16 33 45 46,1 33,2
sgd_logistic_probability,9824,2024,25,1,,5 7 9 10 27 29,12 14 21 22 37 46,,0
sgd_logistic_probability,9825,2024,26,1,,5 7 9 10 27 29,3 5 6 17 26 40,5,1
sgd_logistic_probability,9826,2024,27,1,,2 7 9 10 27 29,10 13 14 16 26 27,10 27,2
sgd_logistic_probability,9827,2024,28,1,,2 4 7 9 29 32,2 19 22 27 28 44,2,1
sgd_logistic_probability,9828,2024,29,1,,4 7 9 29 30 32,2 18 20 21 31 46,,0
sgd_logistic_probability,9829,2024,30,1,,4 7 9 29 30 32,27 34 35 39 48 49,,0
sgd_logistic_probability,9830,2024,31,1,,4 7 9 29 30 32,12 22 24 26 29 34,29,1
sgd_logistic_probability,9831,2024,32,1,,4 5 7 9 30 32,4 14 24 38 39 44,4,1
sgd_logistic_probability,9832,2024,33,1,,5 7 8 9 30 32,9 18 26 32 46 49,9 32,2
sgd_logistic_probability,9833,2024,34,1,,5 7 8 10 15 30,8 17 25 31 37 44,8,1
sgd_logistic_probability,9834,2024,35,1,,5 6 7 10 15 30,7 29 30 31 34 35,7 30,2
sgd_logistic_probability,9835,2024,36,1,,4 5 6 10 15 23,8 14 35 39 42 49,,0
sgd_logistic_probability,9836,2024,37,1,,4 5 6 10 15 23,11 14 19 32 34 36,,0
sgd_logistic_probability,9837,2024,38,1,,4 5 6 10 15 23,17 27 30 33 37 44,,0
sgd_logistic_probability,9838,2024,39,1,,4 5 6 10 15 23,4 10 17 23 38 48,4 10 23,3
sgd_logistic_probability,9839,2024,40,1,,1 3 5 6 9 15,6 15 17 22 27 36,6 15,2
sgd_logistic_probability,9840,2024,41,1,,1 2 3 5 9 20,4 9 15 17 28 43,9,1
sgd_logistic_probability,9841,2024,42,1,,1 2 3 5 18 20,10 19 37 46 47 48,,0
sgd_logistic_probability,9842,2024,43,1,,1 2 3 5 18 20,11 15 19 20 26 38,20,1
sgd_logistic_probability,9843,2024,44,1,,1 2 3 5 18 21,16 18 31 32 37 41,18,1
sgd_logistic_probability,9844,2024,45,1,,1 2 3 5 12 21,1 11 15 25 27 47,1,1
sgd_logistic_probability,9845,2024,46,1,,2 3 5 8 13 21,1 6 8 26 29 38,8,1
sgd_logistic_probability,9846,2024,47,1,,2 3 5 12 13 21,15 27 31 32 35 49,,0
sgd_logistic_probability,9847,2024,48,1,,2 3 5 12 13 21,6 13 17 39 42 43,13,1
sgd_logistic_probability,9848,2024,49,1,,2 3 5 7 12 21,16 17 24 28 35 49,,0
sgd_logistic_probability,9849,2024,50,1,,2 3 5 7 12 21,25 29 30 33 36 38,,0
sgd_logistic_probability,9850,2024,51,1,,2 3 5 7 12 21,18 32 35 40 41 43,,0
sgd_logistic_probability,9851,2024,52,1,,2 3 5 7 12 21,9 24 30 38 48 49,,0
sgd_logistic_probability,9852,2024,53,1,,2 3 5 7 12 21,13 23 26 27 38 42,,0
sgd_logistic_probability,9853,2024,54,1,,2 3 5 7 12 21,4 5 7 18 23 34,5 7,2
sgd_logistic_probability,9854,2024,55,1,,2 3 10 12 14 21,9 16 30 35 37 42,,0
sgd_logistic_probability,9855,2024,56,1,,2 3 12 14 19 21,5 28 31 32 35 44,,0
sgd_logistic_probability,9856,2024,57,1,,2 3 12 14 19 21,7 15 24 36 41 45,,0
sgd_logistic_probability,9857,2024,58,1,,2 3 12 14 19 21,2 11 18 23 26 37,2,1
sgd_logistic_probability,9858,2024,59,1,,3 10 12 14 19 21,1 14 17 29 32 37,14,1
sgd_logistic_probability,9859,2024,60,1,,3 6 10 12 19 21,16 18 27 35 39 41,,0
sgd_logistic_probability,9860,2024,61,1,,3 6 10 12 19 21,10 12 15 16 20 34,10 12,2
sgd_logistic_probability,9861,2024,62,1,,3 6 8 19 21 22,7 8 25 38 40 45,8,1
sgd_logistic_probability,9862,2024,63,1,,3 4 6 19 21 22,8 10 24 27 30 36,,0
sgd_logistic_probability,9863,2024,64,1,,3 4 6 19 21 22,4 5 23 28 31 35,4,1
sgd_logistic_probability,9864,2024,65,1,,3 6 9 19 21 22,7 22 25 29 37 42,22,1
sgd_logistic_probability,9865,2024,66,1,,3 6 9 17 19 21,13 22 33 35 36 43,,0
sgd_logistic_probability,9866,2024,67,1,,3 6 9 17 19 21,2 11 13 23 25 32,,0
sgd_logistic_probability,9867,2024,68,1,,3 6 9 17 19 21,2 4 10 21 22 27,21,1
sgd_logistic_probability,9868,2024,69,1,,3 6 9 17 19 46,1 18 28 37 42 43,,0
sgd_logistic_probability,9869,2024,70,1,,3 6 9 17 19 46,1 3 8 12 37 48,3,1
sgd_logistic_probability,9870,2024,71,1,,6 9 15 17 19 46,2 8 13 18 33 44,,0
sgd_logistic_probability,9871,2024,72,1,,6 9 15 17 19 46,13 14 18 33 34 40,,0
sgd_logistic_probability,9872,2024,73,1,,6 9 15 17 19 46,5 19 21 22 47 48,19,1
sgd_logistic_probability,9873,2024,74,1,,6 9 15 17 26 46,11 13 14 18 41 43,,0
sgd_logistic_probability,9874,2024,75,1,,6 9 15 17 26 46,5 11 12 28 32 48,,0
sgd_logistic_probability,9875,2024,76,1,,6 9 15 17 26 46,1 6 19 23 31 36,6,1
sgd_logistic_probability,9876,2024,77,1,,4 9 15 17 26 46,3 27 32 34 37 45,,0
sgd_logistic_probability,9877,2024,78,1,,4 7 9 15 17 46,3 19 35 39 42 43,,0
sgd_logistic_probability,9878,2024,79,1,,4 9 15 17 26 46,10 14 20 30 38 42,,0
sgd_logistic_probability,9879,2024,80,1,,4 7 9 15 17 46,13 17 23 30 34 48,17,1
sgd_logistic_probability,9880,2024,81,1,,4 7 9 15 26 46,12 29 30 40 47 48,,0
sgd_logistic_probability,9881,2024,82,1,,4 7 9 15 26 46,5 6 9 26 38 41,9 26,2
sgd_logistic_probability,9882,2024,83,1,,4 7 8 15 16 46,2 12 20 23 34 45,,0
sgd_logistic_probability,9883,2024,84,1,,4 7 8 15 16 46,4 6 8 23 24 34,4 8,2
sgd_logistic_probability,9884,2024,85,1,,7 15 16 18 46 49,16 26 34 38 42 45,16,1
sgd_logistic_probability,9885,2024,86,1,,1 7 15 18 46 49,11 17 18 35 38 47,18,1
sgd_logistic_probability,9886,2024,87,1,,1 7 15 25 46 49,13 24 30 36 38 43,,0
sgd_logistic_probability,9887,2024,88,1,,1 7 15 25 46 49,3 5 26 29 43 45,,0
sgd_logistic_probability,9888,2024,89,1,,1 7 15 25 46 49,10 14 20 22 29 49,49,1
sgd_logistic_probability,9889,2024,90,1,,1 7 15 19 25 46,15 23 30 31 43 49,15,1
sgd_logistic_probability,9890,2024,91,1,,1 7 9 19 25 46,2 18 29 34 36 42,,0
sgd_logistic_probability,9891,2024,92,1,,1 7 9 19 25 46,21 30 35 43 45 46,46,1
sgd_logistic_probability,9892,2024,93,1,,1 6 7 9 19 25,9 22 24 38 42 45,9,1
sgd_logistic_probability,9893,2024,94,1,,1 4 6 7 19 25,3 9 15 35 44 47,,0
sgd_logistic_probability,9894,2024,95,1,,1 4 6 7 19 25,6 7 17 21 39 45,6 7,2
sgd_logistic_probability,9895,2024,96,1,,1 4 8 19 25 27,4 13 15 22 47 48,4,1
sgd_logistic_probability,9896,2024,97,1,,1 8 19 25 27 28,5 15 16 24 41 48,,0
sgd_logistic_probability,9897,2024,98,1,,1 8 19 25 28 37,2 13 16 23 34 48,,0
sgd_logistic_probability,9898,2024,99,1,,1 8 19 25 28 37,12 14 24 28 33 48,28,1
sgd_logistic_probability,9899,2024,100,1,,1 8 19 25 27 37,2 8 10 15 31 34,8,1
sgd_logistic_probability,9900,2024,101,1,,1 18 19 25 27 37,7 11 15 23 35 44,,0
sgd_logistic_probability,9901,2024,102,1,,1 18 19 25 27 37,5 15 20 21 40 43,,0
sgd_logistic_probability,9902,2024,103,1,,1 18 19 25 27 37,20 24 41 42 43 45,,0
sgd_logistic_probability,9903,2024,104,1,,1 18 19 25 27 37,3 13 15 19 33 35,19,1
sgd_logistic_probability,9904,2025,1,1,,1 18 25 27 32 37,3 16 23 36 41 49,,0
sgd_logistic_probability,9905,2025,2,1,,1 18 25 27 32 37,7 10 33 39 46 49,,0
sgd_logistic_probability,9906,2025,3,1,,1 18 25 27 32 37,2 17 26 31 37 44,37,1
sgd_logistic_probability,9907,2025,4,1,,1 6 18 25 27 32,2 18 31 33 35 47,18,1
sgd_logistic_probability,9908,2025,5,1,,1 6 9 25 27 32,2 18 37 38 42 46,,0
sgd_logistic_probability,9909,2025,6,1,,1 6 9 25 27 32,5 10 12 22 29 47,,0
sgd_logistic_probability,9910,2025,7,1,,1 4 6 25 27 32,6 23 31 33 37 43,6,1
sgd_logistic_probability,9911,2025,8,1,,1 4 9 25 27 32,11 19 22 36 42 43,,0
sgd_logistic_probability,9912,2025,9,1,,1 4 9 25 27 32,5 9 31 43 46 47,9,1
sgd_logistic_probability,9913,2025,10,1,,1 4 25 27 30 32,8 11 12 17 22 41,,0
sgd_logistic_probability,9914,2025,11,1,,1 4 25 27 30 32,13 18 22 35 36 44,,0
sgd_logistic_probability,9915,2025,12,1,,1 4 25 27 30 32,12 13 18 20 22 48,,0
sgd_logistic_probability,9916,2025,13,1,,1 4 25 27 30 32,12 22 30 34 37 42,30,1
sgd_logistic_probability,9917,2025,14,1,,1 4 14 25 27 32,2 10 11 12 24 29,,0
sgd_logistic_probability,9918,2025,15,1,,1 4 14 25 27 32,10 26 39 41 43 48,,0
sgd_logistic_probability,9919,2025,16,1,,1 4 14 25 27 32,16 33 34 39 42 46,,0
sgd_logistic_probability,9920,2025,17,1,,1 4 14 25 27 32,23 24 25 37 42 45,25,1
sgd_logistic_probability,9921,2025,18,1,,1 4 14 15 27 32,8 11 13 15 26 35,15,1
sgd_logistic_probability,9922,2025,19,1,,1 3 4 14 27 32,9 19 27 31 36 39,27,1
sgd_logistic_probability,9923,2025,20,1,,1 3 4 7 14 32,7 10 13 22 37 39,7,1
sgd_logistic_probability,9924,2025,21,1,,1 3 4 6 14 32,8 18 23 24 38 49,,0
sgd_logistic_probability,9925,2025,22,1,,1 3 4 6 14 32,4 26 27 28 42 43,4,1
sgd_logistic_probability,9926,2025,23,1,,1 3 6 14 21 32,13 22 23 27 37 46,,0
sgd_logistic_probability,9927,2025,24,1,,1 3 6 14 21 32,8 20 26 29 40 41,,0
sgd_logistic_probability,9928,2025,25,1,,1 3 6 14 21 32,6 8 33 35 37 45,6,1
sgd_logistic_probability,9929,2025,26,1,,1 3 5 14 21 32,2 11 22 29 41 47,,0
sgd_logistic_probability,9930,2025,27,1,,1 3 5 14 21 32,25 29 31 34 38 44,,0
sgd_logistic_probability,9931,2025,28,1,,1 3 5 14 21 32,2 4 10 39 44 47,,0
sgd_logistic_probability,9932,2025,29,1,,1 3 5 14 21 32,15 27 28 35 36 44,,0
sgd_logistic_probability,9933,2025,30,1,,1 3 5 14 21 32,16 17 20 23 34 40,,0
sgd_logistic_probability,9934,2025,31,1,,1 3 5 14 21 32,3 12 19 23 26 49,3,1
sgd_logistic_probability,9935,2025,32,1,,1 5 9 14 21 32,1 23 28 29 38 44,1,1
sgd_logistic_probability,9936,2025,33,1,,5 7 9 14 21 32,8 16 33 41 45 46,,0
sgd_logistic_probability,9937,2025,34,1,,5 7 9 14 21 32,1 8 21 34 36 38,21,1
sgd_logistic_probability,9938,2025,35,1,,5 7 9 14 18 32,14 15 24 31 34 49,14,1
sgd_logistic_probability,9939,2025,36,1,,2 5 7 9 18 32,15 18 19 22 24 38,18,1
sgd_logistic_probability,9940,2025,37,1,,2 5 7 9 10 32,19 22 34 35 46 48,,0
sgd_logistic_probability,9941,2025,38,1,,2 5 7 9 13 32,2 9 11 19 31 33,2 9,2
sgd_logistic_probability,9942,2025,39,1,,5 6 7 10 13 32,2 6 10 14 30 42,6 10,2
sgd_logistic_probability,9943,2025,40,1,,4 5 7 8 13 32,6 10 16 17 32 35,32,1
sgd_logistic_probability,9944,2025,41,1,,4 5 7 8 12 13,3 11 25 28 43 45,,0
sgd_logistic_probability,9945,2025,42,1,,4 5 7 8 12 13,5 10 17 21 29 40,5,1
sgd_logistic_probability,9946,2025,43,1,,4 7 8 12 13 37,7 25 27 33 41 49,7,1
sgd_logistic_probability,9947,2025,44,1,,2 4 8 12 13 37,6 13 16 31 35 36,13,1
sgd_logistic_probability,9948,2025,45,1,,2 4 8 12 20 37,1 15 26 27 32 39,,0
sgd_logistic_probability,9949,2025,46,1,,2 4 8 12 20 37,5 12 33 43 44 45,12,1
sgd_logistic_probability,9950,2025,47,1,,2 4 8 20 23 37,1 22 23 24 38 48,23,1
sgd_logistic_probability,9951,2025,48,1,,2 4 8 10 20 37,9 22 36 39 43 48,,0
sgd_logistic_probability,9952,2025,49,1,,2 4 8 18 20 37,2 4 13 17 27 43,2 4,2
sgd_logistic_probability,9953,2025,50,1,,8 10 18 19 20 37,6 18 20 23 29 35,18 20,2
sgd_logistic_probability,9954,2025,51,1,,3 8 10 11 19 37,9 10 14 23 42 44,10,1
sgd_logistic_probability,9955,2025,52,1,,2 8 10 11 19 37,3 8 14 34 38 43,8,1
sgd_logistic_probability,9956,2025,53,1,,2 10 11 19 22 37,1 5 8 21 22 29,22,1
sgd_logistic_probability,9957,2025,54,1,,2 7 10 11 19 37,8 13 15 33 35 41,,0
sgd_logistic_probability,9958,2025,55,1,,2 7 10 11 19 37,6 18 22 34 39 45,,0
sgd_logistic_probability,9959,2025,56,1,,2 7 10 11 19 37,6 19 27 28 29 46,19,1
sgd_logistic_probability,9960,2025,57,1,,2 7 10 11 12 37,5 10 16 18 19 24,10,1
sgd_logistic_probability,9961,2025,58,1,,2 7 8 11 12 37,3 12 14 18 36 39,12,1
sgd_logistic_probability,9962,2025,59,1,,2 4 7 8 11 37,21 30 33 39 46 47,,0
sgd_logistic_probability,9963,2025,60,1,,2 4 7 8 11 37,5 10 12 15 30 43,,0
sgd_logistic_probability,9964,2025,61,1,,2 4 7 8 11 37,4 11 22 29 30 39,4 11,2
sgd_logistic_probability,9965,2025,62,1,,2 7 8 9 26 37,18 21 22 23 33 48,,0
sgd_logistic_probability,9966,2025,63,1,,2 7 8 9 26 37,1 14 15 26 37 47,26 37,2
sgd_logistic_probability,9967,2025,64,1,,2 6 7 8 9 17,2 6 9 20 26 48,2 6 9,3
sgd_logistic_probability,9968,2025,65,1,,7 8 10 17 25 31,8 15 19 21 28 37,8,1
sgd_logistic_probability,9969,2025,66,1,,7 10 13 17 25 31,4 10 26 38 41 47,10,1
sgd_logistic_probability,9970,2025,67,1,,7 8 13 17 25 31,2 10 17 29 37 43,17,1
sgd_logistic_probability,9971,2025,68,1,,6 7 8 13 25 31,11 17 29 30 32 37,,0
sgd_logistic_probability,9972,2025,69,1,,6 7 8 13 25 31,7 25 28 37 40 43,7 25,2
sgd_logistic_probability,9973,2025,70,1,,5 6 8 10 13 31,14 16 19 23 30 47,,0
sgd_logistic_probability,9974,2025,71,1,,3 5 6 8 13 31,5 11 16 21 23 38,5,1
sgd_logistic_probability,9975,2025,72,1,,3 6 8 10 13 31,9 12 23 34 42 44,,0
sgd_logistic_probability,9976,2025,73,1,,1 3 6 8 13 31,2 4 12 16 19 30,,0
sgd_logistic_probability,9977,2025,74,1,,1 3 6 8 13 31,4 7 16 23 41 45,,0
sgd_logistic_probability,9978,2025,75,1,,1 3 6 8 13 31,2 13 24 26 35 42,13,1
sgd_logistic_probability,9979,2025,76,1,,1 3 6 10 18 31,11 25 31 38 40 45,31,1
sgd_logistic_probability,9980,2025,77,1,,1 3 6 8 10 18,5 10 14 33 34 38,10,1
sgd_logistic_probability,9981,2025,78,1,,1 3 6 8 18 49,17 24 25 28 37 49,49,1
sgd_logistic_probability,9982,2025,79,1,,1 3 6 8 18 22,2 8 16 23 39 43,8,1
sgd_logistic_probability,9983,2025,80,1,,1 3 6 15 18 22,3 20 24 28 31 46,3,1
sgd_logistic_probability,9984,2025,81,1,,1 6 15 18 22 27,3 4 16 25 28 36,,0
sgd_logistic_probability,9985,2025,82,1,,1 6 15 18 22 27,4 12 30 42 48 49,,0
sgd_logistic_probability,9986,2025,83,1,,1 6 15 18 22 27,13 17 23 33 34 38,,0
sgd_logistic_probability,9987,2025,84,1,,1 6 15 18 22 27,13 17 28 32 46 47,,0
sgd_logistic_probability,9988,2025,85,1,,1 6 15 18 22 27,5 11 21 28 39 43,,0
sgd_logistic_probability,9989,2025,86,1,,1 6 15 18 22 27,27 33 38 45 46 49,27,1
sgd_logistic_probability,9990,2025,87,1,,1 6 9 15 18 22,7 17 18 25 30 42,18,1
sgd_logistic_probability,9991,2025,88,1,,1 6 9 10 15 22,12 16 26 34 37 40,,0
sgd_logistic_probability,9992,2025,89,1,,1 6 9 10 15 22,4 6 10 18 23 25,6 10,2
sgd_logistic_probability,9993,2025,90,1,,1 2 9 15 22 29,3 14 20 27 33 35,,0
sgd_logistic_probability,9994,2025,91,1,,1 2 9 15 22 29,3 9 27 31 35 36,9,1
sgd_logistic_probability,9995,2025,92,1,,1 2 15 19 22 29,14 21 32 38 40 49,,0
sgd_logistic_probability,9996,2025,93,1,,1 2 15 19 22 29,1 12 24 27 31 43,1,1
sgd_logistic_probability,9997,2025,94,1,,2 8 15 19 22 29,3 15 26 33 47 48,15,1
sgd_logistic_probability,9998,2025,95,1,,2 5 8 19 22 29,2 14 21 27 28 48,2,1
sgd_logistic_probability,9999,2025,96,1,,5 8 10 19 22 29,10 16 24 27 30 36,10,1
sgd_logistic_probability,10000,2025,97,1,,4 5 8 19 22 29,2 6 7 19 29 41,19 29,2
sgd_logistic_probability,10001,2025,98,1,,4 5 8 11 18 22,2 24 31 36 40 48,,0
sgd_logistic_probability,10002,2025,99,1,,4 5 8 11 18 22,3 9 10 13 20 30,,0
sgd_logistic_probability,10003,2025,100,1,,4 5 8 11 18 22,2 6 7 8 29 39,8,1
sgd_logistic_probability,10004,2025,101,1,,4 5 11 17 18 22,11 15 25 38 40 44,11,1
sgd_logistic_probability,10005,2025,102,1,,4 5 17 18 22 23,7 16 24 29 31 46,,0
sgd_logistic_probability,10006,2025,103,1,,4 5 17 18 22 23,2 3 15 18 21 25,18,1
sgd_logistic_probability,10007,2025,104,1,,4 5 10 17 22 23,20 22 24 32 35 49,22,1
sgd_logistic_probability,10008,2025,105,1,,4 5 10 12 17 23,5 21 26 28 46 48,5,1
sgd_logistic_probability,10009,2026,0,1,2026-01-04,2 4 10 12 17 23,22 24 26 32 33 43,,0
sgd_logistic_probability,10010,2026,1,1,2026-01-08,2 4 10 12 17 23,3 20 27 38 46 47,,0
sgd_logistic_probability,10011,2026,2,1,2026-01-11,2 4 10 12 17 23,9 10 18 20 28 48,10,1
sgd_logistic_probability,10012,2026,3,1,2026-01-15,2 4 12 17 23 37,10 13 24 28 32 36,,0
sgd_logistic_probability,10013,2026,4,1,2026-01-18,2 4 12 17 23 37,11 24 28 36 37 46,37,1
sgd_logistic_probability,10014,2026,5,1,2026-01-22,1 2 4 12 17 23,2 11 12 18 19 42,2 12,2
sgd_logistic_probability,10015,2026,6,1,2026-01-25,1 4 14 17 23 34,4 17 20 31 33 44,4 17,2
sgd_logistic_probability,10016,2026,7,1,2026-01-29,1 6 8 14 23 34,17 18 22 37 41 46,,0
sgd_logistic_probability,10017,2026,8,1,2026-02-01,1 6 8 14 23 34,3 4 41 43 44 47,,0
sgd_logistic_probability,10018,2026,9,1,2026-02-05,1 6 8 14 23 34,6 12 13 15 23 36,6 23,2
sgd_logistic_probability,10019,2026,10,1,2026-02-08,1 7 8 14 16 34,12 20 26 30 41 49,,0
sgd_logistic_probability,10020,2026,11,1,2026-02-12,1 7 8 14 16 34,16 18 23 36 39 44,16,1
sgd_logistic_probability,10021,2026,12,1,2026-02-15,1 5 7 8 14 34,11 16 18 34 36 49,34,1
sgd_logistic_probability,10022,2026,13,1,2026-02-19,1 2 5 7 8 14,22 25 37 44 45 48,,0
sgd_logistic_probability,10023,2026,14,1,2026-02-22,1 2 5 7 8 14,9 31 33 37 38 48,,0
sgd_logistic_probability,10024,2026,15,1,2026-02-26,1 2 5 7 8 14,10 14 21 24 36 37,14,1
sgd_logistic_probability,10025,2026,16,1,2026-03-01,1 2 4 5 7 8,5 18 19 24 37 48,5,1
sgd_logistic_probability,10026,2026,17,1,2026-03-05,1 2 3 4 7 8,5 15 17 36 37 49,,0
sgd_logistic_probability,10027,2026,18,1,2026-03-08,1 2 3 4 7 8,3 4 13 22 33 48,3 4,2
sgd_logistic_probability,10028,2026,19,1,2026-03-12,1 2 7 8 27 29,1 4 24 30 34 37,1,1
sgd_logistic_probability,10029,2026,20,1,2026-03-15,2 7 8 27 28 29,1 3 12 40 44 49,,0
sgd_logistic_probability,10030,2026,21,1,2026-03-19,2 7 8 27 28 29,23 24 33 38 42 48,,0
sgd_logistic_probability,10031,2026,22,1,2026-03-22,2 7 8 27 28 29,12 22 28 30 33 49,28,1
sgd_logistic_probability,10032,2026,23,1,2026-03-26,2 6 7 8 27 29,3 12 16 23 35 40,,0
sgd_logistic_probability,10033,2026,24,1,2026-03-29,2 6 7 8 27 29,20 25 27 29 30 46,27 29,2
sgd_logistic_probability,10034,2026,25,1,2026-04-02,2 6 7 8 10 18,13 18 23 38 40 49,18,1
sgd_logistic_probability,10035,2026,26,1,2026-04-05,2 6 7 8 10 11,1 6 7 12 13 19,6 7,2
sgd_logistic_probability,10036,2026,27,1,2026-04-09,2 5 8 9 10 11,1 6 21 22 39 45,,0
sgd_logistic_probability,10037,2026,28,1,2026-04-12,2 5 8 9 10 11,2 4 8 14 28 43,2 8,2
sgd_logistic_probability,10038,2026,29,1,2026-04-16,3 5 9 10 11 26,11 18 21 38 48 49,11,1
sgd_logistic_probability,10039,2026,30,1,2026-04-19,3 5 9 10 26 32,9 19 37 40 41 47,9,1
sgd_logistic_probability,10040,2026,31,1,2026-04-23,3 5 10 15 26 32,2 7 11 16 23 30,,0
sgd_logistic_probability,10041,2026,32,1,2026-04-26,3 5 10 24 26 32,8 11 26 30 36 38,26,1
sgd_logistic_probability,10042,2026,33,1,2026-04-30,3 5 10 15 24 32,2 8 18 20 26 42,,0
sgd_logistic_probability,10043,2026,34,1,2026-05-03,3 5 10 15 24 32,13 14 23 27 36 42,,0
sgd_logistic_probability,10044,2026,35,1,2026-05-07,3 5 10 15 24 32,3 8 13 20 42 49,3,1
sgd_logistic_probability,10045,2026,36,1,2026-05-10,5 10 15 17 24 32,2 23 24 27 37 38,24,1
sgd_logistic_probability,10046,2026,37,1,2026-05-14,5 6 10 15 17 32,5 7 13 31 38 42,5,1
sgd_logistic_probability,10047,2026,38,1,2026-05-17,4 6 10 15 17 32,1 5 7 32 46 49,32,1
sgd_logistic_probability,10048,2026,39,1,2026-05-21,4 6 10 12 15 17,3 17 33 36 39 45,17,1
sgd_logistic_probability,10049,2026,40,1,2026-05-24,2 4 6 10 12 15,8 9 38 43 45 46,,0
sgd_logistic_probability,10050,2026,41,1,2026-05-28,2 4 6 10 12 15,2 6 15 19 26 35,2 6 15,3
sgd_logistic_probability,10051,2026,42,1,2026-05-31,4 10 12 18 22 34,9 17 29 39 42 49,,0
sgd_logistic_probability,10052,2026,43,1,2026-06-04,4 10 12 18 22 34,13 17 28 35 37 49,,0
sgd_logistic_probability,10053,2026,44,1,2026-06-07,4 10 12 18 22 34,1 9 26 30 39 43,,0
sgd_logistic_probability,10054,2026,45,1,2026-06-11,4 10 12 18 22 34,1 10 11 15 16 37,10,1
sgd_logistic_probability,10055,2026,46,1,2026-06-14,4 12 18 22 25 34,1 7 8 14 29 42,,0
sgd_logistic_probability,10056,2026,47,1,2026-06-18,4 12 18 22 25 34,22 26 28 29 40 42,22,1
gaussian_naive_bayes,8046,2011,28,2,,8 21 22 44 45 49,6 9 12 38 44 48,44,1
gaussian_naive_bayes,8047,2011,29,1,,21 22 34 44 45 49,1 5 13 18 31 40,,0
gaussian_naive_bayes,8048,2011,29,2,,2 9 34 44 45 49,9 12 19 22 25 26,9,1
gaussian_naive_bayes,8049,2011,30,1,,4 34 38 44 45 49,4 7 13 15 35 44,4 44,2
gaussian_naive_bayes,8050,2011,30,2,,2 9 34 44 45 49,5 12 20 29 42 49,49,1
gaussian_naive_bayes,8051,2011,31,1,,1 25 34 38 44 45,5 6 17 22 27 40,,0
gaussian_naive_bayes,8052,2011,31,2,,2 9 25 34 44 45,1 4 16 33 36 45,45,1
gaussian_naive_bayes,8053,2011,32,1,,9 25 34 38 44 49,2 14 16 27 35 44,44,1
gaussian_naive_bayes,8054,2011,32,2,,1 2 9 25 45 49,5 7 24 25 27 36,25,1
gaussian_naive_bayes,8055,2011,33,1,,1 2 9 25 45 49,12 21 26 35 40 46,,0
gaussian_naive_bayes,8056,2011,33,2,,1 2 9 25 45 49,1 5 7 18 27 40,1,1
gaussian_naive_bayes,8057,2011,34,1,,4 21 25 44 45 49,4 13 19 30 33 44,4 44,2
gaussian_naive_bayes,8058,2011,34,2,,2 9 21 25 45 49,11 35 41 43 46 49,49,1
gaussian_naive_bayes,8059,2011,35,1,,1 21 25 30 45 49,1 4 16 20 24 41,1,1
gaussian_naive_bayes,8060,2011,35,2,,2 21 22 25 45 49,9 18 29 34 38 43,,0
gaussian_naive_bayes,8061,2011,36,1,,21 25 30 34 45 49,17 22 31 34 42 47,34,1
gaussian_naive_bayes,8062,2011,36,2,,9 21 25 34 45 49,10 15 29 37 46 48,,0
gaussian_naive_bayes,8063,2011,37,1,,9 21 34 38 48 49,5 7 9 11 30 33,9,1
gaussian_naive_bayes,8064,2011,37,2,,9 22 34 38 48 49,7 12 26 33 39 49,49,1
gaussian_naive_bayes,8065,2011,38,1,,22 34 38 47 48 49,2 12 14 38 44 49,38 49,2
gaussian_naive_bayes,8066,2011,38,2,,2 9 22 34 38 48,24 35 38 39 41 43,38,1
gaussian_naive_bayes,8067,2011,39,1,,9 11 22 34 46 48,8 9 37 40 44 48,9 48,2
gaussian_naive_bayes,8068,2011,39,2,,1 2 22 34 46 48,5 7 15 22 24 33,22,1
gaussian_naive_bayes,8069,2011,40,1,,1 30 34 37 48 49,9 12 18 39 40 43,,0
gaussian_naive_bayes,8070,2011,40,2,,2 34 37 38 48 49,4 6 14 31 41 42,,0
gaussian_naive_bayes,8071,2011,41,1,,22 34 37 38 48 49,2 12 14 30 34 42,34,1
gaussian_naive_bayes,8072,2011,41,2,,2 22 34 37 48 49,4 9 18 33 41 47,,0
gaussian_naive_bayes,8073,2011,42,1,,22 34 37 38 48 49,12 27 30 39 41 49,49,1
gaussian_naive_bayes,8074,2011,42,2,,2 22 34 37 38 48,16 17 21 24 28 40,,0
gaussian_naive_bayes,8075,2011,43,1,,22 34 37 38 44 48,3 4 8 9 24 33,,0
gaussian_naive_bayes,8076,2011,43,2,,2 22 34 44 48 49,4 12 15 27 35 46,,0
