plan_id,status,strategy_type,combination_count,cost_eur,cost_text,saved_after_draw_date,saved_after_draw_numbers,v95_status,real_result_rows,best_hit_count_max,best_hit_count_average,rows_with_3_plus_rate_percent,rows_with_4_plus_rate_percent,latest_result_date,latest_verdict_bg,next_status_bg
v94_active_20260623T163844Z0000,ACTIVE,Хибрид,11,9.9,9.90,2026-06-21,"6, 13, 16, 19, 42, 44",WAITING_NEXT_DRAW,1,1,1,0.0,0.0,2026-06-25,Под историческия профил,Историята има реални резултати. След следващ тираж ще се добави нов ред.
