model,event_index,year,draw_number,drawing_no,predicted_top6,actual_numbers,matched_numbers,hit_count
frequency_baseline,8960,2015,101,1,4 44 49 21 1 11,12 17 25 31 34 40,,0
frequency_baseline,8961,2015,102,1,4 44 49 21 1 11,3 17 18 20 31 32,,0
frequency_baseline,8962,2015,103,1,4 44 49 21 1 11,6 11 14 19 32 39,11,1
frequency_baseline,8963,2015,104,1,4 44 49 21 11 1,2 19 21 38 45 46,21,1
frequency_baseline,8964,2015,105,1,4 44 49 21 11 1,10 15 20 24 39 40,,0
frequency_baseline,8965,2015,106,1,4 44 49 21 11 1,3 4 8 14 27 45,4,1
frequency_baseline,8966,2016,1,1,4 44 49 21 11 1,1 5 14 30 34 48,1,1
frequency_baseline,8967,2016,2,1,4 44 49 21 1 11,8 14 22 24 26 33,,0
frequency_baseline,8968,2016,3,1,4 44 49 21 1 11,3 4 18 24 28 29,4,1
frequency_baseline,8969,2016,4,1,4 44 49 21 1 11,6 16 22 31 37 41,,0
frequency_baseline,8970,2016,5,1,4 44 49 21 1 6,9 11 20 35 37 48,,0
frequency_baseline,8971,2016,6,1,4 44 49 21 11 1,10 12 16 19 29 48,,0
frequency_baseline,8972,2016,7,1,4 44 49 21 11 48,1 7 12 17 28 46,,0
frequency_baseline,8973,2016,8,1,4 44 49 21 1 11,8 15 16 23 31 48,,0
frequency_baseline,8974,2016,9,1,4 44 49 21 48 1,4 7 14 16 40 45,4,1
frequency_baseline,8975,2016,10,1,4 44 49 21 48 1,8 18 22 41 44 46,44,1
frequency_baseline,8976,2016,11,1,4 44 49 21 48 1,1 23 26 36 45 46,1,1
frequency_baseline,8977,2016,12,1,4 44 49 21 1 48,1 4 5 9 27 37,1 4,2
frequency_baseline,8978,2016,13,1,4 44 49 21 1 48,6 7 18 39 43 45,,0
frequency_baseline,8979,2016,14,1,4 44 49 21 1 48,2 19 22 30 32 42,,0
frequency_baseline,8980,2016,15,1,4 44 49 21 1 48,3 4 16 20 24 27,4,1
frequency_baseline,8981,2016,16,1,4 44 49 21 1 48,5 15 29 46 47 48,48,1
frequency_baseline,8982,2016,17,1,4 44 49 21 1 48,6 13 18 22 38 44,44,1
frequency_baseline,8983,2016,18,1,4 44 49 21 1 48,8 13 18 25 26 47,,0
frequency_baseline,8984,2016,19,1,4 44 49 21 1 48,16 17 23 32 34 44,44,1
frequency_baseline,8985,2016,20,1,4 44 49 21 1 48,2 4 23 43 45 47,4,1
frequency_baseline,8986,2016,21,1,4 44 49 21 1 48,28 30 36 39 42 44,44,1
frequency_baseline,8987,2016,22,1,4 44 49 21 1 48,2 4 5 11 22 27,4,1
frequency_baseline,8988,2016,23,1,4 44 49 21 1 48,2 6 11 24 35 48,48,1
frequency_baseline,8989,2016,24,1,4 44 49 21 48 1,8 25 34 45 46 49,49,1
frequency_baseline,8990,2016,25,1,4 44 49 21 48 1,15 19 21 37 42 44,21 44,2
frequency_baseline,8991,2016,26,1,4 44 49 21 48 1,8 14 20 22 25 36,,0
frequency_baseline,8992,2016,27,1,4 44 49 21 48 1,6 21 23 29 35 36,21,1
frequency_baseline,8993,2016,28,1,4 44 21 49 6 48,9 14 17 18 38 44,44,1
frequency_baseline,8994,2016,29,1,4 44 21 49 6 48,15 17 21 39 44 47,21 44,2
frequency_baseline,8995,2016,30,1,4 44 21 49 6 48,16 20 36 46 48 49,48 49,2
frequency_baseline,8996,2016,31,1,4 44 21 49 48 6,3 16 18 22 36 44,44,1
frequency_baseline,8997,2016,32,1,4 44 21 49 48 6,1 4 12 35 44 46,4 44,2
frequency_baseline,8998,2016,33,1,4 44 21 49 48 1,4 18 21 22 41 48,4 21 48,3
frequency_baseline,8999,2016,34,1,4 44 21 49 48 1,3 21 26 32 33 44,21 44,2
frequency_baseline,9000,2016,35,1,4 44 21 49 48 1,14 16 26 29 38 47,,0
frequency_baseline,9001,2016,36,1,4 44 21 49 48 1,5 10 16 21 43 45,21,1
frequency_baseline,9002,2016,37,1,4 44 21 49 48 1,3 25 26 35 42 45,,0
frequency_baseline,9003,2016,38,1,4 44 21 49 48 1,1 6 15 20 28 44,1 44,2
frequency_baseline,9004,2016,39,1,4 44 21 49 48 1,1 9 33 42 45 47,1,1
frequency_baseline,9005,2016,40,1,4 44 21 49 1 48,6 12 25 29 35 39,,0
frequency_baseline,9006,2016,41,1,4 44 21 49 1 6,24 26 28 33 42 49,49,1
frequency_baseline,9007,2016,42,1,4 44 21 49 1 6,3 7 25 27 31 48,,0
frequency_baseline,9008,2016,43,1,4 44 21 49 48 1,1 9 10 26 28 46,1,1
frequency_baseline,9009,2016,44,1,4 44 21 49 1 48,10 19 21 36 48 49,21 48 49,3
frequency_baseline,9010,2016,45,1,4 44 21 49 48 1,3 16 21 30 33 40,21,1
frequency_baseline,9011,2016,46,1,4 44 21 49 48 1,2 14 22 28 37 42,,0
frequency_baseline,9012,2016,47,1,4 44 21 49 48 1,1 17 20 22 39 49,1 49,2
frequency_baseline,9013,2016,48,1,4 44 21 49 1 48,2 17 31 40 47 49,49,1
frequency_baseline,9014,2016,49,1,4 44 21 49 1 48,6 29 32 36 37 38,,0
frequency_baseline,9015,2016,50,1,4 44 21 49 1 48,18 33 35 36 37 44,44,1
frequency_baseline,9016,2016,51,1,4 44 21 49 1 48,2 5 7 12 19 35,,0
frequency_baseline,9017,2016,52,1,4 44 21 49 1 48,3 8 12 19 29 48,48,1
frequency_baseline,9018,2016,53,1,4 44 21 49 48 1,29 37 39 44 47 49,44 49,2
frequency_baseline,9019,2016,54,1,4 44 21 49 48 1,9 29 33 39 40 44,44,1
frequency_baseline,9020,2016,55,1,4 44 21 49 48 1,4 14 18 20 22 44,4 44,2
frequency_baseline,9021,2016,56,1,4 44 21 49 48 1,9 15 20 28 34 42,,0
frequency_baseline,9022,2016,57,1,4 44 21 49 48 1,6 7 21 33 39 49,21 49,2
frequency_baseline,9023,2016,58,1,4 44 21 49 48 1,24 29 31 33 43 45,,0
frequency_baseline,9024,2016,59,1,4 44 21 49 48 1,14 16 18 20 33 45,,0
frequency_baseline,9025,2016,60,1,4 44 21 49 48 1,4 16 17 19 37 44,4 44,2
frequency_baseline,9026,2016,61,1,4 44 21 49 48 1,8 10 12 17 19 33,,0
frequency_baseline,9027,2016,62,1,4 44 21 49 48 1,12 29 43 44 45 47,44,1
frequency_baseline,9028,2016,63,1,4 44 21 49 48 1,8 15 23 27 46 47,,0
frequency_baseline,9029,2016,64,1,4 44 21 49 48 1,5 11 14 19 27 28,,0
frequency_baseline,9030,2016,65,1,4 44 21 49 48 1,7 9 36 42 43 48,48,1
frequency_baseline,9031,2016,66,1,4 44 21 49 48 1,4 7 11 16 19 29,4,1
frequency_baseline,9032,2016,67,1,4 44 21 49 48 1,24 26 30 46 47 49,49,1
frequency_baseline,9033,2016,68,1,4 44 49 21 48 1,3 14 17 20 35 41,,0
frequency_baseline,9034,2016,69,1,4 44 49 21 48 1,1 13 18 29 38 42,1,1
frequency_baseline,9035,2016,70,1,4 44 49 21 48 1,12 20 29 31 39 47,,0
frequency_baseline,9036,2016,71,1,4 44 49 21 48 1,17 22 23 35 40 47,,0
frequency_baseline,9037,2016,72,1,4 44 49 21 48 1,16 17 21 24 31 33,21,1
frequency_baseline,9038,2016,73,1,4 44 21 49 48 1,13 23 29 30 36 49,49,1
frequency_baseline,9039,2016,74,1,4 44 49 21 48 1,3 9 24 29 31 47,,0
frequency_baseline,9040,2016,75,1,4 44 49 21 48 1,4 8 13 15 29 41,4,1
frequency_baseline,9041,2016,76,1,4 44 49 21 48 1,4 28 34 46 47 48,4 48,2
frequency_baseline,9042,2016,77,1,4 44 49 21 48 1,1 11 30 31 33 34,1,1
frequency_baseline,9043,2016,78,1,4 44 49 21 48 1,8 10 12 13 17 34,,0
frequency_baseline,9044,2016,79,1,4 44 49 21 48 1,4 6 19 31 32 43,4,1
frequency_baseline,9045,2016,80,1,4 44 49 21 48 1,4 6 16 23 28 38,4,1
frequency_baseline,9046,2016,81,1,4 44 49 21 48 1,4 24 25 29 34 49,4 49,2
frequency_baseline,9047,2016,82,1,4 44 49 21 48 1,1 17 22 23 33 47,1,1
frequency_baseline,9048,2016,83,1,4 44 49 21 1 48,4 5 17 23 27 33,4,1
frequency_baseline,9049,2016,84,1,4 44 49 21 1 48,23 25 38 41 46 49,49,1
frequency_baseline,9050,2016,85,1,4 44 49 21 1 48,6 8 24 36 37 47,,0
frequency_baseline,9051,2016,86,1,4 44 49 21 1 6,4 15 19 21 22 36,4 21,2
frequency_baseline,9052,2016,87,1,4 44 49 21 1 6,3 6 9 17 21 37,6 21,2
frequency_baseline,9053,2016,88,1,4 44 49 21 6 1,3 6 11 16 24 26,6,1
frequency_baseline,9054,2016,89,1,4 44 49 21 6 1,22 33 35 36 42 45,,0
frequency_baseline,9055,2016,90,1,4 44 49 21 6 1,6 14 20 31 32 49,6 49,2
frequency_baseline,9056,2016,91,1,4 44 49 21 6 1,6 11 29 33 42 48,6,1
frequency_baseline,9057,2016,92,1,4 44 49 21 6 48,7 17 26 32 33 47,,0
frequency_baseline,9058,2016,93,1,4 44 49 21 6 48,6 9 15 30 34 47,6,1
frequency_baseline,9059,2016,94,1,4 44 49 6 21 48,4 17 28 30 46 49,4 49,2
frequency_baseline,9060,2016,95,1,4 44 49 6 21 48,5 18 23 35 36 46,,0
frequency_baseline,9061,2016,96,1,4 44 49 6 21 48,3 4 14 27 43 46,4,1
frequency_baseline,9062,2016,97,1,4 44 49 6 21 48,9 17 27 33 35 42,,0
frequency_baseline,9063,2016,98,1,4 44 49 6 21 48,12 26 29 34 35 41,,0
frequency_baseline,9064,2016,99,1,4 44 49 6 21 48,4 22 28 32 37 47,4,1
frequency_baseline,9065,2016,100,1,4 44 49 6 21 48,1 14 20 29 36 45,,0
frequency_baseline,9066,2016,101,1,4 44 49 6 21 1,4 13 15 16 29 44,4 44,2
frequency_baseline,9067,2016,102,1,4 44 49 6 21 1,5 9 10 21 34 41,21,1
frequency_baseline,9068,2016,103,1,4 44 49 21 6 1,4 17 20 22 27 32,4,1
frequency_baseline,9069,2016,104,1,4 44 49 21 6 1,20 22 25 29 33 44,44,1
frequency_baseline,9070,2017,1,1,4 44 49 21 6 1,8 12 16 23 25 41,,0
frequency_baseline,9071,2017,2,1,4 44 49 21 6 1,17 23 28 33 35 47,,0
frequency_baseline,9072,2017,3,1,4 44 49 21 6 1,11 14 16 42 47 48,,0
frequency_baseline,9073,2017,4,1,4 44 49 21 6 48,13 18 22 31 44 49,44 49,2
frequency_baseline,9074,2017,5,1,4 44 49 21 6 48,6 9 19 34 47 49,6 49,2
frequency_baseline,9075,2017,6,1,4 44 49 6 21 48,2 13 16 17 18 43,,0
frequency_baseline,9076,2017,7,1,4 44 49 6 21 48,13 27 32 33 43 49,49,1
frequency_baseline,9077,2017,8,1,4 44 49 6 21 48,3 6 27 29 30 40,6,1
frequency_baseline,9078,2017,9,1,4 44 49 6 21 48,14 18 19 24 30 44,44,1
frequency_baseline,9079,2017,10,1,4 44 49 6 21 48,5 13 21 27 28 32,21,1
frequency_baseline,9080,2017,11,1,4 44 49 6 21 48,11 16 18 35 38 49,49,1
frequency_baseline,9081,2017,12,1,4 44 49 6 21 48,6 19 33 34 36 49,6 49,2
frequency_baseline,9082,2017,13,1,4 44 49 6 21 48,7 18 23 31 35 37,,0
frequency_baseline,9083,2017,14,1,4 44 49 6 21 48,8 17 29 31 34 37,,0
frequency_baseline,9084,2017,15,1,4 44 49 6 21 48,5 20 28 30 33 49,49,1
frequency_baseline,9085,2017,16,1,4 44 49 6 21 48,15 19 31 33 40 42,,0
frequency_baseline,9086,2017,17,1,4 44 49 6 21 48,1 7 24 33 45 48,48,1
frequency_baseline,9087,2017,18,1,4 44 49 6 21 48,1 3 5 12 37 44,44,1
frequency_baseline,9088,2017,19,1,4 44 49 6 21 1,1 5 10 20 32 39,1,1
frequency_baseline,9089,2017,20,1,4 44 49 6 21 1,11 14 15 16 44 47,44,1
frequency_baseline,9090,2017,21,1,4 44 49 6 21 1,1 7 19 23 28 32,1,1
frequency_baseline,9091,2017,22,1,4 44 49 6 21 1,8 13 24 35 39 45,,0
frequency_baseline,9092,2017,23,1,4 44 49 6 21 1,2 3 11 13 44 45,44,1
frequency_baseline,9093,2017,24,1,4 44 49 6 21 1,17 22 25 26 46 49,49,1
frequency_baseline,9094,2017,25,1,4 44 49 6 21 1,5 10 12 28 31 32,,0
frequency_baseline,9095,2017,26,1,4 44 49 6 21 1,15 32 41 43 44 48,44,1
frequency_baseline,9096,2017,27,1,4 44 49 6 21 1,6 13 21 35 36 45,6 21,2
frequency_baseline,9097,2017,28,1,4 44 49 6 21 1,1 2 17 34 43 44,1 44,2
frequency_baseline,9098,2017,29,1,4 44 49 6 21 1,10 17 19 25 33 46,,0
frequency_baseline,9099,2017,30,1,4 44 49 6 21 1,7 10 22 24 33 39,,0
frequency_baseline,9100,2017,31,1,4 44 49 6 21 1,4 10 15 26 45 49,4 49,2
frequency_baseline,9101,2017,32,1,4 44 49 6 21 1,1 6 18 29 36 42,1 6,2
frequency_baseline,9102,2017,33,1,4 44 49 6 21 1,8 10 16 21 26 42,21,1
frequency_baseline,9103,2017,34,1,4 44 49 6 21 1,3 5 12 26 29 47,,0
frequency_baseline,9104,2017,35,1,4 44 49 6 21 1,12 18 21 46 47 48,21,1
frequency_baseline,9105,2017,36,1,4 44 49 6 21 1,3 5 15 25 37 45,,0
frequency_baseline,9106,2017,37,1,4 44 49 6 21 1,3 5 8 21 39 45,21,1
frequency_baseline,9107,2017,38,1,4 44 49 21 6 1,13 23 25 28 37 44,44,1
frequency_baseline,9108,2017,39,1,4 44 49 21 6 1,8 10 12 31 44 49,44 49,2
frequency_baseline,9109,2017,40,1,4 44 49 21 6 1,6 12 15 30 45 47,6,1
frequency_baseline,9110,2017,41,1,4 44 49 6 21 1,9 18 21 22 36 41,21,1
frequency_baseline,9111,2017,42,1,4 44 49 21 6 1,8 9 16 31 40 45,,0
frequency_baseline,9112,2017,43,1,4 44 49 21 6 1,1 7 9 17 34 35,1,1
frequency_baseline,9113,2017,44,1,4 44 49 21 6 1,13 21 23 38 41 46,21,1
frequency_baseline,9114,2017,45,1,4 44 49 21 6 1,4 8 11 20 26 27,4,1
frequency_baseline,9115,2017,46,1,4 44 49 21 6 1,11 20 28 35 40 44,44,1
frequency_baseline,9116,2017,47,1,4 44 49 21 6 1,15 16 18 19 21 39,21,1
frequency_baseline,9117,2017,48,1,4 44 49 21 6 1,8 10 16 32 42 47,,0
frequency_baseline,9118,2017,49,1,4 44 49 21 6 1,18 24 27 31 38 40,,0
frequency_baseline,9119,2017,50,1,4 44 49 21 6 1,12 22 24 25 34 48,,0
frequency_baseline,9120,2017,51,1,4 44 49 21 6 1,24 31 37 41 45 49,49,1
frequency_baseline,9121,2017,52,1,4 44 49 21 6 1,13 19 22 36 40 43,,0
frequency_baseline,9122,2017,53,1,4 44 49 21 6 1,3 5 22 38 45 46,,0
frequency_baseline,9123,2017,54,1,4 44 49 21 6 1,4 9 18 31 34 38,4,1
frequency_baseline,9124,2017,55,1,4 44 49 21 6 1,7 9 21 35 38 41,21,1
frequency_baseline,9125,2017,56,1,4 44 49 21 6 1,6 7 9 22 24 40,6,1
frequency_baseline,9126,2017,57,1,4 44 49 21 6 1,1 9 19 25 28 34,1,1
frequency_baseline,9127,2017,58,1,4 44 49 21 6 1,6 8 39 42 47 49,6 49,2
frequency_baseline,9128,2017,59,1,4 44 49 21 6 1,2 6 29 34 41 47,6,1
frequency_baseline,9129,2017,60,1,4 44 49 21 6 1,9 21 24 30 39 46,21,1
frequency_baseline,9130,2017,61,1,4 44 49 21 6 1,16 17 32 33 45 46,,0
frequency_baseline,9131,2017,62,1,4 44 49 21 6 1,1 9 14 21 34 46,1 21,2
frequency_baseline,9132,2017,63,1,4 44 49 21 6 1,2 4 31 36 38 46,4,1
frequency_baseline,9133,2017,64,1,4 44 49 21 6 1,4 22 25 26 39 41,4,1
frequency_baseline,9134,2017,65,1,4 44 49 21 6 1,6 7 18 26 29 39,6,1
frequency_baseline,9135,2017,66,1,4 44 49 21 6 1,1 9 31 33 41 49,1 49,2
frequency_baseline,9136,2017,67,1,4 44 49 21 6 1,5 6 7 12 15 46,6,1
frequency_baseline,9137,2017,68,1,4 44 49 21 6 1,9 20 28 32 34 43,,0
frequency_baseline,9138,2017,69,1,4 44 49 21 6 1,11 15 17 22 23 40,,0
frequency_baseline,9139,2017,70,1,4 44 49 21 6 1,11 22 24 28 34 46,,0
frequency_baseline,9140,2017,71,1,4 44 49 21 6 1,1 11 16 21 25 30,1 21,2
frequency_baseline,9141,2017,72,1,4 44 49 21 6 1,3 4 13 30 45 47,4,1
frequency_baseline,9142,2017,73,1,4 44 49 21 6 1,4 9 20 22 24 27,4,1
frequency_baseline,9143,2017,74,1,4 44 49 21 6 1,5 14 21 22 23 48,21,1
frequency_baseline,9144,2017,75,1,4 44 49 21 6 1,11 12 17 19 42 46,,0
frequency_baseline,9145,2017,76,1,4 44 49 21 6 1,18 25 32 35 36 47,,0
frequency_baseline,9146,2017,77,1,4 44 49 21 6 1,20 22 25 27 30 48,,0
frequency_baseline,9147,2017,78,1,4 44 49 21 6 1,13 18 25 39 48 49,49,1
frequency_baseline,9148,2017,79,1,4 44 49 21 6 1,22 23 27 35 36 42,,0
frequency_baseline,9149,2017,80,1,4 44 49 21 6 1,3 4 8 14 15 36,4,1
frequency_baseline,9150,2017,81,1,4 44 49 21 6 1,7 11 39 45 46 49,49,1
frequency_baseline,9151,2017,82,1,4 44 49 21 6 1,16 38 39 40 42 43,,0
frequency_baseline,9152,2017,83,1,4 44 49 21 6 1,9 13 18 34 48 49,49,1
frequency_baseline,9153,2017,84,1,4 44 49 21 6 1,3 24 25 26 28 35,,0
frequency_baseline,9154,2017,85,1,4 44 49 21 6 1,8 16 25 31 36 46,,0
frequency_baseline,9155,2017,86,1,4 44 49 21 6 1,4 7 12 13 24 33,4,1
frequency_baseline,9156,2017,87,1,4 44 49 21 6 1,22 26 35 37 41 43,,0
frequency_baseline,9157,2017,88,1,4 44 49 21 6 1,5 7 15 21 28 37,21,1
frequency_baseline,9158,2017,89,1,4 44 49 21 6 1,12 26 32 33 35 37,,0
frequency_baseline,9159,2017,90,1,4 44 49 21 6 1,2 21 22 23 29 39,21,1
frequency_baseline,9160,2017,91,1,4 44 49 21 6 1,15 39 40 43 47 48,,0
frequency_baseline,9161,2017,92,1,4 44 49 21 6 1,8 11 12 23 31 49,49,1
frequency_baseline,9162,2017,93,1,4 44 49 21 6 1,7 9 11 45 48 49,49,1
frequency_baseline,9163,2017,94,1,4 49 44 21 6 1,23 28 33 36 40 46,,0
frequency_baseline,9164,2017,95,1,4 49 44 21 6 1,5 6 9 20 34 35,6,1
frequency_baseline,9165,2017,96,1,4 49 44 21 6 1,10 14 17 33 35 37,,0
frequency_baseline,9166,2017,97,1,4 49 44 21 6 1,2 3 7 23 34 37,,0
frequency_baseline,9167,2017,98,1,4 49 44 21 6 1,2 3 20 34 36 38,,0
frequency_baseline,9168,2017,99,1,4 49 44 21 6 1,1 9 11 32 37 41,1,1
frequency_baseline,9169,2017,100,1,4 49 44 21 6 1,2 9 15 25 36 45,,0
frequency_baseline,9170,2017,101,1,4 49 44 21 6 1,2 6 17 35 37 41,6,1
frequency_baseline,9171,2017,102,1,4 49 44 21 6 1,7 13 27 37 40 41,,0
frequency_baseline,9172,2017,103,1,4 49 44 21 6 1,13 14 20 21 26 35,21,1
frequency_baseline,9173,2017,104,1,4 49 44 21 6 1,2 7 17 19 23 27,,0
frequency_baseline,9174,2018,1,1,4 49 44 21 6 1,5 10 11 35 40 41,,0
frequency_baseline,9175,2018,2,1,4 49 44 21 6 1,3 8 15 23 25 31,,0
frequency_baseline,9176,2018,3,1,4 49 44 21 6 1,15 18 26 41 44 47,44,1
frequency_baseline,9177,2018,4,1,4 44 49 21 6 1,1 13 17 31 35 46,1,1
frequency_baseline,9178,2018,5,1,4 44 49 21 6 1,4 26 32 33 44 48,4 44,2
frequency_baseline,9179,2018,6,1,4 44 49 21 6 1,12 22 26 31 42 47,,0
frequency_baseline,9180,2018,7,1,4 44 49 21 6 1,3 8 9 20 39 43,,0
frequency_baseline,9181,2018,8,1,4 44 49 21 6 1,28 29 32 38 39 48,,0
frequency_baseline,9182,2018,9,1,4 44 49 21 6 1,4 6 17 22 38 48,4 6,2
frequency_baseline,9183,2018,10,1,4 44 49 21 6 48,3 4 5 13 23 25,4,1
frequency_baseline,9184,2018,11,1,4 44 49 21 6 48,9 12 34 35 36 38,,0
frequency_baseline,9185,2018,12,1,4 44 49 21 6 48,4 8 14 24 37 41,4,1
frequency_baseline,9186,2018,13,1,4 44 49 21 6 48,12 17 19 34 40 45,,0
frequency_baseline,9187,2018,14,1,4 44 49 21 6 48,5 11 22 29 36 40,,0
frequency_baseline,9188,2018,15,1,4 44 49 21 6 48,10 18 20 21 33 44,21 44,2
frequency_baseline,9189,2018,16,1,4 44 49 21 6 48,14 37 38 42 44 47,44,1
frequency_baseline,9190,2018,17,1,4 44 49 21 6 48,2 4 17 31 37 48,4 48,2
frequency_baseline,9191,2018,18,1,4 44 49 21 6 48,3 4 16 32 39 45,4,1
frequency_baseline,9192,2018,19,1,4 44 49 21 6 48,2 16 25 26 47 48,48,1
frequency_baseline,9193,2018,20,1,4 44 49 21 6 48,6 7 14 19 30 49,6 49,2
frequency_baseline,9194,2018,21,1,4 44 49 21 6 48,7 14 18 22 31 47,,0
frequency_baseline,9195,2018,22,1,4 44 49 21 6 48,11 20 21 35 39 44,21 44,2
frequency_baseline,9196,2018,23,1,4 44 49 21 6 48,4 8 17 31 42 47,4,1
frequency_baseline,9197,2018,24,1,4 44 49 21 6 48,6 11 24 30 38 45,6,1
frequency_baseline,9198,2018,25,1,4 44 49 21 6 48,1 3 4 17 35 46,4,1
frequency_baseline,9199,2018,26,1,4 44 49 21 6 48,4 14 16 30 45 49,4 49,2
frequency_baseline,9200,2018,27,1,4 44 49 21 6 48,2 16 33 37 38 48,48,1
frequency_baseline,9201,2018,28,1,4 44 49 21 6 48,5 27 35 39 45 46,,0
frequency_baseline,9202,2018,29,1,4 44 49 21 6 48,13 14 22 28 32 36,,0
frequency_baseline,9203,2018,30,1,4 44 49 21 6 48,3 9 15 21 30 33,21,1
frequency_baseline,9204,2018,31,1,4 44 49 21 6 48,15 16 32 34 37 44,44,1
frequency_baseline,9205,2018,32,1,4 44 49 21 6 48,8 12 16 22 24 30,,0
frequency_baseline,9206,2018,33,1,4 44 49 21 6 48,10 13 21 34 39 48,21 48,2
frequency_baseline,9207,2018,34,1,4 44 49 21 6 48,10 11 16 18 20 44,44,1
frequency_baseline,9208,2018,35,1,4 44 49 21 6 48,3 11 15 20 32 35,,0
frequency_baseline,9209,2018,36,1,4 44 49 21 6 48,2 12 21 22 34 36,21,1
frequency_baseline,9210,2018,37,1,4 44 21 49 6 48,19 29 31 32 36 38,,0
frequency_baseline,9211,2018,38,1,4 44 21 49 6 48,3 5 13 16 32 39,,0
frequency_baseline,9212,2018,39,1,4 44 21 49 6 48,6 16 19 23 26 30,6,1
frequency_baseline,9213,2018,40,1,4 44 21 49 6 48,19 23 24 38 39 42,,0
frequency_baseline,9214,2018,41,1,4 44 21 49 6 48,18 28 29 31 41 45,,0
frequency_baseline,9215,2018,42,1,4 44 21 49 6 48,5 13 20 37 39 46,,0
frequency_baseline,9216,2018,43,1,4 44 21 49 6 48,14 16 23 28 33 46,,0
frequency_baseline,9217,2018,44,1,4 44 21 49 6 48,6 12 16 32 38 43,6,1
frequency_baseline,9218,2018,45,1,4 44 21 49 6 48,6 14 20 25 40 48,6 48,2
frequency_baseline,9219,2018,46,1,4 44 21 49 6 48,15 30 35 40 41 43,,0
frequency_baseline,9220,2018,47,1,4 44 21 49 6 48,1 3 11 27 33 40,,0
frequency_baseline,9221,2018,48,1,4 44 21 49 6 48,11 15 28 30 31 44,44,1
frequency_baseline,9222,2018,49,1,4 44 21 49 6 48,1 3 15 19 29 45,,0
frequency_baseline,9223,2018,50,1,4 44 21 49 6 48,3 11 16 17 22 38,,0
frequency_baseline,9224,2018,51,1,4 44 21 49 6 11,8 20 28 29 46 47,,0
frequency_baseline,9225,2018,52,1,4 44 21 49 6 11,3 12 22 30 36 43,,0
frequency_baseline,9226,2018,53,1,4 44 21 49 6 11,4 18 20 27 39 47,4,1
frequency_baseline,9227,2018,54,1,4 44 21 49 6 11,5 17 35 41 44 46,44,1
frequency_baseline,9228,2018,55,1,4 44 21 49 6 11,2 11 15 23 35 39,11,1
frequency_baseline,9229,2018,56,1,4 44 21 49 6 11,6 15 20 21 32 41,6 21,2
frequency_baseline,9230,2018,57,1,4 44 21 49 6 11,2 11 18 22 23 26,11,1
frequency_baseline,9231,2018,58,1,4 44 21 49 6 11,5 24 31 43 44 49,44 49,2
frequency_baseline,9232,2018,59,1,4 44 21 49 6 11,6 23 34 37 38 45,6,1
frequency_baseline,9233,2018,60,1,4 44 21 49 6 11,3 20 23 28 34 48,,0
frequency_baseline,9234,2018,61,1,4 44 21 49 6 11,5 9 18 24 31 34,,0
frequency_baseline,9235,2018,62,1,4 44 21 49 6 11,10 27 31 34 36 47,,0
frequency_baseline,9236,2018,63,1,4 44 21 49 6 11,14 17 18 23 32 46,,0
frequency_baseline,9237,2018,64,1,4 44 21 49 6 11,6 29 31 33 34 45,6,1
frequency_baseline,9238,2018,65,1,4 44 21 49 6 11,7 11 23 38 42 43,11,1
frequency_baseline,9239,2018,66,1,4 44 21 49 6 11,5 8 13 16 28 29,,0
frequency_baseline,9240,2018,67,1,4 44 21 49 6 11,3 9 15 32 39 43,,0
frequency_baseline,9241,2018,68,1,4 44 21 49 6 11,3 26 33 42 43 45,,0
frequency_baseline,9242,2018,69,1,4 44 21 49 6 11,5 8 11 12 33 41,11,1
frequency_baseline,9243,2018,70,1,4 44 21 49 6 11,1 12 13 26 34 39,,0
frequency_baseline,9244,2018,71,1,4 44 21 49 6 11,11 21 32 41 42 43,11 21,2
frequency_baseline,9245,2018,72,1,4 44 21 49 6 11,2 14 24 29 32 34,,0
frequency_baseline,9246,2018,73,1,4 44 21 49 6 11,2 8 9 25 39 46,,0
frequency_baseline,9247,2018,74,1,4 44 21 49 6 11,12 14 21 27 43 49,21 49,2
frequency_baseline,9248,2018,75,1,4 44 21 49 6 11,2 12 30 36 39 47,,0
frequency_baseline,9249,2018,76,1,4 44 21 49 6 11,5 8 21 39 41 42,21,1
frequency_baseline,9250,2018,77,1,4 44 21 49 6 11,2 8 12 21 28 35,21,1
frequency_baseline,9251,2018,78,1,4 44 21 49 6 11,6 11 19 23 28 29,6 11,2
frequency_baseline,9252,2018,79,1,4 44 21 49 6 11,3 4 8 12 13 33,4,1
frequency_baseline,9253,2018,80,1,4 44 21 49 6 11,12 15 32 38 44 46,44,1
frequency_baseline,9254,2018,81,1,4 44 21 49 6 11,14 20 26 29 41 43,,0
frequency_baseline,9255,2018,82,1,4 44 21 49 6 11,17 18 26 41 42 44,44,1
frequency_baseline,9256,2018,83,1,4 44 21 49 6 11,2 14 15 19 26 29,,0
frequency_baseline,9257,2018,84,1,4 44 21 49 6 11,13 30 33 34 36 46,,0
frequency_baseline,9258,2018,85,1,4 44 21 49 6 11,1 5 9 12 44 48,44,1
frequency_baseline,9259,2018,86,1,4 44 21 49 6 11,12 16 17 23 38 43,,0
frequency_baseline,9260,2018,87,1,4 44 21 49 6 11,3 25 27 31 34 49,49,1
frequency_baseline,9261,2018,88,1,4 44 21 49 6 11,6 9 35 36 37 44,6 44,2
frequency_baseline,9262,2018,89,1,4 44 21 49 6 11,2 9 14 15 38 41,,0
