number_a,number_b,r_pair_count,r_pair_score
48,49,133.0,0.5616438356164384
5,34,133.0,0.5616438356164384
5,37,133.0,0.5616438356164384
5,7,133.0,0.5616438356164384
6,21,133.0,0.5616438356164384
7,10,133.0,0.5616438356164384
7,30,133.0,0.5616438356164384
8,35,133.0,0.5616438356164384
8,41,133.0,0.5616438356164384
9,19,133.0,0.5616438356164384
9,29,133.0,0.5616438356164384
9,46,133.0,0.5616438356164384
1,46,132.0,0.547945205479452
1,7,132.0,0.547945205479452
12,29,132.0,0.547945205479452
12,35,132.0,0.547945205479452
13,32,132.0,0.547945205479452
13,35,132.0,0.547945205479452
15,28,132.0,0.547945205479452
15,45,132.0,0.547945205479452
17,19,132.0,0.547945205479452
17,22,132.0,0.547945205479452
17,48,132.0,0.547945205479452
18,36,132.0,0.547945205479452
19,44,132.0,0.547945205479452
2,12,132.0,0.547945205479452
21,28,132.0,0.547945205479452
22,32,132.0,0.547945205479452
24,48,132.0,0.547945205479452
25,26,132.0,0.547945205479452
25,44,132.0,0.547945205479452
26,40,132.0,0.547945205479452
26,46,132.0,0.547945205479452
29,36,132.0,0.547945205479452
29,40,132.0,0.547945205479452
29,44,132.0,0.547945205479452
30,43,132.0,0.547945205479452
31,34,132.0,0.547945205479452
32,38,132.0,0.547945205479452
33,43,132.0,0.547945205479452
36,45,132.0,0.547945205479452
39,40,132.0,0.547945205479452
4,38,132.0,0.547945205479452
6,19,132.0,0.547945205479452
6,29,132.0,0.547945205479452
6,47,132.0,0.547945205479452
7,44,132.0,0.547945205479452
8,22,132.0,0.547945205479452
9,10,132.0,0.547945205479452
9,11,132.0,0.547945205479452
9,13,132.0,0.547945205479452
9,30,132.0,0.547945205479452
1,48,131.0,0.5342465753424658
10,39,131.0,0.5342465753424658
12,14,131.0,0.5342465753424658
14,19,131.0,0.5342465753424658
15,39,131.0,0.5342465753424658
16,30,131.0,0.5342465753424658
17,40,131.0,0.5342465753424658
2,30,131.0,0.5342465753424658
2,38,131.0,0.5342465753424658
20,45,131.0,0.5342465753424658
21,24,131.0,0.5342465753424658
22,31,131.0,0.5342465753424658
24,28,131.0,0.5342465753424658
24,46,131.0,0.5342465753424658
26,30,131.0,0.5342465753424658
27,31,131.0,0.5342465753424658
27,47,131.0,0.5342465753424658
3,35,131.0,0.5342465753424658
3,9,131.0,0.5342465753424658
31,41,131.0,0.5342465753424658
31,44,131.0,0.5342465753424658
32,41,131.0,0.5342465753424658
33,42,131.0,0.5342465753424658
37,46,131.0,0.5342465753424658
4,27,131.0,0.5342465753424658
4,30,131.0,0.5342465753424658
4,34,131.0,0.5342465753424658
4,40,131.0,0.5342465753424658
4,5,131.0,0.5342465753424658
5,15,131.0,0.5342465753424658
5,29,131.0,0.5342465753424658
5,36,131.0,0.5342465753424658
5,44,131.0,0.5342465753424658
6,17,131.0,0.5342465753424658
6,18,131.0,0.5342465753424658
6,39,131.0,0.5342465753424658
7,13,131.0,0.5342465753424658
7,20,131.0,0.5342465753424658
7,24,131.0,0.5342465753424658
1,10,130.0,0.5205479452054794
1,14,130.0,0.5205479452054794
1,15,130.0,0.5205479452054794
10,45,130.0,0.5205479452054794
12,38,130.0,0.5205479452054794
13,29,130.0,0.5205479452054794
13,43,130.0,0.5205479452054794
13,45,130.0,0.5205479452054794
14,28,130.0,0.5205479452054794
15,18,130.0,0.5205479452054794
15,21,130.0,0.5205479452054794
17,23,130.0,0.5205479452054794
19,40,130.0,0.5205479452054794
2,11,130.0,0.5205479452054794
2,44,130.0,0.5205479452054794
20,21,130.0,0.5205479452054794
20,32,130.0,0.5205479452054794
20,37,130.0,0.5205479452054794
22,47,130.0,0.5205479452054794
26,31,130.0,0.5205479452054794
26,38,130.0,0.5205479452054794
27,37,130.0,0.5205479452054794
27,39,130.0,0.5205479452054794
28,30,130.0,0.5205479452054794
28,32,130.0,0.5205479452054794
3,11,130.0,0.5205479452054794
3,37,130.0,0.5205479452054794
30,37,130.0,0.5205479452054794
30,44,130.0,0.5205479452054794
32,43,130.0,0.5205479452054794
32,47,130.0,0.5205479452054794
34,36,130.0,0.5205479452054794
34,46,130.0,0.5205479452054794
35,48,130.0,0.5205479452054794
39,41,130.0,0.5205479452054794
4,33,130.0,0.5205479452054794
40,49,130.0,0.5205479452054794
44,46,130.0,0.5205479452054794
5,6,130.0,0.5205479452054794
6,16,130.0,0.5205479452054794
6,44,130.0,0.5205479452054794
7,17,130.0,0.5205479452054794
7,9,130.0,0.5205479452054794
8,16,130.0,0.5205479452054794
8,17,130.0,0.5205479452054794
9,15,130.0,0.5205479452054794
9,24,130.0,0.5205479452054794
1,39,129.0,0.5068493150684932
10,28,129.0,0.5068493150684932
