number_a,number_b,r_pair_count,r_pair_score
7,23,123.0,0.4246575342465753
7,36,123.0,0.4246575342465753
7,43,123.0,0.4246575342465753
9,40,123.0,0.4246575342465753
9,45,123.0,0.4246575342465753
1,12,122.0,0.410958904109589
10,27,122.0,0.410958904109589
10,37,122.0,0.410958904109589
13,19,122.0,0.410958904109589
13,24,122.0,0.410958904109589
13,44,122.0,0.410958904109589
16,27,122.0,0.410958904109589
16,28,122.0,0.410958904109589
16,35,122.0,0.410958904109589
16,36,122.0,0.410958904109589
16,46,122.0,0.410958904109589
18,29,122.0,0.410958904109589
2,18,122.0,0.410958904109589
20,36,122.0,0.410958904109589
23,47,122.0,0.410958904109589
25,47,122.0,0.410958904109589
26,49,122.0,0.410958904109589
27,41,122.0,0.410958904109589
27,45,122.0,0.410958904109589
3,47,122.0,0.410958904109589
30,39,122.0,0.410958904109589
30,47,122.0,0.410958904109589
31,39,122.0,0.410958904109589
33,34,122.0,0.410958904109589
36,43,122.0,0.410958904109589
37,40,122.0,0.410958904109589
38,47,122.0,0.410958904109589
4,35,122.0,0.410958904109589
41,44,122.0,0.410958904109589
45,47,122.0,0.410958904109589
5,42,122.0,0.410958904109589
5,49,122.0,0.410958904109589
6,26,122.0,0.410958904109589
7,15,122.0,0.410958904109589
7,47,122.0,0.410958904109589
9,18,122.0,0.410958904109589
9,44,122.0,0.410958904109589
1,18,121.0,0.3972602739726027
1,49,121.0,0.3972602739726027
11,16,121.0,0.3972602739726027
11,19,121.0,0.3972602739726027
11,23,121.0,0.3972602739726027
14,17,121.0,0.3972602739726027
14,47,121.0,0.3972602739726027
16,31,121.0,0.3972602739726027
16,43,121.0,0.3972602739726027
16,47,121.0,0.3972602739726027
18,32,121.0,0.3972602739726027
19,37,121.0,0.3972602739726027
2,10,121.0,0.3972602739726027
20,42,121.0,0.3972602739726027
21,27,121.0,0.3972602739726027
24,39,121.0,0.3972602739726027
25,31,121.0,0.3972602739726027
25,37,121.0,0.3972602739726027
27,34,121.0,0.3972602739726027
3,43,121.0,0.3972602739726027
32,48,121.0,0.3972602739726027
35,39,121.0,0.3972602739726027
40,45,121.0,0.3972602739726027
40,47,121.0,0.3972602739726027
1,26,120.0,0.3835616438356164
10,14,120.0,0.3835616438356164
10,18,120.0,0.3835616438356164
10,29,120.0,0.3835616438356164
13,37,120.0,0.3835616438356164
13,39,120.0,0.3835616438356164
14,18,120.0,0.3835616438356164
14,25,120.0,0.3835616438356164
15,48,120.0,0.3835616438356164
17,41,120.0,0.3835616438356164
18,42,120.0,0.3835616438356164
18,45,120.0,0.3835616438356164
19,45,120.0,0.3835616438356164
2,4,120.0,0.3835616438356164
20,23,120.0,0.3835616438356164
22,27,120.0,0.3835616438356164
23,30,120.0,0.3835616438356164
24,41,120.0,0.3835616438356164
25,49,120.0,0.3835616438356164
26,43,120.0,0.3835616438356164
27,46,120.0,0.3835616438356164
3,32,120.0,0.3835616438356164
31,36,120.0,0.3835616438356164
31,37,120.0,0.3835616438356164
31,38,120.0,0.3835616438356164
31,43,120.0,0.3835616438356164
32,35,120.0,0.3835616438356164
33,45,120.0,0.3835616438356164
34,41,120.0,0.3835616438356164
35,49,120.0,0.3835616438356164
41,47,120.0,0.3835616438356164
5,13,120.0,0.3835616438356164
6,36,120.0,0.3835616438356164
6,9,120.0,0.3835616438356164
7,27,120.0,0.3835616438356164
7,41,120.0,0.3835616438356164
8,26,120.0,0.3835616438356164
1,44,119.0,0.3698630136986301
10,13,119.0,0.3698630136986301
11,20,119.0,0.3698630136986301
12,45,119.0,0.3698630136986301
15,44,119.0,0.3698630136986301
18,39,119.0,0.3698630136986301
2,46,119.0,0.3698630136986301
2,5,119.0,0.3698630136986301
20,24,119.0,0.3698630136986301
22,35,119.0,0.3698630136986301
22,40,119.0,0.3698630136986301
28,33,119.0,0.3698630136986301
28,47,119.0,0.3698630136986301
3,36,119.0,0.3698630136986301
3,49,119.0,0.3698630136986301
31,40,119.0,0.3698630136986301
35,45,119.0,0.3698630136986301
36,39,119.0,0.3698630136986301
37,43,119.0,0.3698630136986301
37,45,119.0,0.3698630136986301
4,26,119.0,0.3698630136986301
4,32,119.0,0.3698630136986301
40,48,119.0,0.3698630136986301
41,42,119.0,0.3698630136986301
5,33,119.0,0.3698630136986301
7,22,119.0,0.3698630136986301
7,37,119.0,0.3698630136986301
7,38,119.0,0.3698630136986301
7,40,119.0,0.3698630136986301
8,11,119.0,0.3698630136986301
10,30,118.0,0.3561643835616438
11,14,118.0,0.3561643835616438
12,25,118.0,0.3561643835616438
12,40,118.0,0.3561643835616438
13,38,118.0,0.3561643835616438
14,24,118.0,0.3561643835616438
14,30,118.0,0.3561643835616438
15,19,118.0,0.3561643835616438
15,41,118.0,0.3561643835616438
16,40,118.0,0.3561643835616438
16,42,118.0,0.3561643835616438
17,27,118.0,0.3561643835616438
17,45,118.0,0.3561643835616438
18,40,118.0,0.3561643835616438
19,26,118.0,0.3561643835616438
2,15,118.0,0.3561643835616438
2,20,118.0,0.3561643835616438
22,43,118.0,0.3561643835616438
23,33,118.0,0.3561643835616438
23,44,118.0,0.3561643835616438
23,46,118.0,0.3561643835616438
23,49,118.0,0.3561643835616438
27,42,118.0,0.3561643835616438
3,20,118.0,0.3561643835616438
31,32,118.0,0.3561643835616438
36,38,118.0,0.3561643835616438
37,39,118.0,0.3561643835616438
4,23,118.0,0.3561643835616438
4,7,118.0,0.3561643835616438
5,19,118.0,0.3561643835616438
5,47,118.0,0.3561643835616438
5,8,118.0,0.3561643835616438
7,11,118.0,0.3561643835616438
7,32,118.0,0.3561643835616438
8,19,118.0,0.3561643835616438
8,31,118.0,0.3561643835616438
10,36,117.0,0.3424657534246575
13,30,117.0,0.3424657534246575
13,48,117.0,0.3424657534246575
15,20,117.0,0.3424657534246575
15,29,117.0,0.3424657534246575
16,21,117.0,0.3424657534246575
16,23,117.0,0.3424657534246575
17,43,117.0,0.3424657534246575
2,27,117.0,0.3424657534246575
2,33,117.0,0.3424657534246575
23,35,117.0,0.3424657534246575
24,35,117.0,0.3424657534246575
24,40,117.0,0.3424657534246575
3,17,117.0,0.3424657534246575
3,30,117.0,0.3424657534246575
30,35,117.0,0.3424657534246575
4,36,117.0,0.3424657534246575
4,39,117.0,0.3424657534246575
1,19,116.0,0.3287671232876712
1,41,116.0,0.3287671232876712
10,40,116.0,0.3287671232876712
10,42,116.0,0.3287671232876712
14,38,116.0,0.3287671232876712
15,16,116.0,0.3287671232876712
16,39,116.0,0.3287671232876712
19,43,116.0,0.3287671232876712
21,43,116.0,0.3287671232876712
25,41,116.0,0.3287671232876712
27,30,116.0,0.3287671232876712
27,33,116.0,0.3287671232876712
28,31,116.0,0.3287671232876712
28,38,116.0,0.3287671232876712
31,47,116.0,0.3287671232876712
31,49,116.0,0.3287671232876712
32,49,116.0,0.3287671232876712
4,41,116.0,0.3287671232876712
5,14,116.0,0.3287671232876712
7,16,116.0,0.3287671232876712
8,43,116.0,0.3287671232876712
10,23,115.0,0.3150684931506849
12,28,115.0,0.3150684931506849
12,32,115.0,0.3150684931506849
12,41,115.0,0.3150684931506849
17,36,115.0,0.3150684931506849
19,22,115.0,0.3150684931506849
19,35,115.0,0.3150684931506849
19,41,115.0,0.3150684931506849
19,46,115.0,0.3150684931506849
19,47,115.0,0.3150684931506849
19,48,115.0,0.3150684931506849
21,35,115.0,0.3150684931506849
23,39,115.0,0.3150684931506849
25,30,115.0,0.3150684931506849
28,41,115.0,0.3150684931506849
29,33,115.0,0.3150684931506849
3,18,115.0,0.3150684931506849
3,21,115.0,0.3150684931506849
3,22,115.0,0.3150684931506849
3,39,115.0,0.3150684931506849
3,7,115.0,0.3150684931506849
30,31,115.0,0.3150684931506849
35,38,115.0,0.3150684931506849
38,41,115.0,0.3150684931506849
40,42,115.0,0.3150684931506849
5,39,115.0,0.3150684931506849
7,29,115.0,0.3150684931506849
9,49,115.0,0.3150684931506849
10,19,114.0,0.3013698630136986
13,22,114.0,0.3013698630136986
14,22,114.0,0.3013698630136986
14,37,114.0,0.3013698630136986
16,41,114.0,0.3013698630136986
25,35,114.0,0.3013698630136986
27,43,114.0,0.3013698630136986
30,41,114.0,0.3013698630136986
31,33,114.0,0.3013698630136986
32,46,114.0,0.3013698630136986
33,36,114.0,0.3013698630136986
41,48,114.0,0.3013698630136986
42,45,114.0,0.3013698630136986
6,20,114.0,0.3013698630136986
7,31,114.0,0.3013698630136986
9,23,114.0,0.3013698630136986
9,41,114.0,0.3013698630136986
1,31,113.0,0.2876712328767123
14,16,113.0,0.2876712328767123
16,20,113.0,0.2876712328767123
16,48,113.0,0.2876712328767123
17,29,113.0,0.2876712328767123
18,25,113.0,0.2876712328767123
19,30,113.0,0.2876712328767123
2,43,113.0,0.2876712328767123
22,45,113.0,0.2876712328767123
23,41,113.0,0.2876712328767123
28,39,113.0,0.2876712328767123
29,49,113.0,0.2876712328767123
3,38,113.0,0.2876712328767123
34,39,113.0,0.2876712328767123
40,43,113.0,0.2876712328767123
6,23,113.0,0.2876712328767123
6,28,113.0,0.2876712328767123
6,43,113.0,0.2876712328767123
9,32,113.0,0.2876712328767123
9,39,113.0,0.2876712328767123
10,12,112.0,0.273972602739726
10,38,112.0,0.273972602739726
11,31,112.0,0.273972602739726
14,41,112.0,0.273972602739726
18,37,112.0,0.273972602739726
2,41,112.0,0.273972602739726
23,36,112.0,0.273972602739726
23,37,112.0,0.273972602739726
3,40,112.0,0.273972602739726
30,40,112.0,0.273972602739726
33,35,112.0,0.273972602739726
5,23,112.0,0.273972602739726
5,38,112.0,0.273972602739726
5,41,112.0,0.273972602739726
7,42,112.0,0.273972602739726
10,31,111.0,0.2602739726027397
10,34,111.0,0.2602739726027397
13,26,111.0,0.2602739726027397
14,43,111.0,0.2602739726027397
14,45,111.0,0.2602739726027397
17,39,111.0,0.2602739726027397
19,24,111.0,0.2602739726027397
2,36,111.0,0.2602739726027397
2,48,111.0,0.2602739726027397
25,40,111.0,0.2602739726027397
3,25,111.0,0.2602739726027397
6,41,111.0,0.2602739726027397
1,23,110.0,0.2465753424657534
12,13,110.0,0.2465753424657534
13,49,110.0,0.2465753424657534
18,24,110.0,0.2465753424657534
18,33,110.0,0.2465753424657534
24,32,110.0,0.2465753424657534
27,40,110.0,0.2465753424657534
3,27,110.0,0.2465753424657534
3,41,110.0,0.2465753424657534
34,45,110.0,0.2465753424657534
5,31,110.0,0.2465753424657534
13,31,109.0,0.2328767123287671
16,26,109.0,0.2328767123287671
19,20,109.0,0.2328767123287671
2,26,109.0,0.2328767123287671
20,47,109.0,0.2328767123287671
21,31,109.0,0.2328767123287671
23,43,109.0,0.2328767123287671
32,40,109.0,0.2328767123287671
33,40,109.0,0.2328767123287671
36,40,109.0,0.2328767123287671
38,46,109.0,0.2328767123287671
9,27,109.0,0.2328767123287671
1,20,108.0,0.2191780821917808
18,19,108.0,0.2191780821917808
24,36,108.0,0.2191780821917808
26,36,108.0,0.2191780821917808
32,42,108.0,0.2191780821917808
33,38,108.0,0.2191780821917808
36,44,108.0,0.2191780821917808
4,14,108.0,0.2191780821917808
4,18,108.0,0.2191780821917808
40,46,108.0,0.2191780821917808
8,40,108.0,0.2191780821917808
14,15,107.0,0.2054794520547945
15,46,107.0,0.2054794520547945
22,23,107.0,0.2054794520547945
24,26,107.0,0.2054794520547945
27,48,107.0,0.2054794520547945
31,42,107.0,0.2054794520547945
5,32,107.0,0.2054794520547945
8,27,107.0,0.2054794520547945
11,29,106.0,0.1917808219178082
17,26,106.0,0.1917808219178082
27,32,106.0,0.1917808219178082
7,19,106.0,0.1917808219178082
8,23,106.0,0.1917808219178082
14,33,105.0,0.1780821917808219
14,39,105.0,0.1780821917808219
18,20,105.0,0.1780821917808219
19,31,105.0,0.1780821917808219
23,31,105.0,0.1780821917808219
23,32,105.0,0.1780821917808219
28,40,105.0,0.1780821917808219
3,46,105.0,0.1780821917808219
4,10,105.0,0.1780821917808219
7,18,105.0,0.1780821917808219
15,32,104.0,0.1643835616438356
15,42,103.0,0.1506849315068493
16,22,103.0,0.1506849315068493
3,24,103.0,0.1506849315068493
1,22,102.0,0.136986301369863
12,42,102.0,0.136986301369863
3,16,102.0,0.136986301369863
2,47,101.0,0.1232876712328767
20,41,100.0,0.1095890410958904
5,18,99.0,0.0958904109589041
13,40,97.0,0.0684931506849315
24,47,92.0,0.0
