group,n1,n2,n3,count,recent_count,last_seen_index,gap,frequency_score,recency_score,overdue_score,group_score
5-11-42,5,11,42,15,0,9302,756,0.6,0.0,0.075164,0.468725
15-23-34,15,23,34,15,0,9300,758,0.6,0.0,0.075363,0.468696
38-43-47,38,43,47,15,0,9299,759,0.6,0.0,0.075462,0.468681
8-13-37,8,13,37,15,0,9295,763,0.6,0.0,0.07586,0.468621
21-28-45,21,28,45,15,0,9294,764,0.6,0.0,0.075959,0.468606
5-8-17,5,8,17,15,0,9289,769,0.6,0.0,0.076457,0.468532
5-17-35,5,17,35,15,0,9289,769,0.6,0.0,0.076457,0.468532
16-25-34,16,25,34,15,0,9287,771,0.6,0.0,0.076655,0.468502
12-19-38,12,19,38,15,0,9280,778,0.6,0.0,0.077351,0.468397
3-8-21,3,8,21,15,0,9279,779,0.6,0.0,0.077451,0.468382
7-9-49,7,9,49,15,0,9277,781,0.6,0.0,0.07765,0.468353
26-35-47,26,35,47,15,0,9270,788,0.6,0.0,0.078346,0.468248
8-42-47,8,42,47,15,0,9268,790,0.6,0.0,0.078544,0.468218
9-15-21,9,15,21,15,0,9266,792,0.6,0.0,0.078743,0.468189
8-14-17,8,14,17,15,0,9264,794,0.6,0.0,0.078942,0.468159
35-36-37,35,36,37,15,0,9262,796,0.6,0.0,0.079141,0.468129
35-37-44,35,37,44,15,0,9262,796,0.6,0.0,0.079141,0.468129
12-38-43,12,38,43,15,0,9260,798,0.6,0.0,0.07934,0.468099
22-31-45,22,31,45,16,0,7784,2274,0.64,0.0,0.226089,0.468087
2-14-19,2,14,19,15,0,9257,801,0.6,0.0,0.079638,0.468054
3-12-33,3,12,33,15,0,9253,805,0.6,0.0,0.080036,0.467995
11-23-28,11,23,28,15,0,9252,806,0.6,0.0,0.080135,0.46798
2-12-35,2,12,35,15,0,9251,807,0.6,0.0,0.080235,0.467965
8-16-29,8,16,29,15,0,9240,818,0.6,0.0,0.081328,0.467801
16-28-29,16,28,29,15,0,9240,818,0.6,0.0,0.081328,0.467801
27-36-47,27,36,47,15,0,9236,822,0.6,0.0,0.081726,0.467741
12-18-28,12,18,28,16,0,7759,2299,0.64,0.0,0.228574,0.467714
18-22-26,18,22,26,15,0,9231,827,0.6,0.0,0.082223,0.467667
11-22-26,11,22,26,15,0,9231,827,0.6,0.0,0.082223,0.467667
5-35-41,5,35,41,15,0,9228,830,0.6,0.0,0.082521,0.467622
35-41-46,35,41,46,15,0,9228,830,0.6,0.0,0.082521,0.467622
4-18-27,4,18,27,15,0,9227,831,0.6,0.0,0.082621,0.467607
3-11-33,3,11,33,15,0,9221,837,0.6,0.0,0.083217,0.467517
11-27-33,11,27,33,15,0,9221,837,0.6,0.0,0.083217,0.467517
28-33-46,28,33,46,15,0,9217,841,0.6,0.0,0.083615,0.467458
5-20-46,5,20,46,15,0,9216,842,0.6,0.0,0.083714,0.467443
3-13-16,3,13,16,15,0,9212,846,0.6,0.0,0.084112,0.467383
19-29-38,19,29,38,15,0,9211,847,0.6,0.0,0.084212,0.467368
29-32-38,29,32,38,15,0,9211,847,0.6,0.0,0.084212,0.467368
19-29-32,19,29,32,15,0,9211,847,0.6,0.0,0.084212,0.467368
3-11-15,3,11,15,15,0,9209,849,0.6,0.0,0.08441,0.467338
22-32-36,22,32,36,15,0,9203,855,0.6,0.0,0.085007,0.467249
4-30-45,4,30,45,15,0,9200,858,0.6,0.0,0.085305,0.467204
1-3-4,1,3,4,15,0,9199,859,0.6,0.0,0.085405,0.467189
11-30-45,11,30,45,15,0,9198,860,0.6,0.0,0.085504,0.467174
6-11-45,6,11,45,15,0,9198,860,0.6,0.0,0.085504,0.467174
6-24-45,6,24,45,15,0,9198,860,0.6,0.0,0.085504,0.467174
17-31-47,17,31,47,15,0,9197,861,0.6,0.0,0.085603,0.467159
7-31-47,7,31,47,15,0,9195,863,0.6,0.0,0.085802,0.46713
6-14-49,6,14,49,15,0,9194,864,0.6,0.0,0.085902,0.467115
25-26-47,25,26,47,15,0,9193,865,0.6,0.0,0.086001,0.4671
38-42-44,38,42,44,15,0,9190,868,0.6,0.0,0.086299,0.467055
22-29-36,22,29,36,15,0,9188,870,0.6,0.0,0.086498,0.467025
6-42-44,6,42,44,11,1,10058,0,0.44,0.25,0.0,0.467
6-13-44,6,13,44,11,1,10058,0,0.44,0.25,0.0,0.467
6-16-42,6,16,42,11,1,10058,0,0.44,0.25,0.0,0.467
6-19-44,6,19,44,11,1,10058,0,0.44,0.25,0.0,0.467
22-26-28,22,26,28,11,1,10057,1,0.44,0.25,9.9e-05,0.466985
8-14-29,8,14,29,11,1,10056,2,0.44,0.25,0.000199,0.46697
11-15-16,11,15,16,11,1,10055,3,0.44,0.25,0.000298,0.466955
6-38-48,6,38,48,15,0,9183,875,0.6,0.0,0.086995,0.466951
9-26-43,9,26,43,11,1,10054,4,0.44,0.25,0.000398,0.46694
9-30-39,9,30,39,11,1,10054,4,0.44,0.25,0.000398,0.46694
1-9-26,1,9,26,11,1,10054,4,0.44,0.25,0.000398,0.46694
29-38-48,29,38,48,15,0,9182,876,0.6,0.0,0.087095,0.466936
13-28-37,13,28,37,11,1,10053,5,0.44,0.25,0.000497,0.466925
13-35-49,13,35,49,11,1,10053,5,0.44,0.25,0.000497,0.466925
29-39-49,29,39,49,11,1,10052,6,0.44,0.25,0.000597,0.466911
9-39-49,9,39,49,11,1,10052,6,0.44,0.25,0.000597,0.466911
9-17-39,9,17,39,11,1,10052,6,0.44,0.25,0.000597,0.466911
6-19-26,6,19,26,11,1,10051,7,0.44,0.25,0.000696,0.466896
19-26-35,19,26,35,11,1,10051,7,0.44,0.25,0.000696,0.466896
8-43-45,8,43,45,11,1,10050,8,0.44,0.25,0.000795,0.466881
9-38-46,9,38,46,11,1,10050,8,0.44,0.25,0.000795,0.466881
17-36-39,17,36,39,11,1,10049,9,0.44,0.25,0.000895,0.466866
3-33-45,3,33,45,11,1,10049,9,0.44,0.25,0.000895,0.466866
1-5-32,1,5,32,11,1,10048,10,0.44,0.25,0.000994,0.466851
7-32-49,7,32,49,11,1,10048,10,0.44,0.25,0.000994,0.466851
7-13-31,7,13,31,11,1,10047,11,0.44,0.25,0.001094,0.466836
5-7-13,5,7,13,11,1,10047,11,0.44,0.25,0.001094,0.466836
7-13-38,7,13,38,11,1,10047,11,0.44,0.25,0.001094,0.466836
23-24-27,23,24,27,11,1,10046,12,0.44,0.25,0.001193,0.466821
4-11-37,4,11,37,16,0,7699,2359,0.64,0.0,0.23454,0.466819
4-21-37,4,21,37,16,0,7699,2359,0.64,0.0,0.23454,0.466819
19-23-27,19,23,27,15,0,9174,884,0.6,0.0,0.08789,0.466816
8-13-42,8,13,42,11,1,10045,13,0.44,0.25,0.001293,0.466806
3-8-49,3,8,49,11,1,10045,13,0.44,0.25,0.001293,0.466806
8-20-49,8,20,49,11,1,10045,13,0.44,0.25,0.001293,0.466806
7-13-41,7,13,41,15,0,9172,886,0.6,0.0,0.088089,0.466787
2-20-42,2,20,42,11,1,10043,15,0.44,0.25,0.001491,0.466776
20-26-42,20,26,42,11,1,10043,15,0.44,0.25,0.001491,0.466776
8-26-42,8,26,42,11,1,10043,15,0.44,0.25,0.001491,0.466776
26-36-38,26,36,38,11,1,10042,16,0.44,0.25,0.001591,0.466761
8-11-36,8,11,36,11,1,10042,16,0.44,0.25,0.001591,0.466761
9-41-47,9,41,47,11,1,10040,18,0.44,0.25,0.00179,0.466732
19-37-41,19,37,41,11,1,10040,18,0.44,0.25,0.00179,0.466732
40-41-47,40,41,47,11,1,10040,18,0.44,0.25,0.00179,0.466732
18-21-38,18,21,38,11,1,10039,19,0.44,0.25,0.001889,0.466717
11-18-21,11,18,21,11,1,10039,19,0.44,0.25,0.001889,0.466717
6-12-19,6,12,19,11,1,10036,22,0.44,0.25,0.002187,0.466672
18-38-40,18,38,40,11,1,10035,23,0.44,0.25,0.002287,0.466657
9-11-48,9,11,48,15,0,9163,895,0.6,0.0,0.088984,0.466652
3-12-35,3,12,35,11,1,10033,25,0.44,0.25,0.002486,0.466627
3-23-35,3,23,35,11,1,10033,25,0.44,0.25,0.002486,0.466627
28-30-33,28,30,33,11,1,10032,26,0.44,0.25,0.002585,0.466612
30-33-49,30,33,49,11,1,10032,26,0.44,0.25,0.002585,0.466612
1-3-44,1,3,44,11,1,10030,28,0.44,0.25,0.002784,0.466582
24-34-37,24,34,37,11,1,10029,29,0.44,0.25,0.002883,0.466568
1-24-37,1,24,37,11,1,10029,29,0.44,0.25,0.002883,0.466568
22-26-41,22,26,41,15,0,9157,901,0.6,0.0,0.08958,0.466563
3-13-48,3,13,48,11,1,10028,30,0.44,0.25,0.002983,0.466553
15-36-37,15,36,37,11,1,10027,31,0.44,0.25,0.003082,0.466538
5-19-37,5,19,37,11,1,10026,32,0.44,0.25,0.003182,0.466523
18-19-48,18,19,48,11,1,10026,32,0.44,0.25,0.003182,0.466523
18-19-37,18,19,37,11,1,10026,32,0.44,0.25,0.003182,0.466523
19-24-37,19,24,37,11,1,10026,32,0.44,0.25,0.003182,0.466523
25-28-35,25,28,35,15,0,9154,904,0.6,0.0,0.089879,0.466518
10-21-36,10,21,36,11,1,10025,33,0.44,0.25,0.003281,0.466508
14-24-37,14,24,37,11,1,10025,33,0.44,0.25,0.003281,0.466508
10-14-37,10,14,37,11,1,10025,33,0.44,0.25,0.003281,0.466508
25-44-45,25,44,45,11,1,10023,35,0.44,0.25,0.00348,0.466478
16-39-44,16,39,44,11,1,10021,37,0.44,0.25,0.003679,0.466448
23-39-44,23,39,44,11,1,10021,37,0.44,0.25,0.003679,0.466448
12-30-41,12,30,41,11,1,10020,38,0.44,0.25,0.003778,0.466433
20-26-49,20,26,49,11,1,10020,38,0.44,0.25,0.003778,0.466433
13-18-25,13,18,25,15,0,9148,910,0.6,0.0,0.090475,0.466429
13-25-48,13,25,48,15,0,9148,910,0.6,0.0,0.090475,0.466429
25-39-49,25,39,49,15,0,9148,910,0.6,0.0,0.090475,0.466429
15-23-36,15,23,36,11,1,10019,39,0.44,0.25,0.003878,0.466418
6-13-15,6,13,15,11,1,10019,39,0.44,0.25,0.003878,0.466418
12-13-15,12,13,15,11,1,10019,39,0.44,0.25,0.003878,0.466418
4-43-47,4,43,47,11,1,10018,40,0.44,0.25,0.003977,0.466403
3-41-44,3,41,44,11,1,10018,40,0.44,0.25,0.003977,0.466403
18-25-36,18,25,36,15,0,9146,912,0.6,0.0,0.090674,0.466399
18-41-46,18,41,46,11,1,10017,41,0.44,0.25,0.004076,0.466389
20-31-44,20,31,44,11,1,10016,42,0.44,0.25,0.004176,0.466374
20-31-33,20,31,33,11,1,10016,42,0.44,0.25,0.004176,0.466374
4-17-33,4,17,33,11,1,10016,42,0.44,0.25,0.004176,0.466374
18-19-42,18,19,42,11,1,10015,43,0.44,0.25,0.004275,0.466359
12-18-42,12,18,42,11,1,10015,43,0.44,0.25,0.004275,0.466359
2-12-18,2,12,18,11,1,10015,43,0.44,0.25,0.004275,0.466359
4-24-27,4,24,27,15,0,9143,915,0.6,0.0,0.090972,0.466354
11-24-36,11,24,36,11,1,10014,44,0.44,0.25,0.004375,0.466344
24-37-46,24,37,46,11,1,10014,44,0.44,0.25,0.004375,0.466344
13-32-36,13,32,36,11,1,10013,45,0.44,0.25,0.004474,0.466329
10-18-20,10,18,20,11,1,10012,46,0.44,0.25,0.004573,0.466314
3-20-38,3,20,38,11,1,10011,47,0.44,0.25,0.004673,0.466299
20-46-47,20,46,47,11,1,10011,47,0.44,0.25,0.004673,0.466299
3-38-47,3,38,47,11,1,10011,47,0.44,0.25,0.004673,0.466299
27-38-47,27,38,47,11,1,10011,47,0.44,0.25,0.004673,0.466299
27-46-47,27,46,47,11,1,10011,47,0.44,0.25,0.004673,0.466299
26-32-43,26,32,43,11,1,10010,48,0.44,0.25,0.004772,0.466284
20-24-35,20,24,35,11,1,10008,50,0.44,0.25,0.004971,0.466254
7-31-46,7,31,46,11,1,10006,52,0.44,0.25,0.00517,0.466224
7-29-46,7,29,46,11,1,10006,52,0.44,0.25,0.00517,0.466224
11-25-44,11,25,44,11,1,10005,53,0.44,0.25,0.005269,0.46621
7-8-39,7,8,39,11,1,10004,54,0.44,0.25,0.005369,0.466195
2-8-29,2,8,29,11,1,10004,54,0.44,0.25,0.005369,0.466195
6-29-39,6,29,39,11,1,10004,54,0.44,0.25,0.005369,0.466195
2-6-39,2,6,39,11,1,10004,54,0.44,0.25,0.005369,0.466195
1-9-14,1,9,14,15,0,9132,926,0.6,0.0,0.092066,0.46619
9-10-13,9,10,13,11,1,10003,55,0.44,0.25,0.005468,0.46618
3-10-20,3,10,20,11,1,10003,55,0.44,0.25,0.005468,0.46618
3-10-13,3,10,13,11,1,10003,55,0.44,0.25,0.005468,0.46618
16-17-33,16,17,33,15,0,9131,927,0.6,0.0,0.092165,0.466175
31-36-48,31,36,48,11,1,10002,56,0.44,0.25,0.005568,0.466165
6-8-47,6,8,47,15,0,9128,930,0.6,0.0,0.092464,0.46613
2-14-48,2,14,48,11,1,9999,59,0.44,0.25,0.005866,0.46612
7-9-35,7,9,35,15,0,9125,933,0.6,0.0,0.092762,0.466086
7-35-41,7,35,41,15,0,9125,933,0.6,0.0,0.092762,0.466086
14-32-49,14,32,49,11,1,9996,62,0.44,0.25,0.006164,0.466075
3-31-36,3,31,36,11,1,9995,63,0.44,0.25,0.006264,0.46606
4-10-18,4,10,18,11,1,9993,65,0.44,0.25,0.006463,0.466031
10-18-25,10,18,25,11,1,9993,65,0.44,0.25,0.006463,0.466031
4-6-18,4,6,18,11,1,9993,65,0.44,0.25,0.006463,0.466031
37-41-49,37,41,49,15,0,9121,937,0.6,0.0,0.09316,0.466026
24-31-45,24,31,45,15,0,9121,937,0.6,0.0,0.09316,0.466026
12-16-26,12,16,26,11,1,9992,66,0.44,0.25,0.006562,0.466016
24-25-48,24,25,48,15,0,9120,938,0.6,0.0,0.093259,0.466011
18-25-30,18,25,30,11,1,9991,67,0.44,0.25,0.006661,0.466001
7-17-18,7,17,18,11,1,9991,67,0.44,0.25,0.006661,0.466001
18-24-27,18,24,27,15,0,9119,939,0.6,0.0,0.093359,0.465996
38-46-49,38,46,49,11,1,9990,68,0.44,0.25,0.006761,0.465986
8-16-42,8,16,42,15,0,9118,940,0.6,0.0,0.093458,0.465981
8-10-16,8,10,16,15,0,9118,940,0.6,0.0,0.093458,0.465981
11-39-43,11,39,43,11,1,9989,69,0.44,0.25,0.00686,0.465971
21-39-43,21,39,43,11,1,9989,69,0.44,0.25,0.00686,0.465971
11-21-39,11,21,39,11,1,9989,69,0.44,0.25,0.00686,0.465971
13-28-47,13,28,47,11,1,9988,70,0.44,0.25,0.00696,0.465956
13-17-46,13,17,46,11,1,9988,70,0.44,0.25,0.00696,0.465956
17-34-38,17,34,38,11,1,9987,71,0.44,0.25,0.007059,0.465941
17-33-38,17,33,38,11,1,9987,71,0.44,0.25,0.007059,0.465941
4-8-27,4,8,27,15,0,9115,943,0.6,0.0,0.093756,0.465937
12-48-49,12,48,49,11,1,9986,72,0.44,0.25,0.007158,0.465926
4-12-49,4,12,49,11,1,9986,72,0.44,0.25,0.007158,0.465926
4-42-48,4,42,48,11,1,9986,72,0.44,0.25,0.007158,0.465926
25-28-36,25,28,36,11,1,9985,73,0.44,0.25,0.007258,0.465911
4-25-28,4,25,28,11,1,9985,73,0.44,0.25,0.007258,0.465911
1-7-17,1,7,17,15,0,9113,945,0.6,0.0,0.093955,0.465907
3-24-28,3,24,28,11,1,9984,74,0.44,0.25,0.007357,0.465896
3-24-46,3,24,46,11,1,9984,74,0.44,0.25,0.007357,0.465896
3-20-28,3,20,28,11,1,9984,74,0.44,0.25,0.007357,0.465896
16-39-43,16,39,43,11,1,9983,75,0.44,0.25,0.007457,0.465881
2-23-43,2,23,43,11,1,9983,75,0.44,0.25,0.007457,0.465881
2-16-43,2,16,43,11,1,9983,75,0.44,0.25,0.007457,0.465881
10-33-34,10,33,34,11,1,9981,77,0.44,0.25,0.007656,0.465852
5-14-38,5,14,38,11,1,9981,77,0.44,0.25,0.007656,0.465852
8-10-12,8,10,12,15,0,9109,949,0.6,0.0,0.094353,0.465847
31-40-45,31,40,45,11,1,9980,78,0.44,0.25,0.007755,0.465837
13-25-44,13,25,44,15,0,9108,950,0.6,0.0,0.094452,0.465832
24-26-42,24,26,42,11,1,9979,79,0.44,0.25,0.007854,0.465822
4-7-16,4,7,16,11,1,9978,80,0.44,0.25,0.007954,0.465807
4-16-41,4,16,41,11,1,9978,80,0.44,0.25,0.007954,0.465807
4-41-45,4,41,45,11,1,9978,80,0.44,0.25,0.007954,0.465807
2-4-12,2,4,12,11,1,9977,81,0.44,0.25,0.008053,0.465792
11-16-38,11,16,38,11,1,9975,83,0.44,0.25,0.008252,0.465762
14-23-30,14,23,30,11,1,9974,84,0.44,0.25,0.008352,0.465747
25-37-43,25,37,43,11,1,9973,85,0.44,0.25,0.008451,0.465732
7-28-37,7,28,37,11,1,9973,85,0.44,0.25,0.008451,0.465732
37-40-43,37,40,43,11,1,9973,85,0.44,0.25,0.008451,0.465732
7-25-28,7,25,28,11,1,9973,85,0.44,0.25,0.008451,0.465732
2-10-37,2,10,37,11,1,9971,87,0.44,0.25,0.00865,0.465703
10-17-37,10,17,37,11,1,9971,87,0.44,0.25,0.00865,0.465703
17-37-43,17,37,43,11,1,9971,87,0.44,0.25,0.00865,0.465703
10-29-43,10,29,43,11,1,9971,87,0.44,0.25,0.00865,0.465703
10-17-46,10,17,46,15,0,9099,959,0.6,0.0,0.095347,0.465698
4-10-41,4,10,41,11,1,9970,88,0.44,0.25,0.008749,0.465688
10-41-47,10,41,47,11,1,9970,88,0.44,0.25,0.008749,0.465688
4-38-47,4,38,47,11,1,9970,88,0.44,0.25,0.008749,0.465688
26-38-47,26,38,47,11,1,9970,88,0.44,0.25,0.008749,0.465688
4-26-47,4,26,47,11,1,9970,88,0.44,0.25,0.008749,0.465688
8-21-37,8,21,37,11,1,9969,89,0.44,0.25,0.008849,0.465673
20-26-48,20,26,48,11,1,9968,90,0.44,0.25,0.008948,0.465658
2-9-26,2,9,26,11,1,9968,90,0.44,0.25,0.008948,0.465658
1-37-47,1,37,47,11,1,9967,91,0.44,0.25,0.009048,0.465643
22-46-49,22,46,49,15,0,9094,964,0.6,0.0,0.095844,0.465623
4-11-29,4,11,29,11,1,9965,93,0.44,0.25,0.009246,0.465613
11-22-39,11,22,39,11,1,9965,93,0.44,0.25,0.009246,0.465613
4-30-39,4,30,39,11,1,9965,93,0.44,0.25,0.009246,0.465613
2-13-45,2,13,45,15,0,9093,965,0.6,0.0,0.095944,0.465608
12-30-43,12,30,43,11,1,9964,94,0.44,0.25,0.009346,0.465598
13-24-39,13,24,39,15,0,9092,966,0.6,0.0,0.096043,0.465594
21-30-33,21,30,33,11,1,9963,95,0.44,0.25,0.009445,0.465583
30-33-47,30,33,47,11,1,9963,95,0.44,0.25,0.009445,0.465583
21-39-47,21,39,47,11,1,9963,95,0.44,0.25,0.009445,0.465583
21-33-47,21,33,47,11,1,9963,95,0.44,0.25,0.009445,0.465583
7-28-32,7,28,32,15,0,9091,967,0.6,0.0,0.096142,0.465579
3-12-18,3,12,18,11,1,9962,96,0.44,0.25,0.009545,0.465568
3-12-39,3,12,39,11,1,9962,96,0.44,0.25,0.009545,0.465568
12-14-18,12,14,18,11,1,9962,96,0.44,0.25,0.009545,0.465568
19-29-46,19,29,46,11,1,9960,98,0.44,0.25,0.009743,0.465538
5-12-37,5,12,37,15,0,9088,970,0.6,0.0,0.096441,0.465534
6-18-45,6,18,45,11,1,9959,99,0.44,0.25,0.009843,0.465524
18-22-39,18,22,39,11,1,9959,99,0.44,0.25,0.009843,0.465524
1-24-33,1,24,33,15,0,9087,971,0.6,0.0,0.09654,0.465519
8-13-41,8,13,41,11,1,9958,100,0.44,0.25,0.009942,0.465509
8-21-22,8,21,22,11,1,9957,101,0.44,0.25,0.010042,0.465494
8-14-38,8,14,38,11,1,9956,102,0.44,0.25,0.010141,0.465479
3-14-43,3,14,43,11,1,9956,102,0.44,0.25,0.010141,0.465479
3-8-34,3,8,34,11,1,9956,102,0.44,0.25,0.010141,0.465479
3-34-43,3,34,43,11,1,9956,102,0.44,0.25,0.010141,0.465479
10-42-44,10,42,44,11,1,9955,103,0.44,0.25,0.010241,0.465464
6-23-29,6,23,29,11,1,9954,104,0.44,0.25,0.01034,0.465449
18-29-35,18,29,35,11,1,9954,104,0.44,0.25,0.01034,0.465449
6-34-49,6,34,49,15,0,9082,976,0.6,0.0,0.097037,0.465444
2-13-43,2,13,43,11,1,9953,105,0.44,0.25,0.010439,0.465434
4-13-27,4,13,27,11,1,9953,105,0.44,0.25,0.010439,0.465434
16-38-49,16,38,49,15,0,9081,977,0.6,0.0,0.097137,0.46543
36-39-43,36,39,43,11,1,9952,106,0.44,0.25,0.010539,0.465419
22-39-48,22,39,48,11,1,9952,106,0.44,0.25,0.010539,0.465419
22-36-39,22,36,39,11,1,9952,106,0.44,0.25,0.010539,0.465419
5-44-45,5,44,45,11,1,9950,108,0.44,0.25,0.010738,0.465389
5-33-45,5,33,45,11,1,9950,108,0.44,0.25,0.010738,0.465389
12-44-45,12,44,45,11,1,9950,108,0.44,0.25,0.010738,0.465389
12-43-45,12,43,45,11,1,9950,108,0.44,0.25,0.010738,0.465389
26-32-39,26,32,39,11,1,9949,109,0.44,0.25,0.010837,0.465374
15-32-39,15,32,39,11,1,9949,109,0.44,0.25,0.010837,0.465374
1-26-27,1,26,27,11,1,9949,109,0.44,0.25,0.010837,0.465374
16-35-36,16,35,36,11,1,9948,110,0.44,0.25,0.010937,0.46536
25-27-33,25,27,33,11,1,9947,111,0.44,0.25,0.011036,0.465345
7-33-41,7,33,41,11,1,9947,111,0.44,0.25,0.011036,0.465345
5-10-17,5,10,17,11,1,9946,112,0.44,0.25,0.011135,0.46533
21-29-40,21,29,40,11,1,9946,112,0.44,0.25,0.011135,0.46533
18-44-49,18,44,49,15,0,9074,984,0.6,0.0,0.097833,0.465325
3-11-43,3,11,43,11,1,9945,113,0.44,0.25,0.011235,0.465315
21-23-28,21,23,28,16,0,7598,2460,0.64,0.0,0.244581,0.465313
3-7-28,3,7,28,16,0,7598,2460,0.64,0.0,0.244581,0.465313
14-42-48,14,42,48,15,0,9073,985,0.6,0.0,0.097932,0.46531
11-42-47,11,42,47,15,0,9073,985,0.6,0.0,0.097932,0.46531
10-16-32,10,16,32,11,1,9944,114,0.44,0.25,0.011334,0.4653
6-17-35,6,17,35,11,1,9944,114,0.44,0.25,0.011334,0.4653
17-33-47,17,33,47,15,0,9072,986,0.6,0.0,0.098031,0.465295
2-10-14,2,10,14,11,1,9943,115,0.44,0.25,0.011434,0.465285
9-11-33,9,11,33,11,1,9942,116,0.44,0.25,0.011533,0.46527
2-9-11,2,9,11,11,1,9942,116,0.44,0.25,0.011533,0.46527
9-11-31,9,11,31,11,1,9942,116,0.44,0.25,0.011533,0.46527
2-9-19,2,9,19,11,1,9942,116,0.44,0.25,0.011533,0.46527
2-19-31,2,19,31,11,1,9942,116,0.44,0.25,0.011533,0.46527
25-33-44,25,33,44,15,0,9070,988,0.6,0.0,0.09823,0.465265
34-35-46,34,35,46,11,1,9941,117,0.44,0.25,0.011633,0.465255
15-24-38,15,24,38,11,1,9940,118,0.44,0.25,0.011732,0.46524
18-19-22,18,19,22,11,1,9940,118,0.44,0.25,0.011732,0.46524
18-22-24,18,22,24,11,1,9940,118,0.44,0.25,0.011732,0.46524
8-34-36,8,34,36,11,1,9938,120,0.44,0.25,0.011931,0.46521
14-29-36,14,29,36,15,0,9066,992,0.6,0.0,0.098628,0.465206
41-45-46,41,45,46,11,1,9937,121,0.44,0.25,0.01203,0.465195
33-41-46,33,41,46,11,1,9937,121,0.44,0.25,0.01203,0.465195
23-38-44,23,38,44,11,1,9936,122,0.44,0.25,0.01213,0.465181
1-23-44,1,23,44,11,1,9936,122,0.44,0.25,0.01213,0.465181
23-29-44,23,29,44,11,1,9936,122,0.44,0.25,0.01213,0.465181
12-19-26,12,19,26,11,1,9935,123,0.44,0.25,0.012229,0.465166
3-19-23,3,19,23,11,1,9935,123,0.44,0.25,0.012229,0.465166
19-23-49,19,23,49,11,1,9935,123,0.44,0.25,0.012229,0.465166
17-20-23,17,20,23,11,1,9934,124,0.44,0.25,0.012328,0.465151
16-20-23,16,20,23,11,1,9934,124,0.44,0.25,0.012328,0.465151
20-34-40,20,34,40,11,1,9934,124,0.44,0.25,0.012328,0.465151
16-17-20,16,17,20,11,1,9934,124,0.44,0.25,0.012328,0.465151
2-4-47,2,4,47,11,1,9932,126,0.44,0.25,0.012527,0.465121
4-10-44,4,10,44,11,1,9932,126,0.44,0.25,0.012527,0.465121
4-17-30,4,17,30,15,0,9060,998,0.6,0.0,0.099224,0.465116
6-8-37,6,8,37,11,1,9929,129,0.44,0.25,0.012826,0.465076
6-29-48,6,29,48,15,0,9057,1001,0.6,0.0,0.099523,0.465072
8-40-41,8,40,41,11,1,9928,130,0.44,0.25,0.012925,0.465061
20-29-40,20,29,40,11,1,9928,130,0.44,0.25,0.012925,0.465061
8-26-41,8,26,41,11,1,9928,130,0.44,0.25,0.012925,0.465061
22-27-37,22,27,37,11,1,9927,131,0.44,0.25,0.013024,0.465046
27-28-42,27,28,42,11,1,9926,132,0.44,0.25,0.013124,0.465031
26-27-43,26,27,43,11,1,9926,132,0.44,0.25,0.013124,0.465031
11-16-24,11,16,24,15,0,9054,1004,0.6,0.0,0.099821,0.465027
6-16-24,6,16,24,15,0,9054,1004,0.6,0.0,0.099821,0.465027
8-24-38,8,24,38,11,1,9925,133,0.44,0.25,0.013223,0.465017
23-24-49,23,24,49,11,1,9925,133,0.44,0.25,0.013223,0.465017
8-23-49,8,23,49,11,1,9925,133,0.44,0.25,0.013223,0.465017
10-37-39,10,37,39,11,1,9924,134,0.44,0.25,0.013323,0.465002
19-21-36,19,21,36,15,0,9052,1006,0.6,0.0,0.10002,0.464997
36-37-47,36,37,47,15,0,9051,1007,0.6,0.0,0.100119,0.464982
6-36-47,6,36,47,15,0,9051,1007,0.6,0.0,0.100119,0.464982
13-15-26,13,15,26,11,1,9922,136,0.44,0.25,0.013522,0.464972
23-24-25,23,24,25,11,1,9921,137,0.44,0.25,0.013621,0.464957
24-25-45,24,25,45,11,1,9921,137,0.44,0.25,0.013621,0.464957
23-37-45,23,37,45,11,1,9921,137,0.44,0.25,0.013621,0.464957
23-25-37,23,25,37,11,1,9921,137,0.44,0.25,0.013621,0.464957
39-42-46,39,42,46,11,1,9920,138,0.44,0.25,0.01372,0.464942
33-39-42,33,39,42,11,1,9920,138,0.44,0.25,0.01372,0.464942
34-39-42,34,39,42,11,1,9920,138,0.44,0.25,0.01372,0.464942
10-26-48,10,26,48,11,1,9919,139,0.44,0.25,0.01382,0.464927
4-29-34,4,29,34,15,0,9047,1011,0.6,0.0,0.100517,0.464922
10-11-12,10,11,12,11,1,9918,140,0.44,0.25,0.013919,0.464912
2-24-29,2,24,29,11,1,9918,140,0.44,0.25,0.013919,0.464912
11-24-29,11,24,29,11,1,9918,140,0.44,0.25,0.013919,0.464912
12-37-42,12,37,42,11,1,9917,141,0.44,0.25,0.014019,0.464897
13-18-20,13,18,20,11,1,9916,142,0.44,0.25,0.014118,0.464882
18-20-22,18,20,22,11,1,9916,142,0.44,0.25,0.014118,0.464882
13-18-36,13,18,36,11,1,9915,143,0.44,0.25,0.014218,0.464867
18-22-35,18,22,35,11,1,9915,143,0.44,0.25,0.014218,0.464867
22-35-44,22,35,44,11,1,9915,143,0.44,0.25,0.014218,0.464867
18-35-44,18,35,44,11,1,9915,143,0.44,0.25,0.014218,0.464867
