group,n1,n2,n3,count,recent_count,last_seen_index,gap,frequency_score,recency_score,overdue_score,group_score
13-23-34,13,23,34,23,3,9987,71,0.92,0.75,0.007059,0.879941
20-22-49,20,22,49,25,2,10008,50,1.0,0.5,0.004971,0.849254
11-34-36,11,34,36,24,2,10022,36,0.96,0.5,0.003579,0.827463
17-28-49,17,28,49,20,3,10053,5,0.8,0.75,0.000497,0.814925
33-39-46,33,39,46,20,3,9963,95,0.8,0.75,0.009445,0.813583
2-17-37,2,17,37,23,2,9971,87,0.92,0.5,0.00865,0.804703
4-28-43,4,28,43,19,3,10038,20,0.76,0.75,0.001988,0.792702
12-22-34,12,22,34,22,2,9917,141,0.88,0.5,0.014019,0.781897
12-20-22,12,20,22,22,2,9916,142,0.88,0.5,0.014118,0.781882
2-18-42,2,18,42,15,4,10043,15,0.6,1.0,0.001491,0.779776
17-24-49,17,24,49,21,2,9982,76,0.84,0.5,0.007556,0.760867
7-10-39,7,10,39,21,2,9924,134,0.84,0.5,0.013323,0.760002
22-37-42,22,37,42,21,2,9917,141,0.84,0.5,0.014019,0.759897
23-24-38,23,24,38,14,4,10046,12,0.56,1.0,0.001193,0.757821
10-24-36,10,24,36,14,4,10025,33,0.56,1.0,0.003281,0.757508
3-14-34,3,14,34,24,1,9956,102,0.96,0.25,0.010141,0.751479
1-21-34,1,21,34,24,1,9938,120,0.96,0.25,0.011931,0.75121
1-8-29,1,8,29,17,3,10056,2,0.68,0.75,0.000199,0.74897
13-23-27,13,23,27,17,3,10044,14,0.68,0.75,0.001392,0.748791
30-36-38,30,36,38,17,3,10042,16,0.68,0.75,0.001591,0.748761
2-11-23,2,11,23,17,3,10041,17,0.68,0.75,0.00169,0.748746
17-23-34,17,23,34,17,3,9987,71,0.68,0.75,0.007059,0.747941
16-33-46,16,33,46,17,3,9937,121,0.68,0.75,0.01203,0.747195
24-42-45,24,42,45,17,3,9921,137,0.68,0.75,0.013621,0.746957
17-35-49,17,35,49,20,2,10053,5,0.8,0.5,0.000497,0.739925
11-26-38,11,26,38,20,2,10042,16,0.8,0.5,0.001591,0.739761
12-22-30,12,22,30,20,2,10032,26,0.8,0.5,0.002585,0.739612
4-44-47,4,44,47,20,2,10018,40,0.8,0.5,0.003977,0.739403
17-33-44,17,33,44,20,2,10016,42,0.8,0.5,0.004176,0.739374
2-12-19,2,12,19,20,2,10015,43,0.8,0.5,0.004275,0.739359
5-21-48,5,21,48,20,2,10009,49,0.8,0.5,0.004872,0.739269
18-22-48,18,22,48,20,2,9966,92,0.8,0.5,0.009147,0.738628
21-39-46,21,39,46,23,1,9963,95,0.92,0.25,0.009445,0.729583
12-14-36,12,14,36,23,1,9962,96,0.92,0.25,0.009545,0.729568
6-18-22,6,18,22,23,1,9959,99,0.92,0.25,0.009843,0.729524
25-34-44,25,34,44,23,1,9931,127,0.92,0.25,0.012627,0.729106
6-8-33,6,8,33,23,1,9929,129,0.92,0.25,0.012826,0.729076
17-18-38,17,18,38,23,1,9886,172,0.92,0.25,0.017101,0.728435
18-38-49,18,38,49,16,3,10039,19,0.64,0.75,0.001889,0.726717
24-30-36,24,30,36,16,3,10000,58,0.64,0.75,0.005767,0.726135
31-35-36,31,35,36,16,3,9995,63,0.64,0.75,0.006264,0.72606
17-29-37,17,29,37,16,3,9972,86,0.64,0.75,0.00855,0.725717
19-31-36,19,31,36,16,3,9923,135,0.64,0.75,0.013422,0.724987
21-39-45,21,39,45,19,2,10037,21,0.76,0.5,0.002088,0.717687
23-38-42,23,38,42,19,2,10031,27,0.76,0.5,0.002684,0.717597
9-10-20,9,10,20,19,2,10012,46,0.76,0.5,0.004573,0.717314
11-38-40,11,38,40,19,2,10005,53,0.76,0.5,0.005269,0.71721
6-8-29,6,8,29,19,2,10004,54,0.76,0.5,0.005369,0.717195
4-12-19,4,12,19,19,2,9977,81,0.76,0.5,0.008053,0.716792
15-30-43,15,30,43,19,2,9964,94,0.76,0.5,0.009346,0.716598
29-31-34,29,31,34,19,2,9931,127,0.76,0.5,0.012627,0.716106
11-22-41,11,22,41,19,2,9930,128,0.76,0.5,0.012726,0.716091
33-37-48,33,37,48,22,1,10024,34,0.88,0.25,0.00338,0.708493
3-9-30,3,9,30,22,1,10003,55,0.88,0.25,0.005468,0.70818
21-34-36,21,34,36,22,1,9938,120,0.88,0.25,0.011931,0.70721
2-34-42,2,34,42,22,1,9891,167,0.88,0.25,0.016604,0.706509
5-26-29,5,26,29,22,1,9888,170,0.88,0.25,0.016902,0.706465
17-35-47,17,35,47,22,1,9886,172,0.88,0.25,0.017101,0.706435
20-23-45,20,23,45,22,1,9883,175,0.88,0.25,0.017399,0.70639
22-25-42,22,25,42,22,1,9865,193,0.88,0.25,0.019189,0.706122
4-42-44,4,42,44,22,1,9821,237,0.88,0.25,0.023563,0.705466
14-21-23,14,21,23,22,1,9817,241,0.88,0.25,0.023961,0.705406
6-21-37,6,21,37,22,1,9813,245,0.88,0.25,0.024359,0.705346
6-21-39,6,21,39,15,3,10037,21,0.6,0.75,0.002088,0.704687
6-39-45,6,39,45,15,3,10037,21,0.6,0.75,0.002088,0.704687
12-30-49,12,30,49,15,3,10032,26,0.6,0.75,0.002585,0.704612
24-38-48,24,38,48,15,3,10031,27,0.6,0.75,0.002684,0.704597
14-21-37,14,21,37,15,3,10025,33,0.6,0.75,0.003281,0.704508
7-8-29,7,8,29,18,2,10056,2,0.72,0.5,0.000199,0.69597
6-21-45,6,21,45,18,2,10037,21,0.72,0.5,0.002088,0.695687
18-23-49,18,23,49,18,2,10035,23,0.72,0.5,0.002287,0.695657
9-38-48,9,38,48,18,2,10024,34,0.72,0.5,0.00338,0.695493
25-38-44,25,38,44,18,2,10005,53,0.72,0.5,0.005269,0.69521
15-19-21,15,19,21,18,2,9969,89,0.72,0.5,0.008849,0.694673
6-33-45,6,33,45,18,2,9929,129,0.72,0.5,0.012826,0.694076
18-35-47,18,35,47,18,2,9908,150,0.72,0.5,0.014914,0.693763
10-11-37,10,11,37,21,1,10055,3,0.84,0.25,0.000298,0.686955
3-44-49,3,44,49,21,1,10030,28,0.84,0.25,0.002784,0.686582
18-22-46,18,22,46,21,1,10017,41,0.84,0.25,0.004076,0.686389
2-19-29,2,19,29,21,1,10001,57,0.84,0.25,0.005667,0.68615
14-15-47,14,15,47,21,1,9967,91,0.84,0.25,0.009048,0.685643
5-10-43,5,10,43,21,1,9964,94,0.84,0.25,0.009346,0.685598
6-35-37,6,35,37,21,1,9929,129,0.84,0.25,0.012826,0.685076
20-26-29,20,26,29,21,1,9928,130,0.84,0.25,0.012925,0.685061
31-43-46,31,43,46,21,1,9913,145,0.84,0.25,0.014416,0.684838
12-15-20,12,15,20,21,1,9861,197,0.84,0.25,0.019586,0.684062
9-28-43,9,28,43,21,1,9841,217,0.84,0.25,0.021575,0.683764
14-23-48,14,23,48,21,1,9817,241,0.84,0.25,0.023961,0.683406
28-42-48,28,42,48,21,1,9809,249,0.84,0.25,0.024756,0.683287
7-41-45,7,41,45,14,3,9978,80,0.56,0.75,0.007954,0.681807
22-24-38,22,24,38,14,3,9951,107,0.56,0.75,0.010638,0.681404
15-31-49,15,31,49,14,3,9939,119,0.56,0.75,0.011831,0.681225
22-29-42,22,29,42,17,2,10057,1,0.68,0.5,9.9e-05,0.673985
9-39-43,9,39,43,17,2,10054,4,0.68,0.5,0.000398,0.67394
23-27-38,23,27,38,17,2,10046,12,0.68,0.5,0.001193,0.673821
2-37-38,2,37,38,17,2,10046,12,0.68,0.5,0.001193,0.673821
8-20-42,8,20,42,17,2,10045,13,0.68,0.5,0.001293,0.673806
13-27-42,13,27,42,17,2,10044,14,0.68,0.5,0.001392,0.673791
13-23-42,13,23,42,17,2,10044,14,0.68,0.5,0.001392,0.673791
11-16-23,11,16,23,17,2,10041,17,0.68,0.5,0.00169,0.673746
2-14-28,2,14,28,17,2,10038,20,0.68,0.5,0.001988,0.673702
2-18-21,2,18,21,17,2,10007,51,0.68,0.5,0.005071,0.673239
27-30-36,27,30,36,17,2,10000,58,0.68,0.5,0.005767,0.673135
14-28-48,14,28,48,17,2,9999,59,0.68,0.5,0.005866,0.67312
27-31-36,27,31,36,17,2,9995,63,0.68,0.5,0.006264,0.67306
13-33-34,13,33,34,17,2,9987,71,0.68,0.5,0.007059,0.672941
9-23-42,9,23,42,17,2,9976,82,0.68,0.5,0.008153,0.672777
17-30-37,17,30,37,17,2,9972,86,0.68,0.5,0.00855,0.672717
21-22-48,21,22,48,17,2,9966,92,0.68,0.5,0.009147,0.672628
21-23-48,21,23,48,17,2,9966,92,0.68,0.5,0.009147,0.672628
10-12-15,10,12,15,17,2,9964,94,0.68,0.5,0.009346,0.672598
13-15-33,13,15,33,17,2,9958,100,0.68,0.5,0.009942,0.672509
39-43-48,39,43,48,17,2,9952,106,0.68,0.5,0.010539,0.672419
6-33-37,6,33,37,17,2,9929,129,0.68,0.5,0.012826,0.672076
11-15-26,11,15,26,17,2,9922,136,0.68,0.5,0.013522,0.671972
12-24-29,12,24,29,17,2,9918,140,0.68,0.5,0.013919,0.671912
30-37-42,30,37,42,17,2,9917,141,0.68,0.5,0.014019,0.671897
2-26-37,2,26,37,17,2,9907,151,0.68,0.5,0.015013,0.671748
9-24-38,9,24,38,17,2,9893,165,0.68,0.5,0.016405,0.671539
4-6-22,4,6,22,24,0,9183,875,0.96,0.0,0.086995,0.664951
2-7-30,2,7,30,20,1,10041,17,0.8,0.25,0.00169,0.664746
18-21-49,18,21,49,20,1,10039,19,0.8,0.25,0.001889,0.664717
1-30-34,1,30,34,20,1,10029,29,0.8,0.25,0.002883,0.664568
4-17-44,4,17,44,20,1,10016,42,0.8,0.25,0.004176,0.664374
4-31-44,4,31,44,20,1,10016,42,0.8,0.25,0.004176,0.664374
2-19-42,2,19,42,20,1,10015,43,0.8,0.25,0.004275,0.664359
11-24-28,11,24,28,20,1,10014,44,0.8,0.25,0.004375,0.664344
9-10-28,9,10,28,20,1,10012,46,0.8,0.25,0.004573,0.664314
14-21-49,14,21,49,20,1,9996,62,0.8,0.25,0.006164,0.664075
13-17-47,13,17,47,20,1,9988,70,0.8,0.25,0.00696,0.663956
3-20-31,3,20,31,20,1,9984,74,0.8,0.25,0.007357,0.663896
2-24-35,2,24,35,20,1,9979,79,0.8,0.25,0.007854,0.663822
27-28-46,27,28,46,20,1,9960,98,0.8,0.25,0.009743,0.663538
15-35-41,15,35,41,20,1,9958,100,0.8,0.25,0.009942,0.663509
2-9-31,2,9,31,20,1,9942,116,0.8,0.25,0.011533,0.66327
18-24-49,18,24,49,20,1,9925,133,0.8,0.25,0.013223,0.663017
11-13-35,11,13,35,20,1,9922,136,0.8,0.25,0.013522,0.662972
18-22-36,18,22,36,20,1,9915,143,0.8,0.25,0.014218,0.662867
5-12-29,5,12,29,20,1,9910,148,0.8,0.25,0.014715,0.662793
15-23-49,15,23,49,20,1,9890,168,0.8,0.25,0.016703,0.662495
3-5-45,3,5,45,20,1,9888,170,0.8,0.25,0.016902,0.662465
16-38-42,16,38,42,20,1,9885,173,0.8,0.25,0.0172,0.66242
5-22-48,5,22,48,20,1,9873,185,0.8,0.25,0.018393,0.662241
14-34-40,14,34,40,20,1,9872,186,0.8,0.25,0.018493,0.662226
1-28-37,1,28,37,20,1,9869,189,0.8,0.25,0.018791,0.662181
15-17-22,15,17,22,20,1,9840,218,0.8,0.25,0.021674,0.661749
22-24-29,22,24,29,20,1,9831,227,0.8,0.25,0.022569,0.661615
19-27-44,19,27,44,20,1,9828,230,0.8,0.25,0.022867,0.66157
42-44-49,42,44,49,20,1,9821,237,0.8,0.25,0.023563,0.661466
17-37-49,17,37,49,13,3,10053,5,0.52,0.75,0.000497,0.660925
13-23-38,13,23,38,13,3,10035,23,0.52,0.75,0.002287,0.660657
13-35-36,13,35,36,13,3,9948,110,0.52,0.75,0.010937,0.65936
23-34-48,23,34,48,13,3,9898,160,0.52,0.75,0.015908,0.658614
6-13-42,6,13,42,16,2,10058,0,0.64,0.5,0.0,0.652
26-29-40,26,29,40,16,2,10057,1,0.64,0.5,9.9e-05,0.651985
22-26-29,22,26,29,16,2,10057,1,0.64,0.5,9.9e-05,0.651985
26-39-43,26,39,43,16,2,10054,4,0.64,0.5,0.000398,0.65194
28-37-49,28,37,49,16,2,10053,5,0.64,0.5,0.000497,0.651925
15-19-26,15,19,26,16,2,10051,7,0.64,0.5,0.000696,0.651896
2-6-19,2,6,19,16,2,10051,7,0.64,0.5,0.000696,0.651896
7-46-49,7,46,49,16,2,10048,10,0.64,0.5,0.000994,0.651851
36-45-46,36,45,46,23,0,9779,279,0.92,0.0,0.027739,0.651839
8-42-49,8,42,49,16,2,10045,13,0.64,0.5,0.001293,0.651806
23-27-42,23,27,42,16,2,10044,14,0.64,0.5,0.001392,0.651791
38-48-49,38,48,49,16,2,10039,19,0.64,0.5,0.001889,0.651717
6-22-45,6,22,45,16,2,10037,21,0.64,0.5,0.002088,0.651687
38-40-49,38,40,49,16,2,10035,23,0.64,0.5,0.002287,0.651657
23-24-42,23,24,42,16,2,10031,27,0.64,0.5,0.002684,0.651597
30-34-37,30,34,37,16,2,10029,29,0.64,0.5,0.002883,0.651568
4-22-48,4,22,48,16,2,10028,30,0.64,0.5,0.002983,0.651553
7-44-48,7,44,48,23,0,9757,301,0.92,0.0,0.029926,0.651511
2-11-18,2,11,18,16,2,10015,43,0.64,0.5,0.004275,0.651359
20-22-24,20,22,24,16,2,10008,50,0.64,0.5,0.004971,0.651254
11-15-44,11,15,44,16,2,10005,53,0.64,0.5,0.005269,0.65121
2-8-39,2,8,39,16,2,10004,54,0.64,0.5,0.005369,0.651195
10-20-30,10,20,30,16,2,10003,55,0.64,0.5,0.005468,0.65118
6-19-29,6,19,29,16,2,10001,57,0.64,0.5,0.005667,0.65115
14-21-48,14,21,48,16,2,9999,59,0.64,0.5,0.005866,0.65112
12-34-37,12,34,37,16,2,9992,66,0.64,0.5,0.006562,0.651016
25-28-37,25,28,37,16,2,9982,76,0.64,0.5,0.007556,0.650867
8-13-35,8,13,35,16,2,9958,100,0.64,0.5,0.009942,0.650509
8-13-15,8,13,15,16,2,9958,100,0.64,0.5,0.009942,0.650509
5-43-45,5,43,45,16,2,9950,108,0.64,0.5,0.010738,0.650389
3-43-45,3,43,45,16,2,9945,113,0.64,0.5,0.011235,0.650315
16-17-35,16,17,35,16,2,9944,114,0.64,0.5,0.011334,0.6503
8-26-29,8,26,29,16,2,9928,130,0.64,0.5,0.012925,0.650061
22-36-42,22,36,42,16,2,9912,146,0.64,0.5,0.014516,0.649823
11-19-36,11,19,36,16,2,9912,146,0.64,0.5,0.014516,0.649823
3-15-35,3,15,35,16,2,9904,154,0.64,0.5,0.015311,0.649703
22-47-48,22,47,48,16,2,9896,162,0.64,0.5,0.016107,0.649584
13-36-43,13,36,43,16,2,9887,171,0.64,0.5,0.017001,0.64945
2-23-45,2,23,45,16,2,9883,175,0.64,0.5,0.017399,0.64939
4-5-23,4,5,23,16,2,9864,194,0.64,0.5,0.019288,0.649107
12-22-24,12,22,24,16,2,9831,227,0.64,0.5,0.022569,0.648615
16-38-43,16,38,43,23,0,9390,668,0.92,0.0,0.066415,0.646038
26-40-42,26,40,42,19,1,10057,1,0.76,0.25,9.9e-05,0.642985
1-8-42,1,8,42,19,1,10056,2,0.76,0.25,0.000199,0.64297
1-10-16,1,10,16,19,1,10055,3,0.76,0.25,0.000298,0.642955
1-5-46,1,5,46,19,1,10048,10,0.76,0.25,0.000994,0.642851
13-14-36,13,14,36,19,1,10044,14,0.76,0.25,0.001392,0.642791
6-7-12,6,7,12,19,1,10036,22,0.76,0.25,0.002187,0.642672
5-37-49,5,37,49,19,1,10027,31,0.76,0.25,0.003082,0.642538
5-36-37,5,36,37,19,1,10027,31,0.76,0.25,0.003082,0.642538
12-20-49,12,20,49,19,1,10020,38,0.76,0.25,0.003778,0.642433
11-28-36,11,28,36,19,1,10014,44,0.76,0.25,0.004375,0.642344
16-24-27,16,24,27,19,1,10000,58,0.76,0.25,0.005767,0.642135
3-33-47,3,33,47,19,1,9998,60,0.76,0.25,0.005965,0.642105
5-28-43,5,28,43,19,1,9989,69,0.76,0.25,0.00686,0.641971
12-18-39,12,18,39,19,1,9962,96,0.76,0.25,0.009545,0.641568
6-33-49,6,33,49,23,0,9082,976,0.92,0.0,0.097037,0.641444
4-13-17,4,13,17,19,1,9953,105,0.76,0.25,0.010439,0.641434
33-41-49,33,41,49,19,1,9947,111,0.76,0.25,0.011036,0.641345
11-28-45,11,28,45,19,1,9945,113,0.76,0.25,0.011235,0.641315
19-26-49,19,26,49,19,1,9935,123,0.76,0.25,0.012229,0.641166
12-19-49,12,19,49,19,1,9935,123,0.76,0.25,0.012229,0.641166
16-34-39,16,34,39,19,1,9920,138,0.76,0.25,0.01372,0.640942
10-39-41,10,39,41,19,1,9919,139,0.76,0.25,0.01382,0.640927
8-22-41,8,22,41,19,1,9914,144,0.76,0.25,0.014317,0.640852
13-16-34,13,16,34,19,1,9898,160,0.76,0.25,0.015908,0.640614
4-22-47,4,22,47,19,1,9896,162,0.76,0.25,0.016107,0.640584
35-44-47,35,44,47,19,1,9894,164,0.76,0.25,0.016305,0.640554
3-9-15,3,9,15,19,1,9894,164,0.76,0.25,0.016305,0.640554
9-35-44,9,35,44,19,1,9894,164,0.76,0.25,0.016305,0.640554
2-18-34,2,18,34,19,1,9891,167,0.76,0.25,0.016604,0.640509
18-29-42,18,29,42,19,1,9891,167,0.76,0.25,0.016604,0.640509
4-21-22,4,21,22,19,1,9868,190,0.76,0.25,0.01889,0.640166
23-28-35,23,28,35,19,1,9864,194,0.76,0.25,0.019288,0.640107
29-30-36,29,30,36,19,1,9850,208,0.76,0.25,0.02068,0.639898
16-17-24,16,17,24,19,1,9849,209,0.76,0.25,0.020779,0.639883
26-29-38,26,29,38,19,1,9846,212,0.76,0.25,0.021078,0.639838
17-30-33,17,30,33,19,1,9838,220,0.76,0.25,0.021873,0.639719
14-32-34,14,32,34,19,1,9837,221,0.76,0.25,0.021973,0.639704
38-39-44,38,39,44,19,1,9832,226,0.76,0.25,0.02247,0.63963
6-26-40,6,26,40,19,1,9826,232,0.76,0.25,0.023066,0.63954
6-16-45,6,16,45,19,1,9824,234,0.76,0.25,0.023265,0.63951
36-37-48,36,37,48,19,1,9817,241,0.76,0.25,0.023961,0.639406
3-23-28,3,23,28,19,1,9809,249,0.76,0.25,0.024756,0.639287
2-16-23,2,16,23,12,3,10041,17,0.48,0.75,0.00169,0.638746
13-22-48,13,22,48,12,3,10028,30,0.48,0.75,0.002983,0.638553
22-37-46,22,37,46,12,3,10017,41,0.48,0.75,0.004076,0.638389
22-36-43,22,36,43,12,3,9952,106,0.48,0.75,0.010539,0.637419
4-11-46,4,11,46,22,0,9797,261,0.88,0.0,0.025949,0.630108
28-35-49,28,35,49,15,2,10053,5,0.6,0.5,0.000497,0.629925
8-45-46,8,45,46,15,2,10050,8,0.6,0.5,0.000795,0.629881
9-43-46,9,43,46,15,2,10050,8,0.6,0.5,0.000795,0.629881
38-45-46,38,45,46,15,2,10050,8,0.6,0.5,0.000795,0.629881
17-39-45,17,39,45,15,2,10049,9,0.6,0.5,0.000895,0.629866
13-38-42,13,38,42,15,2,10047,11,0.6,0.5,0.001094,0.629836
21-38-49,21,38,49,15,2,10039,19,0.6,0.5,0.001889,0.629717
4-24-34,4,24,34,15,2,10029,29,0.6,0.5,0.002883,0.629568
14-36-37,14,36,37,15,2,10025,33,0.6,0.5,0.003281,0.629508
21-36-37,21,36,37,15,2,10025,33,0.6,0.5,0.003281,0.629508
22-25-37,22,25,37,15,2,10023,35,0.6,0.5,0.00348,0.629478
16-23-39,16,23,39,15,2,10021,37,0.6,0.5,0.003679,0.629448
16-18-39,16,18,39,15,2,10021,37,0.6,0.5,0.003679,0.629448
3-44-47,3,44,47,15,2,10018,40,0.6,0.5,0.003977,0.629403
5-28-48,5,28,48,15,2,10009,49,0.6,0.5,0.004872,0.629269
2-6-29,2,6,29,15,2,10004,54,0.6,0.5,0.005369,0.629195
3-15-47,3,15,47,15,2,9998,60,0.6,0.5,0.005965,0.629105
26-28-30,26,28,30,22,0,9729,329,0.88,0.0,0.03271,0.629093
27-35-36,27,35,36,15,2,9995,63,0.6,0.5,0.006264,0.62906
3-9-35,3,9,35,15,2,9995,63,0.6,0.5,0.006264,0.62906
6-18-23,6,18,23,15,2,9993,65,0.6,0.5,0.006463,0.629031
16-34-40,16,34,40,15,2,9992,66,0.6,0.5,0.006562,0.629016
13-14-29,13,14,29,22,0,9723,335,0.88,0.0,0.033307,0.629004
4-12-30,4,12,30,15,2,9986,72,0.6,0.5,0.007158,0.628926
1-19-25,1,19,25,22,0,9717,341,0.88,0.0,0.033903,0.628914
3-25-28,3,25,28,15,2,9985,73,0.6,0.5,0.007258,0.628911
20-24-46,20,24,46,15,2,9984,74,0.6,0.5,0.007357,0.628896
24-25-37,24,25,37,15,2,9982,76,0.6,0.5,0.007556,0.628867
17-25-37,17,25,37,15,2,9982,76,0.6,0.5,0.007556,0.628867
16-41-45,16,41,45,15,2,9978,80,0.6,0.5,0.007954,0.628807
25-28-43,25,28,43,15,2,9973,85,0.6,0.5,0.008451,0.628732
4-10-47,4,10,47,15,2,9970,88,0.6,0.5,0.008749,0.628688
11-22-29,11,22,29,15,2,9965,93,0.6,0.5,0.009246,0.628613
21-30-46,21,30,46,15,2,9963,95,0.6,0.5,0.009445,0.628583
5-22-29,5,22,29,15,2,9957,101,0.6,0.5,0.010042,0.628494
5-17-40,5,17,40,15,2,9946,112,0.6,0.5,0.011135,0.62833
5-21-40,5,21,40,15,2,9946,112,0.6,0.5,0.011135,0.62833
10-30-42,10,30,42,15,2,9943,115,0.6,0.5,0.011434,0.628285
1-29-38,1,29,38,15,2,9936,122,0.6,0.5,0.01213,0.628181
24-38-49,24,38,49,15,2,9925,133,0.6,0.5,0.013223,0.628017
6-31-37,6,31,37,15,2,9911,147,0.6,0.5,0.014615,0.627808
12-29-47,12,29,47,15,2,9910,148,0.6,0.5,0.014715,0.627793
17-31-37,17,31,37,15,2,9907,151,0.6,0.5,0.015013,0.627748
13-34-48,13,34,48,15,2,9898,160,0.6,0.5,0.015908,0.627614
5-6-26,5,6,26,15,2,9882,176,0.6,0.5,0.017499,0.627375
11-32-41,11,32,41,22,0,9600,458,0.88,0.0,0.045536,0.62717
2-22-27,2,22,27,15,2,9868,190,0.6,0.5,0.01889,0.627166
5-28-35,5,28,35,15,2,9864,194,0.6,0.5,0.019288,0.627107
37-46-48,37,46,48,15,2,9842,216,0.6,0.5,0.021475,0.626779
46-47-48,46,47,48,15,2,9842,216,0.6,0.5,0.021475,0.626779
33-37-49,33,37,49,22,0,9447,611,0.88,0.0,0.060748,0.624888
2-9-45,2,9,45,22,0,9379,679,0.88,0.0,0.067508,0.623874
26-29-30,26,29,30,22,0,9308,750,0.88,0.0,0.074568,0.622815
14-26-29,14,26,29,22,0,9257,801,0.88,0.0,0.079638,0.622054
6-19-42,6,19,42,18,1,10058,0,0.72,0.25,0.0,0.621
1-11-16,1,11,16,18,1,10055,3,0.72,0.25,0.000298,0.620955
1-30-43,1,30,43,18,1,10054,4,0.72,0.25,0.000398,0.62094
38-43-45,38,43,45,18,1,10050,8,0.72,0.25,0.000795,0.620881
5-7-42,5,7,42,18,1,10047,11,0.72,0.25,0.001094,0.620836
1-6-12,1,6,12,18,1,10036,22,0.72,0.25,0.002187,0.620672
1-40-49,1,40,49,18,1,10030,28,0.72,0.25,0.002784,0.620582
15-36-49,15,36,49,18,1,10027,31,0.72,0.25,0.003082,0.620538
21-24-36,21,24,36,18,1,10025,33,0.72,0.25,0.003281,0.620508
25-45-48,25,45,48,18,1,10023,35,0.72,0.25,0.00348,0.620478
25-44-48,25,44,48,18,1,10023,35,0.72,0.25,0.00348,0.620478
17-18-22,17,18,22,18,1,10017,41,0.72,0.25,0.004076,0.620389
11-24-37,11,24,37,18,1,10014,44,0.72,0.25,0.004375,0.620344
11-24-46,11,24,46,18,1,10014,44,0.72,0.25,0.004375,0.620344
15-22-40,15,22,40,22,0,9139,919,0.88,0.0,0.09137,0.620294
5-46-48,5,46,48,18,1,10009,49,0.72,0.25,0.004872,0.620269
15-38-40,15,38,40,18,1,10005,53,0.72,0.25,0.005269,0.62021
24-31-48,24,31,48,18,1,10002,56,0.72,0.25,0.005568,0.620165
9-35-36,9,35,36,18,1,9995,63,0.72,0.25,0.006264,0.62006
14-20-27,14,20,27,18,1,9994,64,0.72,0.25,0.006363,0.620046
14-20-35,14,20,35,18,1,9994,64,0.72,0.25,0.006363,0.620046
4-10-25,4,10,25,18,1,9993,65,0.72,0.25,0.006463,0.620031
12-26-37,12,26,37,18,1,9992,66,0.72,0.25,0.006562,0.620016
17-30-42,17,30,42,18,1,9991,67,0.72,0.25,0.006661,0.620001
34-42-44,34,42,44,18,1,9976,82,0.72,0.25,0.008153,0.619777
15-21-37,15,21,37,18,1,9969,89,0.72,0.25,0.008849,0.619673
8-22-29,8,22,29,18,1,9957,101,0.72,0.25,0.010042,0.619494
9-14-23,9,14,23,18,1,9955,103,0.72,0.25,0.010241,0.619464
4-17-27,4,17,27,18,1,9953,105,0.72,0.25,0.010439,0.619434
43-44-45,43,44,45,18,1,9950,108,0.72,0.25,0.010738,0.619389
2-6-42,2,6,42,18,1,9943,115,0.72,0.25,0.011434,0.619285
15-24-49,15,24,49,18,1,9939,119,0.72,0.25,0.011831,0.619225
8-41-46,8,41,46,18,1,9937,121,0.72,0.25,0.01203,0.619195
1-28-44,1,28,44,18,1,9936,122,0.72,0.25,0.01213,0.619181
25-34-38,25,34,38,18,1,9931,127,0.72,0.25,0.012627,0.619106
11-13-15,11,13,15,18,1,9922,136,0.72,0.25,0.013522,0.618972
10-41-48,10,41,48,18,1,9919,139,0.72,0.25,0.01382,0.618927
2-11-24,2,11,24,18,1,9918,140,0.72,0.25,0.013919,0.618912
11-12-24,11,12,24,18,1,9918,140,0.72,0.25,0.013919,0.618912
18-22-44,18,22,44,18,1,9915,143,0.72,0.25,0.014218,0.618867
9-31-43,9,31,43,18,1,9913,145,0.72,0.25,0.014416,0.618838
2-17-31,2,17,31,18,1,9907,151,0.72,0.25,0.015013,0.618748
7-39-49,7,39,49,18,1,9906,152,0.72,0.25,0.015112,0.618733
33-39-49,33,39,49,18,1,9906,152,0.72,0.25,0.015112,0.618733
7-10-33,7,10,33,18,1,9906,152,0.72,0.25,0.015112,0.618733
4-37-44,4,37,44,22,0,9026,1032,0.88,0.0,0.102605,0.618609
6-7-45,6,7,45,18,1,9895,163,0.72,0.25,0.016206,0.618569
9-22-42,9,22,42,18,1,9893,165,0.72,0.25,0.016405,0.618539
26-29-45,26,29,45,18,1,9888,170,0.72,0.25,0.016902,0.618465
4-6-8,4,6,8,18,1,9884,174,0.72,0.25,0.0173,0.618405
2-12-34,2,12,34,18,1,9883,175,0.72,0.25,0.017399,0.61839
2-20-34,2,20,34,18,1,9883,175,0.72,0.25,0.017399,0.61839
1-18-42,1,18,42,18,1,9869,189,0.72,0.25,0.018791,0.618181
2-13-25,2,13,25,18,1,9867,191,0.72,0.25,0.01899,0.618152
18-27-41,18,27,41,18,1,9860,198,0.72,0.25,0.019686,0.618047
1-26-29,1,26,29,18,1,9846,212,0.72,0.25,0.021078,0.617838
11-15-27,11,15,27,18,1,9845,213,0.72,0.25,0.021177,0.617823
11-27-47,11,27,47,18,1,9845,213,0.72,0.25,0.021177,0.617823
15-20-38,15,20,38,18,1,9843,215,0.72,0.25,0.021376,0.617794
15-28-43,15,28,43,18,1,9841,217,0.72,0.25,0.021575,0.617764
4-17-48,4,17,48,18,1,9839,219,0.72,0.25,0.021774,0.617734
