draw_id,date,n1,n2,n3,n4,n5,n6,year,draw_number,draw_position,source_url
4154,,3,8,31,37,40,46,1998,29,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4155,,15,17,18,22,35,36,1998,29,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4156,,5,16,19,20,35,38,1998,29,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4157,,8,14,15,20,28,38,1998,30,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4158,,2,7,14,15,36,49,1998,30,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4159,,1,7,35,40,41,48,1998,30,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4160,,9,11,20,30,33,35,1998,31,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4161,,13,15,28,35,39,41,1998,31,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4162,,3,11,14,22,26,38,1998,31,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4163,,2,3,13,18,22,41,1998,32,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4164,,6,10,17,18,42,44,1998,32,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4165,,11,13,17,25,26,42,1998,32,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4166,,2,19,28,32,33,39,1998,33,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4167,,8,11,21,32,41,44,1998,33,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4168,,1,3,4,13,19,37,1998,33,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4169,,20,23,26,41,42,43,1998,34,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4170,,2,16,23,38,47,49,1998,34,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4171,,1,2,14,20,21,33,1998,34,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4172,,4,7,15,22,32,35,1998,35,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4173,,4,26,29,32,34,36,1998,35,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4174,,4,13,25,31,39,45,1998,35,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4175,,2,11,25,26,39,43,1998,36,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4176,,6,8,13,27,33,40,1998,36,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4177,,7,13,14,16,29,45,1998,36,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4178,,9,11,15,29,30,36,1998,37,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4179,,6,13,14,18,41,44,1998,37,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4180,,9,19,33,36,44,49,1998,37,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4181,,5,6,21,22,23,26,1998,38,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4182,,8,13,25,28,34,41,1998,38,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4183,,8,13,17,30,34,39,1998,38,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4184,,21,27,30,35,44,47,1998,39,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4185,,9,21,28,29,35,36,1998,39,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4186,,18,21,26,27,33,42,1998,39,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4187,,5,12,23,31,38,47,1998,40,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4188,,3,23,24,27,38,41,1998,40,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4189,,2,14,28,32,46,48,1998,40,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4190,,4,17,23,26,41,45,1998,41,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4191,,6,16,26,28,33,46,1998,41,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4192,,4,16,20,32,38,44,1998,41,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4193,,7,13,14,18,21,32,1998,42,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4194,,6,11,28,30,32,35,1998,42,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4195,,1,8,16,29,42,44,1998,42,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4196,,6,10,13,19,21,27,1998,43,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4197,,11,18,35,39,44,47,1998,43,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4198,,2,11,13,32,36,41,1998,43,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4199,,31,32,34,40,45,49,1998,44,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4200,,13,19,21,25,45,47,1998,44,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4201,,19,24,29,38,40,44,1998,44,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4202,,17,26,29,34,38,48,1998,45,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4203,,5,17,27,30,43,45,1998,45,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4204,,11,17,22,25,37,43,1998,45,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4205,,8,14,15,23,26,47,1998,46,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4206,,9,13,15,25,31,46,1998,46,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4207,,15,22,25,32,39,44,1998,46,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4208,,6,8,14,35,45,46,1998,47,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4209,,26,27,29,30,38,48,1998,47,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4210,,1,2,21,25,27,46,1998,47,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4211,,3,4,10,35,41,43,1998,48,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4212,,3,8,28,32,40,49,1998,48,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4213,,2,3,16,22,27,43,1998,48,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4214,,1,4,41,45,46,47,1998,49,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4215,,6,8,11,16,25,40,1998,49,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4216,,2,11,13,18,21,37,1998,49,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4217,,14,34,36,37,41,46,1998,50,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4218,,5,16,25,38,43,48,1998,50,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4219,,4,5,8,9,10,46,1998,50,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4220,,6,12,18,23,30,49,1998,51,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4221,,9,18,22,26,29,48,1998,51,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4222,,3,6,14,25,27,30,1998,51,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4223,,4,5,9,12,31,40,1998,52,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4224,,16,21,23,24,27,28,1998,52,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4225,,9,21,30,37,41,43,1998,52,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4226,,2,8,13,17,28,41,1998,53,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4227,,7,10,20,21,26,38,1998,53,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4228,,2,10,23,34,38,40,1998,53,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4229,,1,6,11,21,39,44,1998,54,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4230,,13,14,31,35,39,49,1998,54,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4231,,11,34,39,41,45,48,1998,54,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4232,,4,21,38,39,46,48,1998,55,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4233,,2,16,21,29,31,46,1998,55,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4234,,7,10,19,23,43,49,1998,55,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4235,,16,17,18,23,27,34,1998,56,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4236,,11,26,31,34,35,43,1998,56,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4237,,2,9,12,30,45,49,1998,56,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4238,,2,12,23,32,38,42,1998,57,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4239,,3,5,15,36,38,43,1998,57,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4240,,15,21,22,37,40,45,1998,57,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4241,,6,14,17,19,26,42,1998,58,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4242,,19,23,27,28,37,41,1998,58,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4243,,3,17,34,35,42,47,1998,58,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4244,,11,20,21,28,30,39,1998,59,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4245,,4,9,15,25,29,35,1998,59,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4246,,4,11,28,35,37,41,1998,59,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4247,,9,14,15,18,38,42,1998,60,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4248,,6,11,16,18,23,24,1998,60,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4249,,23,25,36,38,40,46,1998,60,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4250,,10,26,29,31,32,49,1998,61,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4251,,17,22,25,28,29,37,1998,61,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4252,,2,16,30,31,41,44,1998,61,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4253,,3,14,26,34,37,47,1998,62,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4254,,3,18,28,29,35,47,1998,62,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4255,,6,22,29,31,34,38,1998,62,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4256,,11,24,27,28,39,40,1998,63,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4257,,3,12,19,41,44,46,1998,63,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4258,,5,17,25,27,45,48,1998,64,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4259,,6,18,23,26,27,39,1998,64,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4260,,6,11,17,24,34,41,1998,65,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4261,,2,23,27,33,42,46,1998,66,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4262,,5,24,27,39,43,49,1998,66,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4263,,8,19,22,23,33,36,1998,67,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4264,,20,28,32,33,39,49,1998,67,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4265,,6,24,40,42,45,49,1998,68,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4266,,16,24,27,38,41,45,1998,68,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4267,,15,30,37,40,44,49,1998,68,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4268,,15,34,35,36,40,41,1998,69,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4269,,6,30,33,34,42,48,1998,69,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4270,,1,20,21,27,41,44,1998,70,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4271,,3,11,33,34,44,47,1998,71,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4272,,4,24,40,42,44,47,1998,71,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4273,,4,13,22,32,39,43,1998,71,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4274,,6,10,19,35,38,40,1998,72,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4275,,12,36,38,42,43,47,1998,72,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4276,,15,23,31,33,41,49,1998,72,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4277,,3,18,23,27,30,37,1998,73,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4278,,6,20,26,29,40,45,1998,73,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4279,,9,10,15,21,35,47,1998,73,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4280,,2,3,13,22,33,48,1998,74,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4281,,3,23,26,28,34,47,1998,74,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4282,,4,7,14,20,23,26,1998,74,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4283,,2,13,19,20,21,29,1998,75,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4284,,15,30,41,42,47,48,1998,75,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4285,,1,6,24,40,42,48,1998,75,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4286,,9,10,11,34,37,38,1998,76,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4287,,4,8,29,38,43,48,1998,76,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4288,,8,11,14,23,35,43,1998,76,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4289,,4,12,19,27,32,49,1998,77,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4290,,1,17,23,27,41,44,1998,77,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4291,,3,8,18,19,29,38,1998,77,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4292,,14,26,29,39,41,49,1998,78,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4293,,2,9,13,26,40,42,1998,78,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4294,,6,9,17,28,39,45,1998,78,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4295,,7,9,15,21,29,46,1998,79,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4296,,1,5,7,14,25,38,1998,79,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4297,,1,2,11,18,37,39,1998,79,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4298,,4,6,7,12,31,43,1998,80,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4299,,4,6,10,22,40,48,1998,80,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4300,,2,4,11,21,37,38,1998,80,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4301,,15,18,21,25,45,49,1998,81,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4302,,10,12,29,31,32,47,1998,81,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4303,,10,18,28,31,36,39,1998,81,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4304,,21,36,38,41,44,45,1998,82,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4305,,1,12,19,36,41,43,1998,82,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4306,,11,20,37,43,46,47,1998,82,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4307,,4,24,25,34,38,44,1998,83,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4308,,8,14,20,25,41,44,1998,83,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4309,,6,13,15,16,28,30,1998,83,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4310,,14,15,29,34,38,47,1998,84,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4311,,3,4,18,21,25,27,1998,84,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4312,,5,9,24,26,31,41,1998,84,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4313,,3,17,21,22,33,49,1998,85,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4314,,3,11,22,29,41,49,1998,85,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4315,,9,19,22,28,43,46,1998,85,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4316,,8,15,35,41,42,47,1998,86,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4317,,8,9,16,26,36,41,1998,86,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4318,,4,16,25,34,43,45,1998,86,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4319,,1,26,29,40,44,46,1998,87,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4320,,3,10,28,30,36,42,1998,87,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4321,,17,19,28,29,36,37,1998,87,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4322,,3,4,19,36,44,49,1998,88,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4323,,10,21,27,32,34,46,1998,88,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4324,,2,11,23,29,40,43,1998,88,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4325,,1,16,24,31,34,40,1998,89,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4326,,5,11,12,28,32,46,1998,89,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4327,,9,21,22,29,32,35,1998,89,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4328,,7,9,17,19,30,32,1998,90,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4329,,17,22,31,32,39,49,1998,90,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4330,,2,3,14,19,20,41,1998,90,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4331,,12,23,27,35,41,43,1998,91,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4332,,3,22,23,29,44,46,1998,91,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4333,,2,12,17,32,35,36,1998,91,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4334,,6,15,30,36,38,45,1998,92,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4335,,9,14,19,23,26,27,1998,92,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4336,,2,14,19,20,21,22,1998,92,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4337,,7,15,19,20,24,39,1998,93,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4338,,3,9,16,45,46,49,1998,93,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4339,,3,4,5,12,36,45,1998,93,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4340,,5,8,15,36,37,47,1998,94,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4341,,8,9,18,19,23,38,1998,94,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4342,,12,17,18,29,37,43,1998,94,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4343,,4,7,30,31,37,42,1998,95,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4344,,8,19,23,31,36,39,1998,95,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4345,,2,15,26,29,40,49,1998,95,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4346,,28,33,35,42,43,47,1998,96,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4347,,12,18,24,40,48,49,1998,96,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4348,,5,10,15,24,36,42,1998,96,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4349,,6,12,14,15,17,38,1998,97,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4350,,10,12,13,15,29,47,1998,97,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4351,,7,8,24,26,41,46,1998,97,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4352,,4,14,36,38,39,41,1998,98,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4353,,3,13,14,24,32,49,1998,98,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4354,,4,21,27,28,29,42,1998,98,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4355,,12,16,38,41,43,47,1998,99,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4356,,1,3,14,29,34,48,1998,99,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4357,,5,7,8,14,21,37,1998,99,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4358,,9,17,20,40,43,49,1998,100,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4359,,20,23,31,44,46,48,1998,100,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4360,,5,13,14,25,29,36,1998,100,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4361,,33,40,44,46,47,48,1998,101,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4362,,15,17,22,25,45,49,1998,101,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4363,,5,12,17,21,24,31,1998,101,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4364,,4,20,30,37,47,49,1998,102,1,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4365,,15,18,21,29,31,34,1998,102,2,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4366,,16,21,25,33,34,39,1998,102,3,https://info.toto.bg/content/files/stats-tiraji/649_98.txt
4367,,14,19,37,38,40,41,1999,1,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4368,,8,10,13,44,48,49,1999,1,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4369,,2,9,13,18,26,34,1999,1,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4370,,6,11,16,19,26,41,1999,2,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4371,,2,3,9,12,30,37,1999,2,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4372,,27,29,30,39,47,48,1999,2,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4373,,3,36,39,41,44,45,1999,3,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4374,,10,13,23,33,43,46,1999,3,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4375,,20,29,31,34,35,47,1999,3,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4376,,11,16,19,20,43,49,1999,4,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4377,,6,11,21,39,45,49,1999,4,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4378,,5,9,27,38,43,49,1999,4,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4379,,13,14,29,34,38,45,1999,5,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4380,,10,14,25,28,31,42,1999,5,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4381,,10,11,19,21,39,42,1999,5,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4382,,21,26,29,30,42,47,1999,6,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4383,,18,19,23,43,45,48,1999,6,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4384,,11,21,24,32,38,41,1999,6,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4385,,3,12,17,23,35,47,1999,7,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4386,,3,26,29,39,43,47,1999,7,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4387,,4,9,20,22,43,47,1999,7,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4388,,4,6,8,35,37,44,1999,8,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4389,,11,22,28,36,41,42,1999,8,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4390,,1,7,10,21,37,40,1999,8,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4391,,1,3,19,22,34,35,1999,9,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4392,,11,26,27,28,35,47,1999,9,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4393,,6,15,21,24,26,41,1999,9,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4394,,3,10,11,15,35,40,1999,10,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4395,,3,4,18,24,35,48,1999,10,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4396,,6,24,26,28,34,42,1999,10,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4397,,13,27,31,34,44,45,1999,11,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4398,,1,21,25,27,37,47,1999,11,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4399,,5,10,14,20,43,45,1999,11,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4400,,1,5,25,37,38,48,1999,12,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4401,,4,5,9,25,33,45,1999,12,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4402,,1,7,26,31,32,35,1999,12,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4403,,2,5,9,12,20,34,1999,13,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4404,,7,9,32,40,44,49,1999,13,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4405,,1,11,16,34,47,49,1999,13,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4406,,6,12,16,21,36,47,1999,14,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4407,,6,22,23,24,30,45,1999,14,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4408,,6,11,23,24,42,47,1999,14,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4409,,22,26,28,29,32,36,1999,15,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4410,,2,18,22,27,45,49,1999,15,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4411,,2,6,24,32,34,42,1999,15,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4412,,1,3,4,15,26,46,1999,16,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4413,,16,27,28,35,43,47,1999,16,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4414,,3,9,18,22,34,41,1999,16,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4415,,9,14,22,27,42,44,1999,17,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4416,,1,9,21,39,40,49,1999,17,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4417,,3,5,17,21,34,44,1999,17,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4418,,12,15,17,21,34,41,1999,18,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4419,,3,8,10,12,21,33,1999,18,2,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4420,,14,19,27,33,35,38,1999,18,3,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
4421,,17,24,30,33,38,45,1999,19,1,https://info.toto.bg/content/files/stats-tiraji/649_99.txt
