draw_event_id,source_draw_id,date,year,draw_number,drawing_no,n1,n2,n3,n4,n5,n6,bonus_number,source_url,rules_version,data_status
1985-044-2,2600,,1985,44,2,2,14,20,22,28,46,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-045-1,2601,,1985,45,1,7,9,22,31,37,42,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-045-2,2602,,1985,45,2,3,9,11,20,26,27,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-046-1,2603,,1985,46,1,13,22,24,33,37,46,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-046-2,2604,,1985,46,2,7,9,19,21,36,38,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-047-1,2605,,1985,47,1,7,19,27,35,47,48,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-047-2,2606,,1985,47,2,5,10,18,20,35,46,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-048-1,2607,,1985,48,1,8,28,34,37,42,49,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-048-2,2608,,1985,48,2,11,20,42,44,48,49,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-049-1,2609,,1985,49,1,4,9,23,34,35,42,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-049-2,2610,,1985,49,2,17,34,35,40,46,49,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-050-1,2611,,1985,50,1,1,5,7,28,33,34,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-050-2,2612,,1985,50,2,15,18,23,24,29,49,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-051-1,2613,,1985,51,1,1,7,15,28,35,43,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-051-2,2614,,1985,51,2,7,8,28,37,48,49,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-601-1,2615,,1985,601,1,4,7,11,18,47,48,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-601-2,2616,,1985,601,2,4,8,16,35,38,48,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-602-1,2617,,1985,602,1,5,11,12,21,32,40,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-602-2,2618,,1985,602,2,1,6,8,24,33,40,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-603-1,2619,,1985,603,1,11,21,27,30,40,49,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-603-2,2620,,1985,603,2,1,10,18,21,27,44,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-604-1,2621,,1985,604,1,5,8,27,43,46,47,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-604-2,2622,,1985,604,2,5,11,25,29,32,43,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-604-3,2623,,1985,604,3,4,9,14,20,27,29,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-604-4,2624,,1985,604,4,4,8,15,22,47,48,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-605-1,2625,,1985,605,1,9,10,15,24,28,44,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-605-2,2626,,1985,605,2,7,17,25,36,39,43,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-606-1,2627,,1985,606,1,6,11,16,42,47,49,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1985-606-2,2628,,1985,606,2,2,18,28,31,44,45,,raw:bst_649_1985.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-001-1,2629,,1986,1,1,23,24,43,44,46,48,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-001-2,2630,,1986,1,2,14,27,30,31,33,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-002-1,2631,,1986,2,1,24,26,27,30,32,40,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-002-2,2632,,1986,2,2,2,18,20,22,29,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-003-1,2633,,1986,3,1,2,23,25,28,40,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-003-2,2634,,1986,3,2,3,4,13,38,39,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-004-1,2635,,1986,4,1,3,11,14,29,45,48,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-004-2,2636,,1986,4,2,23,25,27,28,30,33,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-005-1,2637,,1986,5,1,2,3,19,27,31,44,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-005-2,2638,,1986,5,2,9,11,27,28,32,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-006-1,2639,,1986,6,1,1,5,21,30,33,36,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-006-2,2640,,1986,6,2,8,17,22,28,43,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-007-1,2641,,1986,7,1,7,12,17,32,38,40,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-007-2,2642,,1986,7,2,10,15,16,44,47,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-008-1,2643,,1986,8,1,3,11,14,35,37,42,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-008-2,2644,,1986,8,2,3,4,9,16,20,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-009-1,2645,,1986,9,1,2,10,14,20,28,34,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-009-2,2646,,1986,9,2,1,4,6,37,38,42,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-010-1,2647,,1986,10,1,5,8,18,32,33,37,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-010-2,2648,,1986,10,2,10,18,20,27,28,41,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-011-1,2649,,1986,11,1,7,9,12,25,26,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-011-2,2650,,1986,11,2,20,21,25,34,40,44,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-012-1,2651,,1986,12,1,8,14,17,20,28,38,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-012-2,2652,,1986,12,2,13,14,17,44,45,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-013-1,2653,,1986,13,1,2,27,30,36,37,45,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-013-2,2654,,1986,13,2,11,35,36,39,46,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-014-1,2655,,1986,14,1,3,4,7,13,19,34,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-014-2,2656,,1986,14,2,29,31,35,38,42,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-015-1,2657,,1986,15,1,3,18,22,30,33,36,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-015-2,2658,,1986,15,2,12,15,20,31,33,37,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-016-1,2659,,1986,16,1,4,13,17,21,37,41,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-016-2,2660,,1986,16,2,14,19,28,33,37,48,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-017-1,2661,,1986,17,1,3,4,6,8,35,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-017-2,2662,,1986,17,2,9,23,36,37,40,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-018-1,2663,,1986,18,1,14,16,23,28,35,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-018-2,2664,,1986,18,2,8,15,21,34,44,45,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-019-1,2665,,1986,19,1,7,16,25,36,43,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-019-2,2666,,1986,19,2,1,10,13,15,25,32,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-020-1,2667,,1986,20,1,1,20,24,41,43,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-020-2,2668,,1986,20,2,12,13,18,34,39,40,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-021-1,2669,,1986,21,1,1,3,4,18,26,39,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-021-2,2670,,1986,21,2,1,5,16,37,38,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-022-1,2671,,1986,22,1,17,27,34,35,42,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-022-2,2672,,1986,22,2,9,15,21,28,43,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-023-1,2673,,1986,23,1,34,35,44,46,47,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-023-2,2674,,1986,23,2,8,29,37,43,44,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-024-1,2675,,1986,24,1,1,2,5,6,23,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-024-2,2676,,1986,24,2,3,6,16,29,33,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-025-1,2677,,1986,25,1,7,12,17,34,35,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-025-2,2678,,1986,25,2,1,7,9,13,28,43,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-026-1,2679,,1986,26,1,5,8,11,15,34,37,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-026-2,2680,,1986,26,2,5,19,22,28,32,44,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-027-1,2681,,1986,27,1,7,9,16,27,29,37,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-027-2,2682,,1986,27,2,6,11,15,25,29,33,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-028-1,2683,,1986,28,1,6,15,18,31,32,38,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-028-2,2684,,1986,28,2,13,16,17,31,33,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-029-1,2685,,1986,29,1,9,32,33,35,42,45,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-029-2,2686,,1986,29,2,13,26,29,33,37,40,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-030-1,2687,,1986,30,1,8,12,15,29,34,35,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-030-2,2688,,1986,30,2,4,5,12,32,34,35,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-031-1,2689,,1986,31,1,12,15,22,30,38,43,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-031-2,2690,,1986,31,2,22,26,31,35,43,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-032-1,2691,,1986,32,1,4,6,22,26,32,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-032-2,2692,,1986,32,2,5,10,28,30,42,45,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-033-1,2693,,1986,33,1,14,23,27,29,42,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-033-2,2694,,1986,33,2,13,19,24,26,29,40,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-034-1,2695,,1986,34,1,12,15,17,18,25,29,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-034-2,2696,,1986,34,2,1,3,19,20,28,44,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-035-1,2697,,1986,35,1,10,12,27,32,38,42,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-035-2,2698,,1986,35,2,10,18,26,31,44,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-036-1,2699,,1986,36,1,2,20,21,32,34,41,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-036-2,2700,,1986,36,2,1,12,15,28,35,48,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-037-1,2701,,1986,37,1,8,22,26,27,35,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-037-2,2702,,1986,37,2,30,38,39,42,45,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-038-1,2703,,1986,38,1,16,35,39,44,46,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-038-2,2704,,1986,38,2,5,12,30,33,38,45,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-039-1,2705,,1986,39,1,5,7,30,32,38,39,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-039-2,2706,,1986,39,2,8,11,18,22,27,41,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-040-1,2707,,1986,40,1,16,23,36,39,47,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-040-2,2708,,1986,40,2,1,5,11,34,43,44,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-041-1,2709,,1986,41,1,11,20,23,25,27,29,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-041-2,2710,,1986,41,2,1,7,11,15,20,48,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-042-1,2711,,1986,42,1,2,4,6,17,37,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-042-2,2712,,1986,42,2,4,6,8,41,44,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-043-1,2713,,1986,43,1,4,11,14,16,30,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-043-2,2714,,1986,43,2,11,24,28,31,35,41,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-044-1,2715,,1986,44,1,4,8,19,26,36,37,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-044-2,2716,,1986,44,2,8,12,14,19,20,37,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-045-1,2717,,1986,45,1,2,7,14,32,41,44,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-045-2,2718,,1986,45,2,7,12,22,26,42,48,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-046-1,2719,,1986,46,1,5,10,24,31,39,45,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-046-2,2720,,1986,46,2,12,15,22,24,29,40,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-047-1,2721,,1986,47,1,2,7,12,16,34,35,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-047-2,2722,,1986,47,2,8,18,31,41,45,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-048-1,2723,,1986,48,1,1,18,27,30,31,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-048-2,2724,,1986,48,2,2,11,12,16,18,23,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-049-1,2725,,1986,49,1,21,22,28,29,40,44,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-049-2,2726,,1986,49,2,26,27,31,38,39,48,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-050-1,2727,,1986,50,1,13,18,28,32,41,49,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-050-2,2728,,1986,50,2,12,17,22,23,24,30,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-051-1,2729,,1986,51,1,3,28,29,34,43,44,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-051-2,2730,,1986,51,2,3,27,29,31,33,37,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-601-1,2731,,1986,601,1,8,11,21,26,35,38,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-601-2,2732,,1986,601,2,6,7,14,16,17,37,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-602-1,2733,,1986,602,1,12,30,34,41,44,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-602-2,2734,,1986,602,2,11,17,27,33,35,39,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-602-3,2735,,1986,602,3,17,20,23,25,29,46,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-602-4,2736,,1986,602,4,7,14,20,31,41,47,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-603-1,2737,,1986,603,1,5,8,9,12,32,34,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-603-2,2738,,1986,603,2,3,8,12,23,27,35,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-604-1,2739,,1986,604,1,15,22,23,25,26,33,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1986-604-2,2740,,1986,604,2,3,10,18,38,40,43,,raw:bst_649_1986.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-001-1,2741,,1987,1,1,2,24,33,38,41,49,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-001-2,2742,,1987,1,2,10,17,24,26,46,48,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-002-1,2743,,1987,2,1,5,16,19,21,28,30,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-002-2,2744,,1987,2,2,4,9,11,30,35,49,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-003-1,2745,,1987,3,1,6,10,11,14,15,31,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-003-2,2746,,1987,3,2,6,9,11,22,35,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-004-1,2747,,1987,4,1,2,17,37,40,42,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-004-2,2748,,1987,4,2,5,10,27,30,37,41,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-005-1,2749,,1987,5,1,3,11,23,40,44,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-005-2,2750,,1987,5,2,1,4,11,25,33,39,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-006-1,2751,,1987,6,1,6,27,28,39,44,45,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-006-2,2752,,1987,6,2,9,14,23,32,35,44,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-007-1,2753,,1987,7,1,3,6,13,17,24,39,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-007-2,2754,,1987,7,2,3,6,29,34,35,37,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-008-1,2755,,1987,8,1,2,11,16,21,37,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-008-2,2756,,1987,8,2,4,5,6,9,10,21,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-009-1,2757,,1987,9,1,15,16,25,35,38,41,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-009-2,2758,,1987,9,2,5,20,22,26,29,35,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-010-1,2759,,1987,10,1,7,15,17,19,20,22,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-010-2,2760,,1987,10,2,3,11,15,30,33,39,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-011-1,2761,,1987,11,1,4,11,34,42,43,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-011-2,2762,,1987,11,2,2,5,10,26,29,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-012-1,2763,,1987,12,1,4,21,29,40,42,47,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-012-2,2764,,1987,12,2,14,27,30,35,43,48,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-013-1,2765,,1987,13,1,8,13,23,28,32,49,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-013-2,2766,,1987,13,2,3,18,23,34,41,44,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-014-1,2767,,1987,14,1,6,15,20,33,38,39,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-014-2,2768,,1987,14,2,15,16,19,21,38,44,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-015-1,2769,,1987,15,1,1,10,27,34,39,47,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-015-2,2770,,1987,15,2,16,18,26,28,33,36,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-016-1,2771,,1987,16,1,2,6,13,28,30,48,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-016-2,2772,,1987,16,2,12,13,14,22,36,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-017-1,2773,,1987,17,1,7,12,13,30,35,40,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-017-2,2774,,1987,17,2,1,17,18,22,32,34,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-018-1,2775,,1987,18,1,9,11,19,25,42,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-018-2,2776,,1987,18,2,2,14,18,21,32,34,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-019-1,2777,,1987,19,1,9,23,25,32,34,47,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-019-2,2778,,1987,19,2,8,20,29,32,37,46,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
1987-020-1,2779,,1987,20,1,1,6,18,31,35,36,,raw:bst_649_1987.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
