draw_event_id,source_draw_id,date,year,draw_number,drawing_no,n1,n2,n3,n4,n5,n6,bonus_number,source_url,rules_version,data_status
2002-066-2,5446,,2002,66,2,14,20,28,31,35,45,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-066-3,5447,,2002,66,3,5,12,20,29,40,41,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-067-1,5448,,2002,67,1,7,15,27,33,38,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-067-2,5449,,2002,67,2,12,18,28,41,46,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-067-3,5450,,2002,67,3,8,9,18,20,29,43,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-068-1,5451,,2002,68,1,3,20,23,32,33,42,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-068-2,5452,,2002,68,2,4,6,28,39,43,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-068-3,5453,,2002,68,3,7,11,16,27,29,43,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-069-1,5454,,2002,69,1,15,21,27,29,31,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-069-2,5455,,2002,69,2,7,13,14,24,45,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-069-3,5456,,2002,69,3,6,7,34,38,44,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-070-1,5457,,2002,70,1,1,3,17,29,43,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-070-2,5458,,2002,70,2,4,18,19,28,42,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-070-3,5459,,2002,70,3,7,9,18,28,32,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-071-1,5460,,2002,71,1,8,9,15,24,41,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-071-2,5461,,2002,71,2,2,29,35,38,40,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-071-3,5462,,2002,71,3,2,4,15,20,21,34,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-072-1,5463,,2002,72,1,7,10,12,32,37,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-072-2,5464,,2002,72,2,13,14,18,19,20,30,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-072-3,5465,,2002,72,3,1,12,28,35,36,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-073-1,5466,,2002,73,1,1,10,28,31,38,41,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-073-2,5467,,2002,73,2,8,12,19,39,40,45,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-073-3,5468,,2002,73,3,5,13,34,36,37,43,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-074-1,5469,,2002,74,1,1,11,17,29,37,40,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-074-2,5470,,2002,74,2,2,17,19,23,29,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-074-3,5471,,2002,74,3,4,11,12,13,15,33,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-075-1,5472,,2002,75,1,3,7,22,32,34,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-075-2,5473,,2002,75,2,3,9,16,31,46,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-075-3,5474,,2002,75,3,2,19,20,29,35,39,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-076-1,5475,,2002,76,1,4,6,9,13,29,32,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-076-2,5476,,2002,76,2,4,12,16,22,40,41,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-076-3,5477,,2002,76,3,12,18,19,21,39,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-077-1,5478,,2002,77,1,9,17,25,32,36,41,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-077-2,5479,,2002,77,2,3,5,28,34,46,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-077-3,5480,,2002,77,3,1,4,8,18,19,44,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-078-1,5481,,2002,78,1,3,10,31,35,39,41,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-078-2,5482,,2002,78,2,8,13,15,36,42,43,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-078-3,5483,,2002,78,3,18,26,27,34,46,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-079-1,5484,,2002,79,1,11,17,24,25,29,33,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-079-2,5485,,2002,79,2,4,12,13,19,21,36,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-079-3,5486,,2002,79,3,15,17,20,29,37,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-080-1,5487,,2002,80,1,6,9,19,38,45,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-080-2,5488,,2002,80,2,3,4,7,22,25,40,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-080-3,5489,,2002,80,3,2,11,12,24,26,45,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-081-1,5490,,2002,81,1,1,5,9,27,31,39,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-081-2,5491,,2002,81,2,4,6,7,31,33,45,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-081-3,5492,,2002,81,3,1,7,9,22,26,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-082-1,5493,,2002,82,1,10,15,22,34,38,44,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-082-2,5494,,2002,82,2,3,18,32,39,43,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-082-3,5495,,2002,82,3,16,22,25,34,39,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-083-1,5496,,2002,83,1,15,18,25,31,39,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-083-2,5497,,2002,83,2,2,31,38,40,43,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-083-3,5498,,2002,83,3,9,15,16,21,32,38,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-084-1,5499,,2002,84,1,10,11,15,29,37,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-084-2,5500,,2002,84,2,2,10,16,25,26,33,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-084-3,5501,,2002,84,3,1,16,24,42,47,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-085-1,5502,,2002,85,1,4,14,15,17,25,30,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-085-2,5503,,2002,85,2,4,7,36,40,46,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-085-3,5504,,2002,85,3,2,7,17,28,35,40,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-086-1,5505,,2002,86,1,6,7,8,13,26,32,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-086-2,5506,,2002,86,2,3,21,22,24,37,41,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-086-3,5507,,2002,86,3,5,6,35,40,42,44,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-087-1,5508,,2002,87,1,1,36,37,42,43,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-087-2,5509,,2002,87,2,8,16,25,26,41,42,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-087-3,5510,,2002,87,3,5,17,23,24,40,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-088-1,5511,,2002,88,1,12,20,23,38,44,45,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-088-2,5512,,2002,88,2,19,27,31,42,43,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-088-3,5513,,2002,88,3,6,25,35,39,40,42,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-089-1,5514,,2002,89,1,3,6,21,25,32,36,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-089-2,5515,,2002,89,2,2,7,11,39,40,45,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-089-3,5516,,2002,89,3,7,13,16,23,28,34,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-090-1,5517,,2002,90,1,2,13,19,22,39,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-090-2,5518,,2002,90,2,19,26,33,39,43,44,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-090-3,5519,,2002,90,3,5,11,21,25,42,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-091-1,5520,,2002,91,1,2,13,16,27,40,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-091-2,5521,,2002,91,2,1,9,10,14,23,36,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-091-3,5522,,2002,91,3,1,5,16,20,29,32,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-092-1,5523,,2002,92,1,10,28,32,46,47,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-092-2,5524,,2002,92,2,6,7,26,36,37,40,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-092-3,5525,,2002,92,3,5,11,17,18,35,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-093-1,5526,,2002,93,1,1,21,23,25,35,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-093-2,5527,,2002,93,2,2,18,28,34,36,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-093-3,5528,,2002,93,3,3,14,20,21,23,35,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-094-1,5529,,2002,94,1,7,8,22,29,35,43,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-094-2,5530,,2002,94,2,2,10,13,30,42,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-094-3,5531,,2002,94,3,19,28,30,36,45,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-095-1,5532,,2002,95,1,6,10,11,29,32,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-095-2,5533,,2002,95,2,27,31,36,42,44,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-095-3,5534,,2002,95,3,10,15,20,30,34,45,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-096-1,5535,,2002,96,1,17,21,30,33,40,44,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-096-2,5536,,2002,96,2,3,18,20,27,40,42,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-096-3,5537,,2002,96,3,2,6,16,19,21,41,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-097-1,5538,,2002,97,1,7,17,19,22,24,35,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-097-2,5539,,2002,97,2,4,5,11,24,27,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-097-3,5540,,2002,97,3,1,2,12,14,25,29,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-098-1,5541,,2002,98,1,4,8,12,21,27,38,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-098-2,5542,,2002,98,2,24,26,34,38,45,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-098-3,5543,,2002,98,3,20,36,39,44,47,48,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-099-1,5544,,2002,99,1,1,9,10,23,24,30,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-099-2,5545,,2002,99,2,4,6,26,33,39,42,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-099-3,5546,,2002,99,3,1,5,9,22,36,41,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-100-1,5547,,2002,100,1,6,11,13,41,44,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-100-2,5548,,2002,100,2,1,9,16,31,39,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-100-3,5549,,2002,100,3,1,7,24,29,35,42,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-101-1,5550,,2002,101,1,5,18,23,27,45,47,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-101-2,5551,,2002,101,2,13,24,25,29,38,39,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-101-3,5552,,2002,101,3,2,7,17,19,25,33,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-102-1,5553,,2002,102,1,4,11,13,20,24,42,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-102-2,5554,,2002,102,2,14,25,28,41,42,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-102-3,5555,,2002,102,3,5,10,18,20,45,49,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-103-1,5556,,2002,103,1,1,9,14,16,17,40,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-103-2,5557,,2002,103,2,2,7,11,20,26,40,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-103-3,5558,,2002,103,3,1,5,6,12,22,30,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-104-1,5559,,2002,104,1,9,20,22,26,36,46,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-104-2,5560,,2002,104,2,1,6,14,27,31,36,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2002-104-3,5561,,2002,104,3,7,10,33,39,44,45,,raw:bst_649_2002.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003--01-1,5562,,2003,-1,1,8,25,30,34,36,44,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003--01-2,5563,,2003,-1,2,7,12,29,37,44,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003--01-3,5564,,2003,-1,3,2,18,21,22,32,35,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-000-1,5565,,2003,0,1,15,17,18,23,33,40,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-000-2,5566,,2003,0,2,4,8,14,17,24,35,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-000-3,5567,,2003,0,3,20,21,24,25,38,49,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-001-1,5568,,2003,1,1,3,4,17,33,41,46,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-001-2,5569,,2003,1,2,1,15,28,32,43,44,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-001-3,5570,,2003,1,3,18,19,21,29,33,40,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-002-1,5571,,2003,2,1,7,8,35,37,40,46,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-002-2,5572,,2003,2,2,11,18,21,34,36,47,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-002-3,5573,,2003,2,3,5,7,10,27,46,49,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-003-1,5574,,2003,3,1,1,6,12,31,39,40,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-003-2,5575,,2003,3,2,4,12,15,18,29,35,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-003-3,5576,,2003,3,3,21,30,32,43,47,49,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-004-1,5577,,2003,4,1,20,25,29,38,41,47,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-004-2,5578,,2003,4,2,1,8,19,20,31,35,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-004-3,5579,,2003,4,3,9,15,16,19,43,47,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-005-1,5580,,2003,5,1,18,22,23,25,36,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-005-2,5581,,2003,5,2,1,13,30,32,39,40,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-005-3,5582,,2003,5,3,1,3,8,43,47,49,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-006-1,5583,,2003,6,1,5,9,11,21,32,42,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-006-2,5584,,2003,6,2,2,6,10,16,17,25,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-006-3,5585,,2003,6,3,16,25,35,38,43,44,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-007-1,5586,,2003,7,1,22,28,29,31,43,44,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-007-2,5587,,2003,7,2,2,20,28,30,34,37,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-007-3,5588,,2003,7,3,6,8,10,19,29,33,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-008-1,5589,,2003,8,1,4,9,12,13,25,37,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-008-2,5590,,2003,8,2,2,12,15,25,33,39,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-008-3,5591,,2003,8,3,2,7,15,22,40,43,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-009-1,5592,,2003,9,1,4,13,19,20,42,47,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-009-2,5593,,2003,9,2,4,9,17,18,40,47,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-009-3,5594,,2003,9,3,1,5,11,26,38,46,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-010-1,5595,,2003,10,1,1,8,12,25,32,43,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-010-2,5596,,2003,10,2,3,4,11,28,30,32,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-010-3,5597,,2003,10,3,24,30,31,36,39,41,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-011-1,5598,,2003,11,1,4,10,26,40,44,45,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-011-2,5599,,2003,11,2,3,5,23,28,41,45,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-011-3,5600,,2003,11,3,2,15,17,35,47,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-012-1,5601,,2003,12,1,9,18,21,28,35,43,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-012-2,5602,,2003,12,2,4,5,36,40,41,46,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-012-3,5603,,2003,12,3,17,19,24,25,29,31,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-013-1,5604,,2003,13,1,6,22,28,31,43,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-013-2,5605,,2003,13,2,10,20,22,23,26,31,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-013-3,5606,,2003,13,3,6,14,22,25,26,33,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-014-1,5607,,2003,14,1,7,15,26,27,36,47,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-014-2,5608,,2003,14,2,5,29,30,42,43,49,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-014-3,5609,,2003,14,3,3,14,16,30,46,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-015-1,5610,,2003,15,1,1,6,14,16,19,38,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-015-2,5611,,2003,15,2,4,13,16,17,44,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-015-3,5612,,2003,15,3,2,10,13,23,33,42,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-016-1,5613,,2003,16,1,3,22,34,38,39,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-016-2,5614,,2003,16,2,11,18,30,33,38,46,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-016-3,5615,,2003,16,3,1,6,8,27,45,46,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-017-1,5616,,2003,17,1,1,5,39,40,45,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-017-2,5617,,2003,17,2,2,15,19,27,43,49,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-017-3,5618,,2003,17,3,5,8,13,26,27,48,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-018-1,5619,,2003,18,1,5,8,13,20,24,46,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-018-2,5620,,2003,18,2,2,6,22,24,35,43,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-018-3,5621,,2003,18,3,2,4,8,12,33,45,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-019-1,5622,,2003,19,1,11,30,33,39,41,43,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-019-2,5623,,2003,19,2,9,14,17,18,34,43,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-019-3,5624,,2003,19,3,15,18,31,39,42,43,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
2003-020-1,5625,,2003,20,1,5,7,8,37,42,49,,raw:bst_649_2003.txt,legacy_v39_known_draw_position,known_from_v39_dataset_bonus_missing
