year,draw_number,date,drawing_no,n1,n2,n3,n4,n5,n6,bonus_number,source,source_url,source_file,parser_format,data_status
1965,13,,1,5,8,15,30,38,39,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,14,,1,1,7,19,33,44,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,15,,1,4,11,13,22,36,38,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,16,,1,5,22,23,29,37,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,17,,1,13,16,21,27,42,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,18,,1,1,3,8,13,33,42,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,19,,1,12,15,17,24,31,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,20,,1,3,7,12,20,29,42,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,21,,1,12,21,25,29,41,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,22,,1,15,19,33,35,40,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,23,,1,4,14,17,20,25,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,24,,1,4,22,27,39,47,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,25,,1,6,10,14,34,40,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,26,,1,17,20,22,31,43,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,27,,1,5,13,18,24,27,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,28,,1,4,13,15,33,37,43,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,29,,1,1,14,16,28,31,42,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,30,,1,6,15,24,25,30,31,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,31,,1,4,13,29,38,46,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,32,,1,4,5,8,16,37,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,33,,1,1,10,12,16,32,35,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,34,,1,12,21,22,36,38,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,35,,1,4,7,12,18,45,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,36,,1,1,21,22,28,31,39,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,37,,1,7,10,12,25,34,39,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,38,,1,5,9,11,21,25,40,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,39,,1,3,8,15,25,34,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,40,,1,12,13,17,22,26,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,41,,1,14,23,25,38,43,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,42,,1,9,13,22,27,32,41,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,43,,1,8,24,29,37,43,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,44,,1,8,16,19,21,23,29,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,45,,1,4,12,15,20,21,34,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,46,,1,1,7,23,36,46,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,47,,1,6,11,13,21,30,36,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,48,,1,20,23,25,27,28,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,49,,1,2,10,16,17,21,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,50,,1,8,24,28,29,40,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,51,,1,5,10,13,25,29,40,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,52,,1,11,25,33,38,40,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,601,,1,1,8,16,23,24,36,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,602,,1,3,5,19,26,32,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1965,603,,1,9,12,16,28,36,42,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_65.txt,649_1965.txt,comma_single_or_repeated_draw,available_without_bonus
1966,1,,1,5,9,11,36,37,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,2,,1,1,6,9,30,34,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,3,,1,13,14,16,29,34,40,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,4,,1,17,18,21,23,30,40,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,5,,1,9,17,20,30,31,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,6,,1,18,30,32,36,40,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,7,,1,5,12,23,36,42,43,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,8,,1,16,19,30,35,41,42,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,9,,1,2,6,13,19,29,30,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,10,,1,1,2,24,37,42,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,11,,1,1,5,20,39,40,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,12,,1,5,14,19,34,44,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,13,,1,9,33,37,42,48,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,14,,1,14,17,25,29,39,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,15,,1,3,12,14,20,35,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,16,,1,9,22,32,35,36,42,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,17,,1,8,25,27,36,40,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,18,,1,3,8,18,24,27,29,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,19,,1,11,13,31,38,45,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,20,,1,11,14,18,22,37,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,21,,1,4,8,15,20,27,31,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,22,,1,2,7,10,30,41,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,23,,1,4,16,18,28,37,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,24,,1,1,8,21,25,41,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,25,,1,5,28,31,38,41,43,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,26,,1,9,17,26,30,33,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,27,,1,8,10,32,39,41,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,28,,1,10,16,24,30,39,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,29,,1,10,13,14,20,36,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,30,,1,18,20,25,30,46,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,31,,1,1,7,11,17,30,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,32,,1,4,8,18,36,37,39,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,33,,1,7,9,12,15,39,43,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,34,,1,8,14,21,33,36,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,35,,1,29,35,44,45,47,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,36,,1,1,19,22,26,36,38,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,37,,1,1,12,13,21,32,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,38,,1,1,7,38,41,42,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,39,,1,4,7,13,20,28,41,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,40,,1,5,11,37,39,41,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,41,,1,3,7,11,29,42,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,42,,1,15,16,29,32,40,43,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,43,,1,8,14,15,22,44,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,44,,1,9,10,14,15,19,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,45,,1,1,24,30,34,42,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,46,,1,18,25,27,28,44,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,47,,1,6,10,14,18,38,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,48,,1,4,9,11,18,40,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,49,,1,6,10,12,17,25,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,50,,1,19,23,27,33,36,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,51,,1,8,14,37,44,46,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,52,,1,5,7,10,18,31,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1966,601,,1,17,28,31,43,48,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_66.txt,649_1966.txt,comma_single_or_repeated_draw,available_without_bonus
1967,1,,1,9,16,17,32,33,36,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,2,,1,4,7,20,22,47,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,3,,1,3,11,13,15,26,31,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,4,,1,1,3,4,14,30,32,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,5,,1,19,20,33,37,41,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,6,,1,9,13,16,17,35,43,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,7,,1,6,9,16,30,31,41,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,8,,1,8,14,29,30,39,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,9,,1,3,12,15,23,43,46,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,10,,1,20,21,22,32,44,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,11,,1,17,31,35,43,46,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,12,,1,6,20,21,26,39,41,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,13,,1,14,19,29,38,42,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,14,,1,3,8,10,12,13,22,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,15,,1,11,27,30,40,43,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,16,,1,13,17,18,27,38,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,17,,1,6,8,10,14,27,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,18,,1,3,11,33,36,37,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,19,,1,12,17,23,28,44,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,20,,1,14,18,24,43,46,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,21,,1,5,6,19,20,25,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,22,,1,1,10,11,31,45,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,23,,1,7,13,15,16,34,37,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,24,,1,4,14,30,34,36,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,25,,1,2,6,9,19,34,41,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,26,,1,3,12,16,36,42,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,27,,1,2,3,25,35,37,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,28,,1,8,13,17,22,37,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,29,,1,1,5,21,44,47,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,30,,1,3,8,11,21,33,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,31,,1,16,27,42,43,46,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,32,,1,8,16,35,37,44,47,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,33,,1,11,14,21,33,39,41,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,34,,1,3,14,20,28,32,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,35,,1,19,22,24,28,29,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,36,,1,5,17,27,30,41,45,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,37,,1,9,27,38,40,41,48,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,38,,1,7,15,17,30,31,33,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,39,,1,1,25,40,41,47,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,40,,1,4,9,13,14,20,24,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,41,,1,7,23,26,28,37,49,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,42,,1,7,29,37,40,41,44,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,43,,1,4,6,11,28,34,40,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
1967,44,,1,2,5,15,35,36,38,,BST_OFFICIAL_ARCHIVE,https://info.toto.bg/content/files/stats-tiraji/649_67.txt,649_1967.txt,comma_single_or_repeated_draw,available_without_bonus
