draw_event_id,year,draw_number,date,drawing_no,n1,n2,n3,n4,n5,n6,bonus_number,source,source_url,source_draw_id,data_status
1976-32-1,1976,32,,1,2,14,17,36,46,49,,historical_draws.csv,raw:bst_649_1976.txt,1575,available_without_bonus
1976-32-2,1976,32,,2,14,19,26,30,41,46,,historical_draws.csv,raw:bst_649_1976.txt,1576,available_without_bonus
1976-33-1,1976,33,,1,4,5,8,15,23,48,,historical_draws.csv,raw:bst_649_1976.txt,1577,available_without_bonus
1976-33-2,1976,33,,2,5,10,11,20,21,40,,historical_draws.csv,raw:bst_649_1976.txt,1578,available_without_bonus
1976-34-1,1976,34,,1,1,2,12,21,24,35,,historical_draws.csv,raw:bst_649_1976.txt,1579,available_without_bonus
1976-34-2,1976,34,,2,7,14,15,26,29,34,,historical_draws.csv,raw:bst_649_1976.txt,1580,available_without_bonus
1976-35-1,1976,35,,1,32,37,38,40,41,49,,historical_draws.csv,raw:bst_649_1976.txt,1581,available_without_bonus
1976-35-2,1976,35,,2,8,23,31,37,40,47,,historical_draws.csv,raw:bst_649_1976.txt,1582,available_without_bonus
1976-36-1,1976,36,,1,6,10,20,29,41,43,,historical_draws.csv,raw:bst_649_1976.txt,1583,available_without_bonus
1976-36-2,1976,36,,2,23,24,25,35,45,47,,historical_draws.csv,raw:bst_649_1976.txt,1584,available_without_bonus
1976-37-1,1976,37,,1,1,24,31,33,39,45,,historical_draws.csv,raw:bst_649_1976.txt,1585,available_without_bonus
1976-37-2,1976,37,,2,5,16,20,35,39,42,,historical_draws.csv,raw:bst_649_1976.txt,1586,available_without_bonus
1976-38-1,1976,38,,1,2,11,26,31,42,43,,historical_draws.csv,raw:bst_649_1976.txt,1587,available_without_bonus
1976-38-2,1976,38,,2,14,26,33,34,42,43,,historical_draws.csv,raw:bst_649_1976.txt,1588,available_without_bonus
1976-39-1,1976,39,,1,1,7,17,24,25,26,,historical_draws.csv,raw:bst_649_1976.txt,1589,available_without_bonus
1976-39-2,1976,39,,2,1,11,16,21,26,43,,historical_draws.csv,raw:bst_649_1976.txt,1590,available_without_bonus
1976-40-1,1976,40,,1,3,5,7,16,22,39,,historical_draws.csv,raw:bst_649_1976.txt,1591,available_without_bonus
1976-40-2,1976,40,,2,3,12,25,26,36,37,,historical_draws.csv,raw:bst_649_1976.txt,1592,available_without_bonus
1976-41-1,1976,41,,1,1,17,19,26,29,44,,historical_draws.csv,raw:bst_649_1976.txt,1593,available_without_bonus
1976-41-2,1976,41,,2,2,11,12,23,32,38,,historical_draws.csv,raw:bst_649_1976.txt,1594,available_without_bonus
1976-42-1,1976,42,,1,1,3,11,34,38,40,,historical_draws.csv,raw:bst_649_1976.txt,1595,available_without_bonus
1976-42-2,1976,42,,2,1,2,29,41,43,49,,historical_draws.csv,raw:bst_649_1976.txt,1596,available_without_bonus
1976-43-1,1976,43,,1,2,13,19,20,33,35,,historical_draws.csv,raw:bst_649_1976.txt,1597,available_without_bonus
1976-43-2,1976,43,,2,15,22,24,28,39,43,,historical_draws.csv,raw:bst_649_1976.txt,1598,available_without_bonus
1976-44-1,1976,44,,1,10,15,28,42,43,49,,historical_draws.csv,raw:bst_649_1976.txt,1599,available_without_bonus
1976-44-2,1976,44,,2,4,7,8,15,26,35,,historical_draws.csv,raw:bst_649_1976.txt,1600,available_without_bonus
1976-45-1,1976,45,,1,5,7,12,13,22,23,,historical_draws.csv,raw:bst_649_1976.txt,1601,available_without_bonus
1976-45-2,1976,45,,2,9,20,26,37,44,45,,historical_draws.csv,raw:bst_649_1976.txt,1602,available_without_bonus
1976-46-1,1976,46,,1,10,11,14,24,31,44,,historical_draws.csv,raw:bst_649_1976.txt,1603,available_without_bonus
1976-46-2,1976,46,,2,6,16,17,33,42,44,,historical_draws.csv,raw:bst_649_1976.txt,1604,available_without_bonus
1976-47-1,1976,47,,1,7,9,14,16,28,44,,historical_draws.csv,raw:bst_649_1976.txt,1605,available_without_bonus
1976-47-2,1976,47,,2,4,5,13,18,27,28,,historical_draws.csv,raw:bst_649_1976.txt,1606,available_without_bonus
1976-48-1,1976,48,,1,10,27,33,38,41,47,,historical_draws.csv,raw:bst_649_1976.txt,1607,available_without_bonus
1976-48-2,1976,48,,2,6,11,26,29,31,38,,historical_draws.csv,raw:bst_649_1976.txt,1608,available_without_bonus
1976-49-1,1976,49,,1,6,18,25,35,45,47,,historical_draws.csv,raw:bst_649_1976.txt,1609,available_without_bonus
1976-49-2,1976,49,,2,23,35,41,42,44,47,,historical_draws.csv,raw:bst_649_1976.txt,1610,available_without_bonus
1976-50-1,1976,50,,1,12,21,37,39,46,47,,historical_draws.csv,raw:bst_649_1976.txt,1611,available_without_bonus
1976-50-2,1976,50,,2,13,20,22,28,32,44,,historical_draws.csv,raw:bst_649_1976.txt,1612,available_without_bonus
1976-51-1,1976,51,,1,2,3,4,24,25,29,,historical_draws.csv,raw:bst_649_1976.txt,1613,available_without_bonus
1976-51-2,1976,51,,2,1,4,6,16,20,38,,historical_draws.csv,raw:bst_649_1976.txt,1614,available_without_bonus
1976-52-1,1976,52,,1,13,16,19,31,32,34,,historical_draws.csv,raw:bst_649_1976.txt,1615,available_without_bonus
1976-52-2,1976,52,,2,11,23,35,43,44,47,,historical_draws.csv,raw:bst_649_1976.txt,1616,available_without_bonus
1976-601-1,1976,601,,1,6,10,25,36,42,48,,historical_draws.csv,raw:bst_649_1976.txt,1617,available_without_bonus
1976-601-2,1976,601,,2,6,13,15,45,46,48,,historical_draws.csv,raw:bst_649_1976.txt,1618,available_without_bonus
1976-602-1,1976,602,,1,2,12,27,28,36,37,,historical_draws.csv,raw:bst_649_1976.txt,1619,available_without_bonus
1976-602-2,1976,602,,2,10,25,27,30,36,45,,historical_draws.csv,raw:bst_649_1976.txt,1620,available_without_bonus
1977-1-1,1977,1,,1,6,8,11,19,37,46,,historical_draws.csv,raw:bst_649_1977.txt,1621,available_without_bonus
1977-1-2,1977,1,,2,2,4,17,24,27,46,,historical_draws.csv,raw:bst_649_1977.txt,1622,available_without_bonus
1977-2-1,1977,2,,1,11,15,19,25,27,45,,historical_draws.csv,raw:bst_649_1977.txt,1623,available_without_bonus
1977-2-2,1977,2,,2,10,21,28,30,44,49,,historical_draws.csv,raw:bst_649_1977.txt,1624,available_without_bonus
1977-3-1,1977,3,,1,1,16,18,20,22,44,,historical_draws.csv,raw:bst_649_1977.txt,1625,available_without_bonus
1977-3-2,1977,3,,2,8,11,13,16,23,24,,historical_draws.csv,raw:bst_649_1977.txt,1626,available_without_bonus
1977-4-1,1977,4,,1,4,5,9,17,28,39,,historical_draws.csv,raw:bst_649_1977.txt,1627,available_without_bonus
1977-4-2,1977,4,,2,7,13,36,40,41,48,,historical_draws.csv,raw:bst_649_1977.txt,1628,available_without_bonus
1977-5-1,1977,5,,1,9,18,20,28,32,40,,historical_draws.csv,raw:bst_649_1977.txt,1629,available_without_bonus
1977-5-2,1977,5,,2,13,22,24,34,39,43,,historical_draws.csv,raw:bst_649_1977.txt,1630,available_without_bonus
1977-6-1,1977,6,,1,9,16,21,28,29,48,,historical_draws.csv,raw:bst_649_1977.txt,1631,available_without_bonus
1977-6-2,1977,6,,2,6,10,20,39,40,49,,historical_draws.csv,raw:bst_649_1977.txt,1632,available_without_bonus
1977-7-1,1977,7,,1,9,20,23,33,35,42,,historical_draws.csv,raw:bst_649_1977.txt,1633,available_without_bonus
1977-7-2,1977,7,,2,3,9,16,29,33,37,,historical_draws.csv,raw:bst_649_1977.txt,1634,available_without_bonus
1977-8-1,1977,8,,1,7,19,29,38,46,47,,historical_draws.csv,raw:bst_649_1977.txt,1635,available_without_bonus
1977-8-2,1977,8,,2,4,8,31,33,39,46,,historical_draws.csv,raw:bst_649_1977.txt,1636,available_without_bonus
1977-9-1,1977,9,,1,9,22,26,36,38,42,,historical_draws.csv,raw:bst_649_1977.txt,1637,available_without_bonus
1977-9-2,1977,9,,2,1,2,9,25,29,39,,historical_draws.csv,raw:bst_649_1977.txt,1638,available_without_bonus
1977-10-1,1977,10,,1,11,14,15,30,31,47,,historical_draws.csv,raw:bst_649_1977.txt,1639,available_without_bonus
1977-10-2,1977,10,,2,8,20,31,34,39,42,,historical_draws.csv,raw:bst_649_1977.txt,1640,available_without_bonus
1977-11-1,1977,11,,1,2,11,20,21,31,38,,historical_draws.csv,raw:bst_649_1977.txt,1641,available_without_bonus
1977-11-2,1977,11,,2,10,26,28,29,32,38,,historical_draws.csv,raw:bst_649_1977.txt,1642,available_without_bonus
1977-12-1,1977,12,,1,5,19,31,34,47,49,,historical_draws.csv,raw:bst_649_1977.txt,1643,available_without_bonus
1977-12-2,1977,12,,2,8,29,37,42,44,49,,historical_draws.csv,raw:bst_649_1977.txt,1644,available_without_bonus
1977-13-1,1977,13,,1,1,26,31,32,42,49,,historical_draws.csv,raw:bst_649_1977.txt,1645,available_without_bonus
1977-13-2,1977,13,,2,3,12,22,35,47,49,,historical_draws.csv,raw:bst_649_1977.txt,1646,available_without_bonus
1977-14-1,1977,14,,1,2,11,13,28,36,45,,historical_draws.csv,raw:bst_649_1977.txt,1647,available_without_bonus
1977-14-2,1977,14,,2,17,19,39,43,46,48,,historical_draws.csv,raw:bst_649_1977.txt,1648,available_without_bonus
1977-15-1,1977,15,,1,8,19,26,29,45,48,,historical_draws.csv,raw:bst_649_1977.txt,1649,available_without_bonus
1977-15-2,1977,15,,2,3,10,28,32,38,40,,historical_draws.csv,raw:bst_649_1977.txt,1650,available_without_bonus
1977-16-1,1977,16,,1,1,9,31,43,46,47,,historical_draws.csv,raw:bst_649_1977.txt,1651,available_without_bonus
1977-16-2,1977,16,,2,13,23,30,32,42,43,,historical_draws.csv,raw:bst_649_1977.txt,1652,available_without_bonus
1977-17-1,1977,17,,1,6,12,18,20,22,48,,historical_draws.csv,raw:bst_649_1977.txt,1653,available_without_bonus
1977-17-2,1977,17,,2,20,26,28,35,40,45,,historical_draws.csv,raw:bst_649_1977.txt,1654,available_without_bonus
1977-18-1,1977,18,,1,2,4,15,17,30,42,,historical_draws.csv,raw:bst_649_1977.txt,1655,available_without_bonus
1977-18-2,1977,18,,2,4,8,28,34,44,47,,historical_draws.csv,raw:bst_649_1977.txt,1656,available_without_bonus
1977-19-1,1977,19,,1,3,16,21,28,32,33,,historical_draws.csv,raw:bst_649_1977.txt,1657,available_without_bonus
1977-19-2,1977,19,,2,14,26,28,34,41,48,,historical_draws.csv,raw:bst_649_1977.txt,1658,available_without_bonus
1977-20-1,1977,20,,1,2,12,19,20,35,48,,historical_draws.csv,raw:bst_649_1977.txt,1659,available_without_bonus
1977-20-2,1977,20,,2,2,7,10,14,21,36,,historical_draws.csv,raw:bst_649_1977.txt,1660,available_without_bonus
1977-21-1,1977,21,,1,10,16,26,30,34,43,,historical_draws.csv,raw:bst_649_1977.txt,1661,available_without_bonus
1977-21-2,1977,21,,2,2,7,20,30,34,39,,historical_draws.csv,raw:bst_649_1977.txt,1662,available_without_bonus
1977-22-1,1977,22,,1,8,22,24,30,34,45,,historical_draws.csv,raw:bst_649_1977.txt,1663,available_without_bonus
1977-22-2,1977,22,,2,4,14,17,32,45,47,,historical_draws.csv,raw:bst_649_1977.txt,1664,available_without_bonus
1977-23-1,1977,23,,1,4,5,34,36,43,46,,historical_draws.csv,raw:bst_649_1977.txt,1665,available_without_bonus
1977-23-2,1977,23,,2,10,16,20,24,35,47,,historical_draws.csv,raw:bst_649_1977.txt,1666,available_without_bonus
1977-24-1,1977,24,,1,9,10,22,25,30,41,,historical_draws.csv,raw:bst_649_1977.txt,1667,available_without_bonus
1977-24-2,1977,24,,2,5,17,23,32,46,48,,historical_draws.csv,raw:bst_649_1977.txt,1668,available_without_bonus
1977-25-1,1977,25,,1,19,23,29,36,37,40,,historical_draws.csv,raw:bst_649_1977.txt,1669,available_without_bonus
1977-25-2,1977,25,,2,2,13,25,32,33,44,,historical_draws.csv,raw:bst_649_1977.txt,1670,available_without_bonus
1977-26-1,1977,26,,1,7,13,14,29,38,43,,historical_draws.csv,raw:bst_649_1977.txt,1671,available_without_bonus
1977-26-2,1977,26,,2,3,4,9,35,44,49,,historical_draws.csv,raw:bst_649_1977.txt,1672,available_without_bonus
1977-27-1,1977,27,,1,31,37,42,43,45,49,,historical_draws.csv,raw:bst_649_1977.txt,1673,available_without_bonus
1977-27-2,1977,27,,2,1,7,12,17,20,25,,historical_draws.csv,raw:bst_649_1977.txt,1674,available_without_bonus
1977-28-1,1977,28,,1,3,6,20,30,43,47,,historical_draws.csv,raw:bst_649_1977.txt,1675,available_without_bonus
1977-28-2,1977,28,,2,10,24,32,40,41,44,,historical_draws.csv,raw:bst_649_1977.txt,1676,available_without_bonus
1977-29-1,1977,29,,1,8,9,18,28,33,46,,historical_draws.csv,raw:bst_649_1977.txt,1677,available_without_bonus
1977-29-2,1977,29,,2,2,10,29,34,40,43,,historical_draws.csv,raw:bst_649_1977.txt,1678,available_without_bonus
1977-30-1,1977,30,,1,6,9,19,28,42,46,,historical_draws.csv,raw:bst_649_1977.txt,1679,available_without_bonus
1977-30-2,1977,30,,2,9,24,33,35,41,49,,historical_draws.csv,raw:bst_649_1977.txt,1680,available_without_bonus
1977-31-1,1977,31,,1,4,5,6,12,29,42,,historical_draws.csv,raw:bst_649_1977.txt,1681,available_without_bonus
1977-31-2,1977,31,,2,17,25,28,32,35,42,,historical_draws.csv,raw:bst_649_1977.txt,1682,available_without_bonus
1977-32-1,1977,32,,1,1,5,12,21,23,36,,historical_draws.csv,raw:bst_649_1977.txt,1683,available_without_bonus
1977-32-2,1977,32,,2,4,7,8,15,38,41,,historical_draws.csv,raw:bst_649_1977.txt,1684,available_without_bonus
1977-33-1,1977,33,,1,12,20,24,26,41,45,,historical_draws.csv,raw:bst_649_1977.txt,1685,available_without_bonus
1977-33-2,1977,33,,2,3,10,20,41,48,49,,historical_draws.csv,raw:bst_649_1977.txt,1686,available_without_bonus
1977-34-1,1977,34,,1,12,15,35,38,48,49,,historical_draws.csv,raw:bst_649_1977.txt,1687,available_without_bonus
1977-34-2,1977,34,,2,5,8,17,22,26,30,,historical_draws.csv,raw:bst_649_1977.txt,1688,available_without_bonus
1977-35-1,1977,35,,1,1,14,17,26,28,49,,historical_draws.csv,raw:bst_649_1977.txt,1689,available_without_bonus
1977-35-2,1977,35,,2,5,18,28,30,47,49,,historical_draws.csv,raw:bst_649_1977.txt,1690,available_without_bonus
1977-36-1,1977,36,,1,17,21,30,38,40,41,,historical_draws.csv,raw:bst_649_1977.txt,1691,available_without_bonus
1977-36-2,1977,36,,2,3,4,6,11,31,38,,historical_draws.csv,raw:bst_649_1977.txt,1692,available_without_bonus
1977-37-1,1977,37,,1,8,10,12,24,35,40,,historical_draws.csv,raw:bst_649_1977.txt,1693,available_without_bonus
1977-37-2,1977,37,,2,2,16,18,24,27,41,,historical_draws.csv,raw:bst_649_1977.txt,1694,available_without_bonus
1977-38-1,1977,38,,1,6,13,33,35,39,48,,historical_draws.csv,raw:bst_649_1977.txt,1695,available_without_bonus
1977-38-2,1977,38,,2,6,16,24,29,38,43,,historical_draws.csv,raw:bst_649_1977.txt,1696,available_without_bonus
1977-39-1,1977,39,,1,4,12,21,31,35,48,,historical_draws.csv,raw:bst_649_1977.txt,1697,available_without_bonus
1977-39-2,1977,39,,2,2,10,12,42,43,44,,historical_draws.csv,raw:bst_649_1977.txt,1698,available_without_bonus
1977-40-1,1977,40,,1,9,25,34,44,46,48,,historical_draws.csv,raw:bst_649_1977.txt,1699,available_without_bonus
1977-40-2,1977,40,,2,24,26,30,36,37,42,,historical_draws.csv,raw:bst_649_1977.txt,1700,available_without_bonus
1977-41-1,1977,41,,1,8,15,17,40,45,49,,historical_draws.csv,raw:bst_649_1977.txt,1701,available_without_bonus
1977-41-2,1977,41,,2,3,13,23,26,47,48,,historical_draws.csv,raw:bst_649_1977.txt,1702,available_without_bonus
1977-42-1,1977,42,,1,5,13,25,30,39,41,,historical_draws.csv,raw:bst_649_1977.txt,1703,available_without_bonus
1977-42-2,1977,42,,2,8,15,20,38,42,43,,historical_draws.csv,raw:bst_649_1977.txt,1704,available_without_bonus
1977-43-1,1977,43,,1,1,6,10,21,38,48,,historical_draws.csv,raw:bst_649_1977.txt,1705,available_without_bonus
1977-43-2,1977,43,,2,8,22,23,39,43,47,,historical_draws.csv,raw:bst_649_1977.txt,1706,available_without_bonus
1977-44-1,1977,44,,1,15,33,37,39,40,42,,historical_draws.csv,raw:bst_649_1977.txt,1707,available_without_bonus
1977-44-2,1977,44,,2,15,33,34,37,42,48,,historical_draws.csv,raw:bst_649_1977.txt,1708,available_without_bonus
1977-45-1,1977,45,,1,5,22,23,36,39,46,,historical_draws.csv,raw:bst_649_1977.txt,1709,available_without_bonus
1977-45-2,1977,45,,2,6,11,25,28,33,42,,historical_draws.csv,raw:bst_649_1977.txt,1710,available_without_bonus
1977-46-1,1977,46,,1,3,15,29,40,44,47,,historical_draws.csv,raw:bst_649_1977.txt,1711,available_without_bonus
1977-46-2,1977,46,,2,10,23,32,34,39,44,,historical_draws.csv,raw:bst_649_1977.txt,1712,available_without_bonus
1977-47-1,1977,47,,1,8,12,15,32,44,45,,historical_draws.csv,raw:bst_649_1977.txt,1713,available_without_bonus
1977-47-2,1977,47,,2,1,21,22,37,38,48,,historical_draws.csv,raw:bst_649_1977.txt,1714,available_without_bonus
1977-48-1,1977,48,,1,11,20,26,29,33,42,,historical_draws.csv,raw:bst_649_1977.txt,1715,available_without_bonus
1977-48-2,1977,48,,2,4,7,17,31,46,47,,historical_draws.csv,raw:bst_649_1977.txt,1716,available_without_bonus
1977-49-1,1977,49,,1,5,16,17,21,27,48,,historical_draws.csv,raw:bst_649_1977.txt,1717,available_without_bonus
1977-49-2,1977,49,,2,6,8,16,24,38,42,,historical_draws.csv,raw:bst_649_1977.txt,1718,available_without_bonus
1977-50-1,1977,50,,1,4,6,8,10,20,38,,historical_draws.csv,raw:bst_649_1977.txt,1719,available_without_bonus
1977-50-2,1977,50,,2,4,6,25,29,33,49,,historical_draws.csv,raw:bst_649_1977.txt,1720,available_without_bonus
1977-51-1,1977,51,,1,2,5,10,15,27,46,,historical_draws.csv,raw:bst_649_1977.txt,1721,available_without_bonus
1977-51-2,1977,51,,2,10,16,25,38,40,49,,historical_draws.csv,raw:bst_649_1977.txt,1722,available_without_bonus
1977-52-1,1977,52,,1,12,17,24,26,27,35,,historical_draws.csv,raw:bst_649_1977.txt,1723,available_without_bonus
1977-52-2,1977,52,,2,1,2,5,12,28,47,,historical_draws.csv,raw:bst_649_1977.txt,1724,available_without_bonus
1977-601-1,1977,601,,1,1,19,27,37,40,49,,historical_draws.csv,raw:bst_649_1977.txt,1725,available_without_bonus
1977-601-2,1977,601,,2,19,30,40,41,43,45,,historical_draws.csv,raw:bst_649_1977.txt,1726,available_without_bonus
1977-602-1,1977,602,,1,21,36,39,41,44,49,,historical_draws.csv,raw:bst_649_1977.txt,1727,available_without_bonus
1977-602-2,1977,602,,2,16,20,27,29,36,38,,historical_draws.csv,raw:bst_649_1977.txt,1728,available_without_bonus
1978-1-1,1978,1,,1,16,18,26,40,41,45,,historical_draws.csv,raw:bst_649_1978.txt,1729,available_without_bonus
1978-1-2,1978,1,,2,10,18,22,23,28,45,,historical_draws.csv,raw:bst_649_1978.txt,1730,available_without_bonus
1978-2-1,1978,2,,1,12,18,27,36,37,40,,historical_draws.csv,raw:bst_649_1978.txt,1731,available_without_bonus
1978-2-2,1978,2,,2,1,9,14,26,31,32,,historical_draws.csv,raw:bst_649_1978.txt,1732,available_without_bonus
1978-3-1,1978,3,,1,1,5,15,18,26,44,,historical_draws.csv,raw:bst_649_1978.txt,1733,available_without_bonus
1978-3-2,1978,3,,2,7,9,13,26,35,41,,historical_draws.csv,raw:bst_649_1978.txt,1734,available_without_bonus
1978-4-1,1978,4,,1,3,10,38,44,45,49,,historical_draws.csv,raw:bst_649_1978.txt,1735,available_without_bonus
1978-4-2,1978,4,,2,15,17,18,20,27,33,,historical_draws.csv,raw:bst_649_1978.txt,1736,available_without_bonus
1978-5-1,1978,5,,1,15,27,32,34,39,42,,historical_draws.csv,raw:bst_649_1978.txt,1737,available_without_bonus
1978-5-2,1978,5,,2,6,7,17,34,37,43,,historical_draws.csv,raw:bst_649_1978.txt,1738,available_without_bonus
1978-6-1,1978,6,,1,1,16,28,42,45,48,,historical_draws.csv,raw:bst_649_1978.txt,1739,available_without_bonus
1978-6-2,1978,6,,2,1,3,14,24,30,34,,historical_draws.csv,raw:bst_649_1978.txt,1740,available_without_bonus
1978-7-1,1978,7,,1,1,2,4,21,37,44,,historical_draws.csv,raw:bst_649_1978.txt,1741,available_without_bonus
1978-7-2,1978,7,,2,4,11,14,19,25,30,,historical_draws.csv,raw:bst_649_1978.txt,1742,available_without_bonus
1978-8-1,1978,8,,1,4,9,17,21,27,31,,historical_draws.csv,raw:bst_649_1978.txt,1743,available_without_bonus
1978-8-2,1978,8,,2,6,7,19,27,35,48,,historical_draws.csv,raw:bst_649_1978.txt,1744,available_without_bonus
1978-9-1,1978,9,,1,2,5,24,26,35,41,,historical_draws.csv,raw:bst_649_1978.txt,1745,available_without_bonus
1978-9-2,1978,9,,2,3,21,31,36,40,48,,historical_draws.csv,raw:bst_649_1978.txt,1746,available_without_bonus
1978-10-1,1978,10,,1,4,6,29,45,47,49,,historical_draws.csv,raw:bst_649_1978.txt,1747,available_without_bonus
1978-10-2,1978,10,,2,2,5,20,28,37,47,,historical_draws.csv,raw:bst_649_1978.txt,1748,available_without_bonus
1978-11-1,1978,11,,1,15,19,27,28,29,46,,historical_draws.csv,raw:bst_649_1978.txt,1749,available_without_bonus
1978-11-2,1978,11,,2,1,12,17,25,37,48,,historical_draws.csv,raw:bst_649_1978.txt,1750,available_without_bonus
1978-12-1,1978,12,,1,15,20,22,31,32,40,,historical_draws.csv,raw:bst_649_1978.txt,1751,available_without_bonus
1978-12-2,1978,12,,2,10,14,17,29,36,40,,historical_draws.csv,raw:bst_649_1978.txt,1752,available_without_bonus
1978-13-1,1978,13,,1,4,8,15,18,26,44,,historical_draws.csv,raw:bst_649_1978.txt,1753,available_without_bonus
1978-13-2,1978,13,,2,1,14,19,21,28,44,,historical_draws.csv,raw:bst_649_1978.txt,1754,available_without_bonus
1978-14-1,1978,14,,1,4,14,19,21,41,43,,historical_draws.csv,raw:bst_649_1978.txt,1755,available_without_bonus
1978-14-2,1978,14,,2,7,21,25,27,38,44,,historical_draws.csv,raw:bst_649_1978.txt,1756,available_without_bonus
1978-15-1,1978,15,,1,2,4,12,22,24,35,,historical_draws.csv,raw:bst_649_1978.txt,1757,available_without_bonus
1978-15-2,1978,15,,2,8,17,27,38,39,44,,historical_draws.csv,raw:bst_649_1978.txt,1758,available_without_bonus
1978-16-1,1978,16,,1,5,13,15,16,36,49,,historical_draws.csv,raw:bst_649_1978.txt,1759,available_without_bonus
1978-16-2,1978,16,,2,1,11,19,23,28,48,,historical_draws.csv,raw:bst_649_1978.txt,1760,available_without_bonus
1978-17-1,1978,17,,1,7,8,10,11,26,39,,historical_draws.csv,raw:bst_649_1978.txt,1761,available_without_bonus
1978-17-2,1978,17,,2,16,20,30,31,33,38,,historical_draws.csv,raw:bst_649_1978.txt,1762,available_without_bonus
1978-18-1,1978,18,,1,1,12,18,30,38,48,,historical_draws.csv,raw:bst_649_1978.txt,1763,available_without_bonus
1978-18-2,1978,18,,2,5,8,22,28,39,43,,historical_draws.csv,raw:bst_649_1978.txt,1764,available_without_bonus
1978-19-1,1978,19,,1,2,3,19,39,43,46,,historical_draws.csv,raw:bst_649_1978.txt,1765,available_without_bonus
1978-19-2,1978,19,,2,9,17,20,37,42,46,,historical_draws.csv,raw:bst_649_1978.txt,1766,available_without_bonus
1978-20-1,1978,20,,1,2,5,11,19,39,42,,historical_draws.csv,raw:bst_649_1978.txt,1767,available_without_bonus
1978-20-2,1978,20,,2,10,11,18,23,26,48,,historical_draws.csv,raw:bst_649_1978.txt,1768,available_without_bonus
1978-21-1,1978,21,,1,8,9,15,21,30,31,,historical_draws.csv,raw:bst_649_1978.txt,1769,available_without_bonus
1978-21-2,1978,21,,2,7,19,27,36,41,43,,historical_draws.csv,raw:bst_649_1978.txt,1770,available_without_bonus
1978-22-1,1978,22,,1,4,7,8,16,24,45,,historical_draws.csv,raw:bst_649_1978.txt,1771,available_without_bonus
1978-22-2,1978,22,,2,3,13,15,24,32,39,,historical_draws.csv,raw:bst_649_1978.txt,1772,available_without_bonus
1978-23-1,1978,23,,1,2,6,8,33,45,47,,historical_draws.csv,raw:bst_649_1978.txt,1773,available_without_bonus
1978-23-2,1978,23,,2,1,4,5,16,22,46,,historical_draws.csv,raw:bst_649_1978.txt,1774,available_without_bonus
1978-24-1,1978,24,,1,11,19,22,29,30,40,,historical_draws.csv,raw:bst_649_1978.txt,1775,available_without_bonus
1978-24-2,1978,24,,2,7,16,20,23,31,32,,historical_draws.csv,raw:bst_649_1978.txt,1776,available_without_bonus
1978-25-1,1978,25,,1,1,5,19,25,26,45,,historical_draws.csv,raw:bst_649_1978.txt,1777,available_without_bonus
1978-25-2,1978,25,,2,2,7,10,20,30,39,,historical_draws.csv,raw:bst_649_1978.txt,1778,available_without_bonus
1978-26-1,1978,26,,1,2,5,7,9,14,35,,historical_draws.csv,raw:bst_649_1978.txt,1779,available_without_bonus
1978-26-2,1978,26,,2,20,23,26,35,41,45,,historical_draws.csv,raw:bst_649_1978.txt,1780,available_without_bonus
1978-27-1,1978,27,,1,10,12,14,20,23,44,,historical_draws.csv,raw:bst_649_1978.txt,1781,available_without_bonus
1978-27-2,1978,27,,2,1,8,9,30,35,42,,historical_draws.csv,raw:bst_649_1978.txt,1782,available_without_bonus
1978-28-1,1978,28,,1,5,10,17,22,23,25,,historical_draws.csv,raw:bst_649_1978.txt,1783,available_without_bonus
1978-28-2,1978,28,,2,3,6,23,25,32,42,,historical_draws.csv,raw:bst_649_1978.txt,1784,available_without_bonus
1978-29-1,1978,29,,1,10,13,20,27,41,49,,historical_draws.csv,raw:bst_649_1978.txt,1785,available_without_bonus
1978-29-2,1978,29,,2,2,11,16,26,28,32,,historical_draws.csv,raw:bst_649_1978.txt,1786,available_without_bonus
1978-30-1,1978,30,,1,5,7,33,39,44,47,,historical_draws.csv,raw:bst_649_1978.txt,1787,available_without_bonus
1978-30-2,1978,30,,2,11,12,17,23,24,49,,historical_draws.csv,raw:bst_649_1978.txt,1788,available_without_bonus
1978-31-1,1978,31,,1,12,17,21,24,36,40,,historical_draws.csv,raw:bst_649_1978.txt,1789,available_without_bonus
1978-31-2,1978,31,,2,4,16,28,29,42,48,,historical_draws.csv,raw:bst_649_1978.txt,1790,available_without_bonus
1978-32-1,1978,32,,1,14,20,23,30,32,46,,historical_draws.csv,raw:bst_649_1978.txt,1791,available_without_bonus
1978-32-2,1978,32,,2,3,12,17,31,39,42,,historical_draws.csv,raw:bst_649_1978.txt,1792,available_without_bonus
1978-33-1,1978,33,,1,1,16,22,38,39,43,,historical_draws.csv,raw:bst_649_1978.txt,1793,available_without_bonus
1978-33-2,1978,33,,2,10,22,32,36,37,48,,historical_draws.csv,raw:bst_649_1978.txt,1794,available_without_bonus
1978-34-1,1978,34,,1,6,7,10,26,29,30,,historical_draws.csv,raw:bst_649_1978.txt,1795,available_without_bonus
1978-34-2,1978,34,,2,3,7,11,22,28,49,,historical_draws.csv,raw:bst_649_1978.txt,1796,available_without_bonus
1978-35-1,1978,35,,1,2,6,15,24,30,48,,historical_draws.csv,raw:bst_649_1978.txt,1797,available_without_bonus
1978-35-2,1978,35,,2,1,2,13,21,25,45,,historical_draws.csv,raw:bst_649_1978.txt,1798,available_without_bonus
