draw_id,date,n1,n2,n3,n4,n5,n6,year,draw_number,draw_position,source_url,draw_no,bonus_number,source
5946,,6,21,22,25,36,48,2004,24,1,raw:bst_649_2004.txt,24,,
5947,,3,8,14,18,19,33,2004,24,2,raw:bst_649_2004.txt,24,,
5948,,3,10,20,23,31,46,2004,24,3,raw:bst_649_2004.txt,24,,
5949,,4,7,23,33,46,48,2004,25,1,raw:bst_649_2004.txt,25,,
5950,,8,10,19,27,33,45,2004,25,2,raw:bst_649_2004.txt,25,,
5951,,18,22,23,26,28,32,2004,25,3,raw:bst_649_2004.txt,25,,
5952,,8,16,21,22,32,48,2004,26,1,raw:bst_649_2004.txt,26,,
5953,,1,14,17,23,29,32,2004,26,2,raw:bst_649_2004.txt,26,,
5954,,3,26,39,42,48,49,2004,26,3,raw:bst_649_2004.txt,26,,
5955,,2,4,12,22,25,42,2004,27,1,raw:bst_649_2004.txt,27,,
5956,,12,23,25,28,38,43,2004,27,2,raw:bst_649_2004.txt,27,,
5957,,25,31,34,39,45,47,2004,27,3,raw:bst_649_2004.txt,27,,
5958,,3,6,14,28,29,49,2004,28,1,raw:bst_649_2004.txt,28,,
5959,,10,16,31,32,36,40,2004,28,2,raw:bst_649_2004.txt,28,,
5960,,11,12,21,34,46,48,2004,28,3,raw:bst_649_2004.txt,28,,
5961,,10,21,24,27,32,33,2004,29,1,raw:bst_649_2004.txt,29,,
5962,,18,21,24,35,36,39,2004,29,2,raw:bst_649_2004.txt,29,,
5963,,14,15,27,32,46,49,2004,29,3,raw:bst_649_2004.txt,29,,
5964,,3,5,6,16,17,22,2004,30,1,raw:bst_649_2004.txt,30,,
5965,,14,16,25,27,29,31,2004,30,2,raw:bst_649_2004.txt,30,,
5966,,2,7,12,25,31,39,2004,30,3,raw:bst_649_2004.txt,30,,
5967,,12,13,17,31,37,46,2004,31,1,raw:bst_649_2004.txt,31,,
5968,,1,21,30,34,42,49,2004,31,2,raw:bst_649_2004.txt,31,,
5969,,5,14,15,16,25,35,2004,31,3,raw:bst_649_2004.txt,31,,
5970,,18,23,30,38,45,47,2004,32,1,raw:bst_649_2004.txt,32,,
5971,,7,13,21,23,34,42,2004,32,2,raw:bst_649_2004.txt,32,,
5972,,2,10,14,16,25,26,2004,32,3,raw:bst_649_2004.txt,32,,
5973,,9,10,15,16,46,49,2004,33,1,raw:bst_649_2004.txt,33,,
5974,,1,5,7,17,30,45,2004,33,2,raw:bst_649_2004.txt,33,,
5975,,15,19,23,34,38,40,2004,33,3,raw:bst_649_2004.txt,33,,
5976,,5,15,29,30,33,35,2004,34,1,raw:bst_649_2004.txt,34,,
5977,,11,17,23,26,46,48,2004,34,2,raw:bst_649_2004.txt,34,,
5978,,14,15,18,29,36,39,2004,34,3,raw:bst_649_2004.txt,34,,
5979,,2,4,20,25,29,40,2004,35,1,raw:bst_649_2004.txt,35,,
5980,,2,3,7,11,20,40,2004,35,2,raw:bst_649_2004.txt,35,,
5981,,2,16,18,19,34,38,2004,35,3,raw:bst_649_2004.txt,35,,
5982,,1,15,32,36,43,49,2004,36,1,raw:bst_649_2004.txt,36,,
5983,,4,9,20,22,36,42,2004,36,2,raw:bst_649_2004.txt,36,,
5984,,4,17,22,28,38,48,2004,36,3,raw:bst_649_2004.txt,36,,
5985,,6,30,40,41,46,49,2004,37,1,raw:bst_649_2004.txt,37,,
5986,,4,19,23,25,36,38,2004,37,2,raw:bst_649_2004.txt,37,,
5987,,2,18,34,38,40,41,2004,37,3,raw:bst_649_2004.txt,37,,
5988,,15,17,25,28,32,49,2004,38,1,raw:bst_649_2004.txt,38,,
5989,,1,11,23,26,28,35,2004,38,2,raw:bst_649_2004.txt,38,,
5990,,15,17,25,34,41,48,2004,38,3,raw:bst_649_2004.txt,38,,
5991,,11,21,23,28,32,43,2004,39,1,raw:bst_649_2004.txt,39,,
5992,,8,15,24,34,40,46,2004,39,2,raw:bst_649_2004.txt,39,,
5993,,5,6,21,43,46,48,2004,39,3,raw:bst_649_2004.txt,39,,
5994,,9,14,21,25,29,32,2004,40,1,raw:bst_649_2004.txt,40,,
5995,,4,21,32,33,34,42,2004,40,2,raw:bst_649_2004.txt,40,,
5996,,9,10,24,42,46,49,2004,40,3,raw:bst_649_2004.txt,40,,
5997,,16,18,27,38,41,48,2004,41,1,raw:bst_649_2004.txt,41,,
5998,,16,17,21,30,31,33,2004,41,2,raw:bst_649_2004.txt,41,,
5999,,5,7,20,24,31,40,2004,41,3,raw:bst_649_2004.txt,41,,
6000,,6,10,27,30,32,43,2004,42,1,raw:bst_649_2004.txt,42,,
6001,,10,16,19,20,37,46,2004,42,2,raw:bst_649_2004.txt,42,,
6002,,2,9,20,22,24,46,2004,42,3,raw:bst_649_2004.txt,42,,
6003,,13,19,23,25,34,43,2004,43,1,raw:bst_649_2004.txt,43,,
6004,,4,5,10,28,35,43,2004,43,2,raw:bst_649_2004.txt,43,,
6005,,15,23,25,37,39,46,2004,43,3,raw:bst_649_2004.txt,43,,
6006,,2,12,33,35,39,43,2004,44,1,raw:bst_649_2004.txt,44,,
6007,,13,14,17,23,34,41,2004,44,2,raw:bst_649_2004.txt,44,,
6008,,6,22,26,43,44,46,2004,44,3,raw:bst_649_2004.txt,44,,
6009,,6,11,13,14,42,49,2004,45,1,raw:bst_649_2004.txt,45,,
6010,,3,5,7,25,28,31,2004,45,2,raw:bst_649_2004.txt,45,,
6011,,5,13,25,35,37,48,2004,45,3,raw:bst_649_2004.txt,45,,
6012,,4,6,16,19,21,23,2004,46,1,raw:bst_649_2004.txt,46,,
6013,,3,5,11,14,19,31,2004,46,2,raw:bst_649_2004.txt,46,,
6014,,1,9,12,21,29,38,2004,46,3,raw:bst_649_2004.txt,46,,
6015,,4,6,29,37,39,40,2004,47,1,raw:bst_649_2004.txt,47,,
6016,,5,18,19,20,21,49,2004,47,2,raw:bst_649_2004.txt,47,,
6017,,3,8,14,28,39,45,2004,47,3,raw:bst_649_2004.txt,47,,
6018,,13,21,32,39,42,44,2004,48,1,raw:bst_649_2004.txt,48,,
6019,,4,16,17,27,34,40,2004,48,2,raw:bst_649_2004.txt,48,,
6020,,8,13,14,30,32,34,2004,48,3,raw:bst_649_2004.txt,48,,
6021,,2,14,25,39,44,49,2004,49,1,raw:bst_649_2004.txt,49,,
6022,,19,21,26,40,47,49,2004,49,2,raw:bst_649_2004.txt,49,,
6023,,1,6,10,12,35,49,2004,49,3,raw:bst_649_2004.txt,49,,
6024,,1,4,7,8,26,32,2004,50,1,raw:bst_649_2004.txt,50,,
6025,,2,12,25,31,37,40,2004,50,2,raw:bst_649_2004.txt,50,,
6026,,11,12,15,16,44,49,2004,50,3,raw:bst_649_2004.txt,50,,
6027,,9,21,30,37,43,47,2004,51,1,raw:bst_649_2004.txt,51,,
6028,,6,19,29,32,46,49,2004,51,2,raw:bst_649_2004.txt,51,,
6029,,1,22,25,38,42,48,2004,51,3,raw:bst_649_2004.txt,51,,
6030,,2,3,6,15,17,35,2004,52,1,raw:bst_649_2004.txt,52,,
6031,,1,2,5,15,30,45,2004,52,2,raw:bst_649_2004.txt,52,,
6032,,2,25,36,39,40,48,2004,52,3,raw:bst_649_2004.txt,52,,
6033,,1,11,14,15,21,25,2004,53,1,raw:bst_649_2004.txt,53,,
6034,,1,7,9,32,38,49,2004,53,2,raw:bst_649_2004.txt,53,,
6035,,6,21,24,31,42,48,2004,53,3,raw:bst_649_2004.txt,53,,
6036,,9,12,14,29,36,37,2004,54,1,raw:bst_649_2004.txt,54,,
6037,,4,9,26,35,44,49,2004,54,2,raw:bst_649_2004.txt,54,,
6038,,4,6,16,26,32,34,2004,54,3,raw:bst_649_2004.txt,54,,
6039,,2,5,14,31,33,47,2004,55,1,raw:bst_649_2004.txt,55,,
6040,,10,18,28,32,39,44,2004,55,2,raw:bst_649_2004.txt,55,,
6041,,6,29,30,38,40,43,2004,55,3,raw:bst_649_2004.txt,55,,
6042,,30,35,37,38,43,49,2004,56,1,raw:bst_649_2004.txt,56,,
6043,,4,13,16,17,22,45,2004,56,2,raw:bst_649_2004.txt,56,,
6044,,21,28,29,36,42,48,2004,56,3,raw:bst_649_2004.txt,56,,
6045,,8,9,25,30,38,48,2004,57,1,raw:bst_649_2004.txt,57,,
6046,,1,39,42,45,46,48,2004,57,2,raw:bst_649_2004.txt,57,,
6047,,11,23,24,27,34,36,2004,57,3,raw:bst_649_2004.txt,57,,
6048,,7,8,21,37,41,47,2004,58,1,raw:bst_649_2004.txt,58,,
6049,,4,6,13,34,42,47,2004,58,2,raw:bst_649_2004.txt,58,,
6050,,12,17,32,34,41,44,2004,58,3,raw:bst_649_2004.txt,58,,
6051,,3,14,17,22,23,41,2004,59,1,raw:bst_649_2004.txt,59,,
6052,,13,14,18,35,45,48,2004,59,2,raw:bst_649_2004.txt,59,,
6053,,5,9,25,36,45,48,2004,59,3,raw:bst_649_2004.txt,59,,
6054,,4,8,13,24,29,48,2004,60,1,raw:bst_649_2004.txt,60,,
6055,,6,7,30,33,39,46,2004,60,2,raw:bst_649_2004.txt,60,,
6056,,2,3,4,27,44,49,2004,60,3,raw:bst_649_2004.txt,60,,
6057,,3,15,26,35,38,47,2004,61,1,raw:bst_649_2004.txt,61,,
6058,,14,23,30,32,37,48,2004,61,2,raw:bst_649_2004.txt,61,,
6059,,3,15,17,35,43,49,2004,61,3,raw:bst_649_2004.txt,61,,
6060,,1,5,24,31,33,46,2004,62,1,raw:bst_649_2004.txt,62,,
6061,,2,8,28,34,44,49,2004,62,2,raw:bst_649_2004.txt,62,,
6062,,4,8,9,12,19,42,2004,62,3,raw:bst_649_2004.txt,62,,
6063,,7,16,22,25,29,42,2004,63,1,raw:bst_649_2004.txt,63,,
6064,,5,7,28,35,45,46,2004,63,2,raw:bst_649_2004.txt,63,,
6065,,6,12,19,21,40,41,2004,63,3,raw:bst_649_2004.txt,63,,
6066,,7,11,15,26,46,49,2004,64,1,raw:bst_649_2004.txt,64,,
6067,,3,4,13,26,40,48,2004,64,2,raw:bst_649_2004.txt,64,,
6068,,2,5,7,26,38,45,2004,64,3,raw:bst_649_2004.txt,64,,
6069,,1,21,22,28,34,42,2004,65,1,raw:bst_649_2004.txt,65,,
6070,,1,13,14,24,33,43,2004,65,2,raw:bst_649_2004.txt,65,,
6071,,10,14,15,18,26,33,2004,65,3,raw:bst_649_2004.txt,65,,
6072,,23,26,29,44,45,46,2004,66,1,raw:bst_649_2004.txt,66,,
6073,,8,17,20,21,28,44,2004,66,2,raw:bst_649_2004.txt,66,,
6074,,30,35,38,40,44,49,2004,66,3,raw:bst_649_2004.txt,66,,
6075,,8,9,14,25,30,48,2004,67,1,raw:bst_649_2004.txt,67,,
6076,,4,8,37,38,40,45,2004,67,2,raw:bst_649_2004.txt,67,,
6077,,5,14,23,24,38,40,2004,67,3,raw:bst_649_2004.txt,67,,
6078,,2,24,25,30,34,37,2004,68,1,raw:bst_649_2004.txt,68,,
6079,,6,7,24,43,46,49,2004,68,2,raw:bst_649_2004.txt,68,,
6080,,3,8,10,13,25,45,2004,68,3,raw:bst_649_2004.txt,68,,
6081,,3,8,22,27,39,42,2004,69,1,raw:bst_649_2004.txt,69,,
6082,,5,7,11,29,47,49,2004,69,2,raw:bst_649_2004.txt,69,,
6083,,7,15,24,26,35,45,2004,69,3,raw:bst_649_2004.txt,69,,
6084,,8,15,21,39,41,47,2004,70,1,raw:bst_649_2004.txt,70,,
6085,,14,18,36,40,45,48,2004,70,2,raw:bst_649_2004.txt,70,,
6086,,12,18,28,30,39,41,2004,70,3,raw:bst_649_2004.txt,70,,
6087,,4,17,32,42,44,45,2004,71,1,raw:bst_649_2004.txt,71,,
6088,,2,7,16,19,24,37,2004,71,2,raw:bst_649_2004.txt,71,,
6089,,12,16,28,38,42,45,2004,71,3,raw:bst_649_2004.txt,71,,
6090,,6,15,16,26,32,41,2004,72,1,raw:bst_649_2004.txt,72,,
6091,,6,18,25,27,41,45,2004,72,2,raw:bst_649_2004.txt,72,,
6092,,10,14,44,45,47,49,2004,72,3,raw:bst_649_2004.txt,72,,
6093,,4,6,19,24,34,43,2004,73,1,raw:bst_649_2004.txt,73,,
6094,,4,23,33,34,45,47,2004,73,2,raw:bst_649_2004.txt,73,,
6095,,2,3,7,12,20,30,2004,73,3,raw:bst_649_2004.txt,73,,
6096,,10,19,25,45,46,48,2004,74,1,raw:bst_649_2004.txt,74,,
6097,,6,11,22,27,35,48,2004,74,2,raw:bst_649_2004.txt,74,,
6098,,8,20,27,36,45,48,2004,74,3,raw:bst_649_2004.txt,74,,
6099,,7,16,21,26,32,34,2004,75,1,raw:bst_649_2004.txt,75,,
6100,,3,14,15,34,35,40,2004,75,2,raw:bst_649_2004.txt,75,,
6101,,12,13,16,23,24,25,2004,75,3,raw:bst_649_2004.txt,75,,
6102,,9,17,25,35,43,49,2004,76,1,raw:bst_649_2004.txt,76,,
6103,,18,21,40,42,47,49,2004,76,2,raw:bst_649_2004.txt,76,,
6104,,7,15,20,39,43,49,2004,76,3,raw:bst_649_2004.txt,76,,
6105,,11,17,27,32,33,43,2004,77,1,raw:bst_649_2004.txt,77,,
6106,,1,3,10,11,41,46,2004,77,2,raw:bst_649_2004.txt,77,,
6107,,4,10,16,18,29,47,2004,77,3,raw:bst_649_2004.txt,77,,
6108,,10,11,32,39,41,45,2004,78,1,raw:bst_649_2004.txt,78,,
6109,,6,9,13,16,32,43,2004,78,2,raw:bst_649_2004.txt,78,,
6110,,2,3,10,26,35,39,2004,78,3,raw:bst_649_2004.txt,78,,
6111,,5,21,31,36,44,47,2004,79,1,raw:bst_649_2004.txt,79,,
6112,,9,30,33,42,46,47,2004,79,2,raw:bst_649_2004.txt,79,,
6113,,6,14,26,34,40,47,2004,79,3,raw:bst_649_2004.txt,79,,
6114,,26,29,35,44,48,49,2004,80,1,raw:bst_649_2004.txt,80,,
6115,,2,3,17,24,41,43,2004,80,2,raw:bst_649_2004.txt,80,,
6116,,1,2,3,19,25,41,2004,80,3,raw:bst_649_2004.txt,80,,
6117,,1,9,24,31,32,45,2004,81,1,raw:bst_649_2004.txt,81,,
6118,,16,18,24,26,33,46,2004,81,2,raw:bst_649_2004.txt,81,,
6119,,11,14,22,26,31,38,2004,81,3,raw:bst_649_2004.txt,81,,
6120,,1,23,27,30,32,47,2004,82,1,raw:bst_649_2004.txt,82,,
6121,,5,6,17,20,33,49,2004,82,2,raw:bst_649_2004.txt,82,,
6122,,1,4,8,20,42,44,2004,82,3,raw:bst_649_2004.txt,82,,
6123,,4,7,8,19,38,48,2004,83,1,raw:bst_649_2004.txt,83,,
6124,,11,12,18,24,38,43,2004,83,2,raw:bst_649_2004.txt,83,,
6125,,4,7,28,32,46,48,2004,83,3,raw:bst_649_2004.txt,83,,
6126,,5,8,21,27,32,44,2004,84,1,raw:bst_649_2004.txt,84,,
6127,,4,5,13,19,28,35,2004,84,2,raw:bst_649_2004.txt,84,,
6128,,2,12,17,18,24,34,2004,84,3,raw:bst_649_2004.txt,84,,
6129,,11,30,32,34,36,49,2004,85,1,raw:bst_649_2004.txt,85,,
6130,,11,14,29,31,43,44,2004,85,2,raw:bst_649_2004.txt,85,,
6131,,4,11,13,16,26,46,2004,85,3,raw:bst_649_2004.txt,85,,
6132,,3,9,10,16,21,23,2004,86,1,raw:bst_649_2004.txt,86,,
6133,,16,18,28,31,36,48,2004,86,2,raw:bst_649_2004.txt,86,,
6134,,20,28,33,38,39,48,2004,86,3,raw:bst_649_2004.txt,86,,
6135,,1,2,8,11,24,45,2004,87,1,raw:bst_649_2004.txt,87,,
6136,,6,9,18,22,44,45,2004,87,2,raw:bst_649_2004.txt,87,,
6137,,2,3,5,9,13,35,2004,87,3,raw:bst_649_2004.txt,87,,
6138,,4,6,18,30,35,39,2004,88,1,raw:bst_649_2004.txt,88,,
6139,,13,16,27,32,33,37,2004,88,2,raw:bst_649_2004.txt,88,,
6140,,4,10,13,21,22,25,2004,88,3,raw:bst_649_2004.txt,88,,
6141,,14,18,27,30,34,49,2004,89,1,raw:bst_649_2004.txt,89,,
6142,,1,3,20,21,23,36,2004,89,2,raw:bst_649_2004.txt,89,,
6143,,5,9,25,26,35,47,2004,89,3,raw:bst_649_2004.txt,89,,
6144,,14,19,41,44,46,49,2004,90,1,raw:bst_649_2004.txt,90,,
6145,,7,11,12,31,39,43,2004,90,2,raw:bst_649_2004.txt,90,,
6146,,6,15,20,22,40,49,2004,90,3,raw:bst_649_2004.txt,90,,
6147,,6,25,28,33,37,43,2004,91,1,raw:bst_649_2004.txt,91,,
6148,,2,13,15,33,39,46,2004,91,2,raw:bst_649_2004.txt,91,,
6149,,10,31,36,42,47,48,2004,91,3,raw:bst_649_2004.txt,91,,
6150,,5,6,18,26,39,48,2004,92,1,raw:bst_649_2004.txt,92,,
6151,,3,21,26,30,43,48,2004,92,2,raw:bst_649_2004.txt,92,,
6152,,2,9,10,17,18,45,2004,92,3,raw:bst_649_2004.txt,92,,
6153,,3,19,36,37,41,48,2004,93,1,raw:bst_649_2004.txt,93,,
6154,,10,19,21,29,43,44,2004,93,2,raw:bst_649_2004.txt,93,,
6155,,1,3,4,12,23,26,2004,93,3,raw:bst_649_2004.txt,93,,
6156,,7,8,36,47,48,49,2004,94,1,raw:bst_649_2004.txt,94,,
6157,,5,8,37,40,42,49,2004,94,2,raw:bst_649_2004.txt,94,,
6158,,15,16,18,29,33,37,2004,94,3,raw:bst_649_2004.txt,94,,
6159,,4,14,21,26,36,49,2004,95,1,raw:bst_649_2004.txt,95,,
6160,,10,11,13,35,44,47,2004,95,2,raw:bst_649_2004.txt,95,,
6161,,1,20,26,34,40,48,2004,95,3,raw:bst_649_2004.txt,95,,
6162,,6,11,17,38,42,49,2004,96,1,raw:bst_649_2004.txt,96,,
6163,,1,2,27,34,42,47,2004,96,2,raw:bst_649_2004.txt,96,,
6164,,6,15,29,31,35,48,2004,96,3,raw:bst_649_2004.txt,96,,
6165,,2,10,16,20,39,48,2004,97,1,raw:bst_649_2004.txt,97,,
6166,,1,10,18,27,40,41,2004,97,2,raw:bst_649_2004.txt,97,,
6167,,6,12,29,39,43,45,2004,97,3,raw:bst_649_2004.txt,97,,
6168,,13,16,29,34,38,44,2004,98,1,raw:bst_649_2004.txt,98,,
6169,,4,8,11,21,25,33,2004,98,2,raw:bst_649_2004.txt,98,,
6170,,14,24,30,36,43,46,2004,98,3,raw:bst_649_2004.txt,98,,
6171,,7,13,15,21,24,42,2004,99,1,raw:bst_649_2004.txt,99,,
6172,,1,24,28,32,39,44,2004,99,2,raw:bst_649_2004.txt,99,,
6173,,8,9,21,29,41,43,2004,99,3,raw:bst_649_2004.txt,99,,
6174,,7,20,21,36,43,49,2004,100,1,raw:bst_649_2004.txt,100,,
6175,,3,19,31,34,45,49,2004,100,2,raw:bst_649_2004.txt,100,,
6176,,10,15,16,17,35,47,2004,100,3,raw:bst_649_2004.txt,100,,
6177,,19,21,23,33,37,49,2004,101,1,raw:bst_649_2004.txt,101,,
6178,,6,8,18,25,46,49,2004,101,2,raw:bst_649_2004.txt,101,,
6179,,13,15,18,25,34,49,2004,101,3,raw:bst_649_2004.txt,101,,
6180,,3,28,31,33,34,44,2004,102,1,raw:bst_649_2004.txt,102,,
6181,,6,15,17,35,36,45,2004,102,2,raw:bst_649_2004.txt,102,,
6182,,4,11,13,16,22,35,2004,102,3,raw:bst_649_2004.txt,102,,
6183,,2,15,25,32,37,38,2004,103,1,raw:bst_649_2004.txt,103,,
6184,,21,23,26,27,29,38,2004,103,2,raw:bst_649_2004.txt,103,,
6185,,14,19,25,27,42,44,2004,103,3,raw:bst_649_2004.txt,103,,
6186,,1,21,24,42,45,47,2005,0,1,raw:bst_649_2005.txt,0,,
6187,,3,5,18,28,30,43,2005,0,2,raw:bst_649_2005.txt,0,,
6188,,12,19,24,28,38,48,2005,0,3,raw:bst_649_2005.txt,0,,
6189,,7,13,28,36,43,47,2005,1,1,raw:bst_649_2005.txt,1,,
6190,,6,18,19,32,46,48,2005,1,2,raw:bst_649_2005.txt,1,,
6191,,3,6,8,13,44,48,2005,1,3,raw:bst_649_2005.txt,1,,
6192,,29,37,38,45,47,48,2005,2,1,raw:bst_649_2005.txt,2,,
6193,,20,26,29,39,41,45,2005,2,2,raw:bst_649_2005.txt,2,,
6194,,19,25,28,36,38,39,2005,2,3,raw:bst_649_2005.txt,2,,
6195,,7,25,30,44,46,47,2005,3,1,raw:bst_649_2005.txt,3,,
6196,,11,17,20,25,28,39,2005,3,2,raw:bst_649_2005.txt,3,,
6197,,11,15,22,29,40,48,2005,3,3,raw:bst_649_2005.txt,3,,
6198,,6,12,20,36,45,46,2005,4,1,raw:bst_649_2005.txt,4,,
6199,,13,27,34,37,40,46,2005,4,2,raw:bst_649_2005.txt,4,,
6200,,4,6,13,15,19,49,2005,4,3,raw:bst_649_2005.txt,4,,
6201,,20,23,36,37,47,48,2005,5,1,raw:bst_649_2005.txt,5,,
6202,,1,26,32,34,38,48,2005,5,2,raw:bst_649_2005.txt,5,,
6203,,2,3,34,35,42,48,2005,5,3,raw:bst_649_2005.txt,5,,
6204,,20,26,36,37,43,44,2005,6,1,raw:bst_649_2005.txt,6,,
6205,,21,23,29,32,33,41,2005,6,2,raw:bst_649_2005.txt,6,,
6206,,20,22,24,38,46,49,2005,6,3,raw:bst_649_2005.txt,6,,
6207,,15,19,23,26,38,49,2005,7,1,raw:bst_649_2005.txt,7,,
6208,,2,12,21,22,29,35,2005,7,2,raw:bst_649_2005.txt,7,,
6209,,16,23,28,31,33,43,2005,7,3,raw:bst_649_2005.txt,7,,
6210,,6,29,31,37,40,42,2005,8,1,raw:bst_649_2005.txt,8,,
6211,,8,16,32,35,38,49,2005,8,2,raw:bst_649_2005.txt,8,,
6212,,7,8,13,30,36,39,2005,8,3,raw:bst_649_2005.txt,8,,
6213,,9,17,20,24,26,38,2005,9,1,raw:bst_649_2005.txt,9,,
6214,,23,26,28,30,31,39,2005,9,2,raw:bst_649_2005.txt,9,,
6215,,8,14,17,39,42,48,2005,9,3,raw:bst_649_2005.txt,9,,
6216,,2,14,18,21,23,30,2005,10,1,raw:bst_649_2005.txt,10,,
6217,,3,14,18,33,34,40,2005,10,2,raw:bst_649_2005.txt,10,,
6218,,2,18,21,27,32,40,2005,10,3,raw:bst_649_2005.txt,10,,
6219,,5,8,35,36,41,46,2005,11,1,raw:bst_649_2005.txt,11,,
6220,,1,22,29,37,38,42,2005,11,2,raw:bst_649_2005.txt,11,,
6221,,9,12,30,35,44,48,2005,11,3,raw:bst_649_2005.txt,11,,
6222,,4,9,34,38,48,49,2005,12,1,raw:bst_649_2005.txt,12,,
6223,,17,22,30,36,38,47,2005,12,2,raw:bst_649_2005.txt,12,,
6224,,9,12,17,18,28,47,2005,12,3,raw:bst_649_2005.txt,12,,
6225,,2,4,5,12,23,37,2005,13,1,raw:bst_649_2005.txt,13,,
6226,,2,4,13,26,31,43,2005,13,2,raw:bst_649_2005.txt,13,,
6227,,3,34,35,37,38,40,2005,13,3,raw:bst_649_2005.txt,13,,
6228,,3,32,33,42,47,48,2005,14,1,raw:bst_649_2005.txt,14,,
6229,,11,13,17,31,38,48,2005,14,2,raw:bst_649_2005.txt,14,,
6230,,3,17,22,29,33,34,2005,14,3,raw:bst_649_2005.txt,14,,
6231,,11,28,33,42,46,47,2005,15,1,raw:bst_649_2005.txt,15,,
6232,,19,21,22,31,34,38,2005,15,2,raw:bst_649_2005.txt,15,,
6233,,1,8,21,25,34,48,2005,15,3,raw:bst_649_2005.txt,15,,
6234,,5,13,19,21,32,45,2005,16,1,raw:bst_649_2005.txt,16,,
6235,,9,13,19,24,36,39,2005,16,2,raw:bst_649_2005.txt,16,,
6236,,5,22,37,42,46,47,2005,16,3,raw:bst_649_2005.txt,16,,
6237,,3,11,16,38,43,44,2005,17,1,raw:bst_649_2005.txt,17,,
6238,,8,15,17,22,31,45,2005,17,2,raw:bst_649_2005.txt,17,,
6239,,7,10,24,35,36,37,2005,17,3,raw:bst_649_2005.txt,17,,
6240,,19,20,25,28,38,45,2005,18,1,raw:bst_649_2005.txt,18,,
6241,,15,19,20,23,32,38,2005,18,2,raw:bst_649_2005.txt,18,,
6242,,4,15,18,23,33,38,2005,18,3,raw:bst_649_2005.txt,18,,
6243,,12,17,20,36,44,49,2005,19,1,raw:bst_649_2005.txt,19,,
6244,,13,15,16,25,32,37,2005,19,2,raw:bst_649_2005.txt,19,,
6245,,15,27,33,35,37,43,2005,19,3,raw:bst_649_2005.txt,19,,
6246,,2,10,12,14,25,28,2005,20,1,raw:bst_649_2005.txt,20,,
6247,,2,16,22,28,37,42,2005,20,2,raw:bst_649_2005.txt,20,,
6248,,3,20,21,26,33,37,2005,20,3,raw:bst_649_2005.txt,20,,
6249,,10,11,18,32,35,39,2005,21,1,raw:bst_649_2005.txt,21,,
6250,,19,25,29,32,43,47,2005,21,2,raw:bst_649_2005.txt,21,,
6251,,4,7,13,17,24,44,2005,21,3,raw:bst_649_2005.txt,21,,
6252,,1,9,12,38,39,43,2005,22,1,raw:bst_649_2005.txt,22,,
6253,,1,2,19,34,36,42,2005,22,2,raw:bst_649_2005.txt,22,,
6254,,4,5,17,24,38,49,2005,22,3,raw:bst_649_2005.txt,22,,
6255,,2,5,24,32,37,40,2005,23,1,raw:bst_649_2005.txt,23,,
6256,,8,12,26,35,36,46,2005,23,2,raw:bst_649_2005.txt,23,,
6257,,1,21,22,31,33,47,2005,23,3,raw:bst_649_2005.txt,23,,
6258,,5,7,19,22,23,42,2005,24,1,raw:bst_649_2005.txt,24,,
6259,,4,15,24,34,35,49,2005,24,2,raw:bst_649_2005.txt,24,,
6260,,11,26,28,30,37,46,2005,24,3,raw:bst_649_2005.txt,24,,
6261,,21,23,28,29,30,48,2005,25,1,raw:bst_649_2005.txt,25,,
6262,,7,12,18,21,29,32,2005,25,2,raw:bst_649_2005.txt,25,,
6263,,1,15,18,25,36,41,2005,25,3,raw:bst_649_2005.txt,25,,
6264,,10,12,17,25,40,49,2005,26,1,raw:bst_649_2005.txt,26,,
6265,,15,24,28,40,45,49,2005,26,2,raw:bst_649_2005.txt,26,,
6266,,2,8,20,28,37,43,2005,26,3,raw:bst_649_2005.txt,26,,
6267,,2,11,15,23,26,39,2005,27,1,raw:bst_649_2005.txt,27,,
6268,,13,16,31,41,43,46,2005,27,2,raw:bst_649_2005.txt,27,,
6269,,1,17,21,32,35,39,2005,27,3,raw:bst_649_2005.txt,27,,
6270,,5,6,7,35,36,37,2005,28,1,raw:bst_649_2005.txt,28,,
6271,,8,18,20,26,28,36,2005,28,2,raw:bst_649_2005.txt,28,,
6272,,7,13,18,20,44,49,2005,28,3,raw:bst_649_2005.txt,28,,
6273,,3,5,18,20,30,33,2005,29,1,raw:bst_649_2005.txt,29,,
6274,,1,5,10,16,23,46,2005,29,2,raw:bst_649_2005.txt,29,,
6275,,2,5,24,28,31,40,2005,29,3,raw:bst_649_2005.txt,29,,
6276,,3,6,8,17,34,37,2005,30,1,raw:bst_649_2005.txt,30,,
6277,,1,8,9,12,14,35,2005,30,2,raw:bst_649_2005.txt,30,,
6278,,1,20,21,27,33,47,2005,30,3,raw:bst_649_2005.txt,30,,
6279,,13,19,21,33,38,45,2005,31,1,raw:bst_649_2005.txt,31,,
6280,,2,6,7,14,24,35,2005,31,2,raw:bst_649_2005.txt,31,,
6281,,1,5,10,36,47,48,2005,31,3,raw:bst_649_2005.txt,31,,
6282,,1,8,28,30,43,46,2005,32,1,raw:bst_649_2005.txt,32,,
6283,,14,16,21,23,39,49,2005,32,2,raw:bst_649_2005.txt,32,,
6284,,16,24,25,27,37,42,2005,32,3,raw:bst_649_2005.txt,32,,
6285,,8,13,16,25,34,39,2005,33,1,raw:bst_649_2005.txt,33,,
