draw_id,date,n1,n2,n3,n4,n5,n6,year,draw_number,draw_position,source_url,draw_no,bonus_number,source
1689,,1,14,17,26,28,49,1977,35,1,raw:bst_649_1977.txt,35,,
1690,,5,18,28,30,47,49,1977,35,2,raw:bst_649_1977.txt,35,,
1691,,17,21,30,38,40,41,1977,36,1,raw:bst_649_1977.txt,36,,
1692,,3,4,6,11,31,38,1977,36,2,raw:bst_649_1977.txt,36,,
1693,,8,10,12,24,35,40,1977,37,1,raw:bst_649_1977.txt,37,,
1694,,2,16,18,24,27,41,1977,37,2,raw:bst_649_1977.txt,37,,
1695,,6,13,33,35,39,48,1977,38,1,raw:bst_649_1977.txt,38,,
1696,,6,16,24,29,38,43,1977,38,2,raw:bst_649_1977.txt,38,,
1697,,4,12,21,31,35,48,1977,39,1,raw:bst_649_1977.txt,39,,
1698,,2,10,12,42,43,44,1977,39,2,raw:bst_649_1977.txt,39,,
1699,,9,25,34,44,46,48,1977,40,1,raw:bst_649_1977.txt,40,,
1700,,24,26,30,36,37,42,1977,40,2,raw:bst_649_1977.txt,40,,
1701,,8,15,17,40,45,49,1977,41,1,raw:bst_649_1977.txt,41,,
1702,,3,13,23,26,47,48,1977,41,2,raw:bst_649_1977.txt,41,,
1703,,5,13,25,30,39,41,1977,42,1,raw:bst_649_1977.txt,42,,
1704,,8,15,20,38,42,43,1977,42,2,raw:bst_649_1977.txt,42,,
1705,,1,6,10,21,38,48,1977,43,1,raw:bst_649_1977.txt,43,,
1706,,8,22,23,39,43,47,1977,43,2,raw:bst_649_1977.txt,43,,
1707,,15,33,37,39,40,42,1977,44,1,raw:bst_649_1977.txt,44,,
1708,,15,33,34,37,42,48,1977,44,2,raw:bst_649_1977.txt,44,,
1709,,5,22,23,36,39,46,1977,45,1,raw:bst_649_1977.txt,45,,
1710,,6,11,25,28,33,42,1977,45,2,raw:bst_649_1977.txt,45,,
1711,,3,15,29,40,44,47,1977,46,1,raw:bst_649_1977.txt,46,,
1712,,10,23,32,34,39,44,1977,46,2,raw:bst_649_1977.txt,46,,
1713,,8,12,15,32,44,45,1977,47,1,raw:bst_649_1977.txt,47,,
1714,,1,21,22,37,38,48,1977,47,2,raw:bst_649_1977.txt,47,,
1715,,11,20,26,29,33,42,1977,48,1,raw:bst_649_1977.txt,48,,
1716,,4,7,17,31,46,47,1977,48,2,raw:bst_649_1977.txt,48,,
1717,,5,16,17,21,27,48,1977,49,1,raw:bst_649_1977.txt,49,,
1718,,6,8,16,24,38,42,1977,49,2,raw:bst_649_1977.txt,49,,
1719,,4,6,8,10,20,38,1977,50,1,raw:bst_649_1977.txt,50,,
1720,,4,6,25,29,33,49,1977,50,2,raw:bst_649_1977.txt,50,,
1721,,2,5,10,15,27,46,1977,51,1,raw:bst_649_1977.txt,51,,
1722,,10,16,25,38,40,49,1977,51,2,raw:bst_649_1977.txt,51,,
1723,,12,17,24,26,27,35,1977,52,1,raw:bst_649_1977.txt,52,,
1724,,1,2,5,12,28,47,1977,52,2,raw:bst_649_1977.txt,52,,
1725,,1,19,27,37,40,49,1977,601,1,raw:bst_649_1977.txt,601,,
1726,,19,30,40,41,43,45,1977,601,2,raw:bst_649_1977.txt,601,,
1727,,21,36,39,41,44,49,1977,602,1,raw:bst_649_1977.txt,602,,
1728,,16,20,27,29,36,38,1977,602,2,raw:bst_649_1977.txt,602,,
1729,,16,18,26,40,41,45,1978,1,1,raw:bst_649_1978.txt,1,,
1730,,10,18,22,23,28,45,1978,1,2,raw:bst_649_1978.txt,1,,
1731,,12,18,27,36,37,40,1978,2,1,raw:bst_649_1978.txt,2,,
1732,,1,9,14,26,31,32,1978,2,2,raw:bst_649_1978.txt,2,,
1733,,1,5,15,18,26,44,1978,3,1,raw:bst_649_1978.txt,3,,
1734,,7,9,13,26,35,41,1978,3,2,raw:bst_649_1978.txt,3,,
1735,,3,10,38,44,45,49,1978,4,1,raw:bst_649_1978.txt,4,,
1736,,15,17,18,20,27,33,1978,4,2,raw:bst_649_1978.txt,4,,
1737,,15,27,32,34,39,42,1978,5,1,raw:bst_649_1978.txt,5,,
1738,,6,7,17,34,37,43,1978,5,2,raw:bst_649_1978.txt,5,,
1739,,1,16,28,42,45,48,1978,6,1,raw:bst_649_1978.txt,6,,
1740,,1,3,14,24,30,34,1978,6,2,raw:bst_649_1978.txt,6,,
1741,,1,2,4,21,37,44,1978,7,1,raw:bst_649_1978.txt,7,,
1742,,4,11,14,19,25,30,1978,7,2,raw:bst_649_1978.txt,7,,
1743,,4,9,17,21,27,31,1978,8,1,raw:bst_649_1978.txt,8,,
1744,,6,7,19,27,35,48,1978,8,2,raw:bst_649_1978.txt,8,,
1745,,2,5,24,26,35,41,1978,9,1,raw:bst_649_1978.txt,9,,
1746,,3,21,31,36,40,48,1978,9,2,raw:bst_649_1978.txt,9,,
1747,,4,6,29,45,47,49,1978,10,1,raw:bst_649_1978.txt,10,,
1748,,2,5,20,28,37,47,1978,10,2,raw:bst_649_1978.txt,10,,
1749,,15,19,27,28,29,46,1978,11,1,raw:bst_649_1978.txt,11,,
1750,,1,12,17,25,37,48,1978,11,2,raw:bst_649_1978.txt,11,,
1751,,15,20,22,31,32,40,1978,12,1,raw:bst_649_1978.txt,12,,
1752,,10,14,17,29,36,40,1978,12,2,raw:bst_649_1978.txt,12,,
1753,,4,8,15,18,26,44,1978,13,1,raw:bst_649_1978.txt,13,,
1754,,1,14,19,21,28,44,1978,13,2,raw:bst_649_1978.txt,13,,
1755,,4,14,19,21,41,43,1978,14,1,raw:bst_649_1978.txt,14,,
1756,,7,21,25,27,38,44,1978,14,2,raw:bst_649_1978.txt,14,,
1757,,2,4,12,22,24,35,1978,15,1,raw:bst_649_1978.txt,15,,
1758,,8,17,27,38,39,44,1978,15,2,raw:bst_649_1978.txt,15,,
1759,,5,13,15,16,36,49,1978,16,1,raw:bst_649_1978.txt,16,,
1760,,1,11,19,23,28,48,1978,16,2,raw:bst_649_1978.txt,16,,
1761,,7,8,10,11,26,39,1978,17,1,raw:bst_649_1978.txt,17,,
1762,,16,20,30,31,33,38,1978,17,2,raw:bst_649_1978.txt,17,,
1763,,1,12,18,30,38,48,1978,18,1,raw:bst_649_1978.txt,18,,
1764,,5,8,22,28,39,43,1978,18,2,raw:bst_649_1978.txt,18,,
1765,,2,3,19,39,43,46,1978,19,1,raw:bst_649_1978.txt,19,,
1766,,9,17,20,37,42,46,1978,19,2,raw:bst_649_1978.txt,19,,
1767,,2,5,11,19,39,42,1978,20,1,raw:bst_649_1978.txt,20,,
1768,,10,11,18,23,26,48,1978,20,2,raw:bst_649_1978.txt,20,,
1769,,8,9,15,21,30,31,1978,21,1,raw:bst_649_1978.txt,21,,
1770,,7,19,27,36,41,43,1978,21,2,raw:bst_649_1978.txt,21,,
1771,,4,7,8,16,24,45,1978,22,1,raw:bst_649_1978.txt,22,,
1772,,3,13,15,24,32,39,1978,22,2,raw:bst_649_1978.txt,22,,
1773,,2,6,8,33,45,47,1978,23,1,raw:bst_649_1978.txt,23,,
1774,,1,4,5,16,22,46,1978,23,2,raw:bst_649_1978.txt,23,,
1775,,11,19,22,29,30,40,1978,24,1,raw:bst_649_1978.txt,24,,
1776,,7,16,20,23,31,32,1978,24,2,raw:bst_649_1978.txt,24,,
1777,,1,5,19,25,26,45,1978,25,1,raw:bst_649_1978.txt,25,,
1778,,2,7,10,20,30,39,1978,25,2,raw:bst_649_1978.txt,25,,
1779,,2,5,7,9,14,35,1978,26,1,raw:bst_649_1978.txt,26,,
1780,,20,23,26,35,41,45,1978,26,2,raw:bst_649_1978.txt,26,,
1781,,10,12,14,20,23,44,1978,27,1,raw:bst_649_1978.txt,27,,
1782,,1,8,9,30,35,42,1978,27,2,raw:bst_649_1978.txt,27,,
1783,,5,10,17,22,23,25,1978,28,1,raw:bst_649_1978.txt,28,,
1784,,3,6,23,25,32,42,1978,28,2,raw:bst_649_1978.txt,28,,
1785,,10,13,20,27,41,49,1978,29,1,raw:bst_649_1978.txt,29,,
1786,,2,11,16,26,28,32,1978,29,2,raw:bst_649_1978.txt,29,,
1787,,5,7,33,39,44,47,1978,30,1,raw:bst_649_1978.txt,30,,
1788,,11,12,17,23,24,49,1978,30,2,raw:bst_649_1978.txt,30,,
1789,,12,17,21,24,36,40,1978,31,1,raw:bst_649_1978.txt,31,,
1790,,4,16,28,29,42,48,1978,31,2,raw:bst_649_1978.txt,31,,
1791,,14,20,23,30,32,46,1978,32,1,raw:bst_649_1978.txt,32,,
1792,,3,12,17,31,39,42,1978,32,2,raw:bst_649_1978.txt,32,,
1793,,1,16,22,38,39,43,1978,33,1,raw:bst_649_1978.txt,33,,
1794,,10,22,32,36,37,48,1978,33,2,raw:bst_649_1978.txt,33,,
1795,,6,7,10,26,29,30,1978,34,1,raw:bst_649_1978.txt,34,,
1796,,3,7,11,22,28,49,1978,34,2,raw:bst_649_1978.txt,34,,
1797,,2,6,15,24,30,48,1978,35,1,raw:bst_649_1978.txt,35,,
1798,,1,2,13,21,25,45,1978,35,2,raw:bst_649_1978.txt,35,,
1799,,3,12,20,31,39,41,1978,36,1,raw:bst_649_1978.txt,36,,
1800,,4,8,11,30,47,48,1978,36,2,raw:bst_649_1978.txt,36,,
1801,,17,19,36,37,39,49,1978,37,1,raw:bst_649_1978.txt,37,,
1802,,12,16,22,31,36,45,1978,37,2,raw:bst_649_1978.txt,37,,
1803,,1,10,16,21,38,48,1978,38,1,raw:bst_649_1978.txt,38,,
1804,,1,2,17,21,24,49,1978,38,2,raw:bst_649_1978.txt,38,,
1805,,6,8,17,30,38,46,1978,39,1,raw:bst_649_1978.txt,39,,
1806,,2,6,7,21,23,28,1978,39,2,raw:bst_649_1978.txt,39,,
1807,,4,6,25,36,47,49,1978,40,1,raw:bst_649_1978.txt,40,,
1808,,4,8,12,27,29,31,1978,40,2,raw:bst_649_1978.txt,40,,
1809,,10,22,30,33,35,48,1978,41,1,raw:bst_649_1978.txt,41,,
1810,,4,24,29,30,36,40,1978,41,2,raw:bst_649_1978.txt,41,,
1811,,15,18,23,28,29,41,1978,42,1,raw:bst_649_1978.txt,42,,
1812,,2,28,32,42,45,49,1978,42,2,raw:bst_649_1978.txt,42,,
1813,,13,24,26,32,33,39,1978,43,1,raw:bst_649_1978.txt,43,,
1814,,7,14,15,16,33,47,1978,43,2,raw:bst_649_1978.txt,43,,
1815,,4,6,9,13,33,45,1978,44,1,raw:bst_649_1978.txt,44,,
1816,,26,30,32,36,44,47,1978,44,2,raw:bst_649_1978.txt,44,,
1817,,10,28,29,39,45,48,1978,45,1,raw:bst_649_1978.txt,45,,
1818,,8,16,24,27,34,42,1978,45,2,raw:bst_649_1978.txt,45,,
1819,,7,25,34,40,44,49,1978,46,1,raw:bst_649_1978.txt,46,,
1820,,25,26,28,36,46,49,1978,46,2,raw:bst_649_1978.txt,46,,
1821,,5,6,16,34,44,45,1978,47,1,raw:bst_649_1978.txt,47,,
1822,,7,11,34,39,41,46,1978,47,2,raw:bst_649_1978.txt,47,,
1823,,3,18,20,38,43,48,1978,48,1,raw:bst_649_1978.txt,48,,
1824,,2,23,24,26,41,44,1978,48,2,raw:bst_649_1978.txt,48,,
1825,,15,21,29,31,43,46,1978,49,1,raw:bst_649_1978.txt,49,,
1826,,8,16,18,42,44,49,1978,49,2,raw:bst_649_1978.txt,49,,
1827,,1,3,12,13,31,38,1978,50,1,raw:bst_649_1978.txt,50,,
1828,,1,3,11,41,47,48,1978,50,2,raw:bst_649_1978.txt,50,,
1829,,1,2,3,17,20,46,1978,51,1,raw:bst_649_1978.txt,51,,
1830,,4,9,11,12,28,45,1978,51,2,raw:bst_649_1978.txt,51,,
1831,,5,10,15,17,22,43,1978,52,1,raw:bst_649_1978.txt,52,,
1832,,1,9,14,31,48,49,1978,52,2,raw:bst_649_1978.txt,52,,
1833,,7,20,21,23,28,40,1978,601,1,raw:bst_649_1978.txt,601,,
1834,,4,10,14,25,29,42,1978,601,2,raw:bst_649_1978.txt,601,,
1835,,11,15,18,22,23,39,1978,602,1,raw:bst_649_1978.txt,602,,
1836,,7,9,29,35,37,47,1978,602,2,raw:bst_649_1978.txt,602,,
1837,,2,5,10,13,35,49,1978,602,3,raw:bst_649_1978.txt,602,,
1838,,5,15,17,18,23,40,1978,602,4,raw:bst_649_1978.txt,602,,
1839,,8,9,10,11,33,46,1978,603,1,raw:bst_649_1978.txt,603,,
1840,,4,17,23,35,42,46,1978,603,2,raw:bst_649_1978.txt,603,,
1841,,5,24,28,33,34,43,1978,603,3,raw:bst_649_1978.txt,603,,
1842,,7,8,23,25,28,38,1978,603,4,raw:bst_649_1978.txt,603,,
1843,,3,21,27,28,40,45,1979,1,1,raw:bst_649_1979.txt,1,,
1844,,4,9,18,27,32,49,1979,1,2,raw:bst_649_1979.txt,1,,
1845,,5,6,8,17,19,46,1979,2,1,raw:bst_649_1979.txt,2,,
1846,,6,7,20,31,36,43,1979,2,2,raw:bst_649_1979.txt,2,,
1847,,6,21,36,37,41,46,1979,3,1,raw:bst_649_1979.txt,3,,
1848,,1,5,22,26,27,40,1979,3,2,raw:bst_649_1979.txt,3,,
1849,,2,5,15,35,36,38,1979,4,1,raw:bst_649_1979.txt,4,,
1850,,4,16,21,32,37,46,1979,4,2,raw:bst_649_1979.txt,4,,
1851,,6,14,17,28,39,43,1979,5,1,raw:bst_649_1979.txt,5,,
1852,,7,8,14,23,38,44,1979,5,2,raw:bst_649_1979.txt,5,,
1853,,5,13,20,24,30,43,1979,6,1,raw:bst_649_1979.txt,6,,
1854,,8,13,15,26,28,30,1979,6,2,raw:bst_649_1979.txt,6,,
1855,,8,13,15,31,39,44,1979,7,1,raw:bst_649_1979.txt,7,,
1856,,5,13,21,29,33,34,1979,7,2,raw:bst_649_1979.txt,7,,
1857,,3,9,10,24,25,45,1979,8,1,raw:bst_649_1979.txt,8,,
1858,,1,17,18,31,38,46,1979,8,2,raw:bst_649_1979.txt,8,,
1859,,4,13,20,38,48,49,1979,9,1,raw:bst_649_1979.txt,9,,
1860,,7,21,23,25,29,42,1979,9,2,raw:bst_649_1979.txt,9,,
1861,,5,15,33,38,39,40,1979,10,1,raw:bst_649_1979.txt,10,,
1862,,1,2,4,5,11,38,1979,10,2,raw:bst_649_1979.txt,10,,
1863,,4,6,18,36,40,41,1979,11,1,raw:bst_649_1979.txt,11,,
1864,,12,27,33,34,37,41,1979,11,2,raw:bst_649_1979.txt,11,,
1865,,5,22,34,39,40,44,1979,12,1,raw:bst_649_1979.txt,12,,
1866,,8,13,22,30,47,48,1979,12,2,raw:bst_649_1979.txt,12,,
1867,,1,7,30,33,35,37,1979,13,1,raw:bst_649_1979.txt,13,,
1868,,7,9,36,43,47,48,1979,13,2,raw:bst_649_1979.txt,13,,
1869,,4,12,17,41,45,46,1979,14,1,raw:bst_649_1979.txt,14,,
1870,,4,11,15,21,36,45,1979,14,2,raw:bst_649_1979.txt,14,,
1871,,6,9,10,16,21,26,1979,15,1,raw:bst_649_1979.txt,15,,
1872,,2,22,28,37,38,47,1979,15,2,raw:bst_649_1979.txt,15,,
1873,,1,5,12,16,29,32,1979,16,1,raw:bst_649_1979.txt,16,,
1874,,7,8,12,21,32,46,1979,16,2,raw:bst_649_1979.txt,16,,
1875,,1,3,7,34,43,49,1979,17,1,raw:bst_649_1979.txt,17,,
1876,,3,21,25,27,37,38,1979,17,2,raw:bst_649_1979.txt,17,,
1877,,17,20,24,26,27,36,1979,18,1,raw:bst_649_1979.txt,18,,
1878,,4,5,12,19,27,34,1979,18,2,raw:bst_649_1979.txt,18,,
1879,,15,17,22,23,33,46,1979,19,1,raw:bst_649_1979.txt,19,,
1880,,2,3,6,8,17,32,1979,19,2,raw:bst_649_1979.txt,19,,
1881,,9,10,14,20,35,43,1979,20,1,raw:bst_649_1979.txt,20,,
1882,,3,4,10,29,42,49,1979,20,2,raw:bst_649_1979.txt,20,,
1883,,14,25,28,31,36,47,1979,21,1,raw:bst_649_1979.txt,21,,
1884,,6,26,27,35,39,49,1979,21,2,raw:bst_649_1979.txt,21,,
1885,,6,9,12,21,24,31,1979,22,1,raw:bst_649_1979.txt,22,,
1886,,2,10,11,13,23,40,1979,22,2,raw:bst_649_1979.txt,22,,
1887,,10,15,21,26,39,49,1979,23,1,raw:bst_649_1979.txt,23,,
1888,,16,22,23,31,42,47,1979,23,2,raw:bst_649_1979.txt,23,,
1889,,4,32,33,39,47,48,1979,24,1,raw:bst_649_1979.txt,24,,
1890,,2,9,20,23,32,43,1979,24,2,raw:bst_649_1979.txt,24,,
1891,,7,19,23,26,31,35,1979,25,1,raw:bst_649_1979.txt,25,,
1892,,7,10,37,39,48,49,1979,25,2,raw:bst_649_1979.txt,25,,
1893,,3,23,27,29,39,41,1979,26,1,raw:bst_649_1979.txt,26,,
1894,,1,18,21,33,35,43,1979,26,2,raw:bst_649_1979.txt,26,,
1895,,7,9,21,25,32,47,1979,27,1,raw:bst_649_1979.txt,27,,
1896,,5,22,27,29,39,42,1979,27,2,raw:bst_649_1979.txt,27,,
1897,,9,16,19,24,27,46,1979,28,1,raw:bst_649_1979.txt,28,,
1898,,6,7,35,41,43,46,1979,28,2,raw:bst_649_1979.txt,28,,
1899,,2,3,12,25,26,28,1979,29,1,raw:bst_649_1979.txt,29,,
1900,,2,6,28,42,46,47,1979,29,2,raw:bst_649_1979.txt,29,,
1901,,7,14,17,26,34,47,1979,30,1,raw:bst_649_1979.txt,30,,
1902,,15,22,32,33,34,35,1979,30,2,raw:bst_649_1979.txt,30,,
1903,,2,12,19,25,39,49,1979,31,1,raw:bst_649_1979.txt,31,,
1904,,2,8,19,24,33,37,1979,31,2,raw:bst_649_1979.txt,31,,
1905,,6,17,31,32,35,41,1979,32,1,raw:bst_649_1979.txt,32,,
1906,,1,16,33,37,38,42,1979,32,2,raw:bst_649_1979.txt,32,,
1907,,6,13,17,27,41,42,1979,33,1,raw:bst_649_1979.txt,33,,
1908,,20,27,34,35,37,38,1979,33,2,raw:bst_649_1979.txt,33,,
1909,,4,8,14,33,41,42,1979,34,1,raw:bst_649_1979.txt,34,,
1910,,13,14,19,24,28,41,1979,34,2,raw:bst_649_1979.txt,34,,
1911,,5,19,30,32,33,47,1979,35,1,raw:bst_649_1979.txt,35,,
1912,,11,15,22,24,25,49,1979,35,2,raw:bst_649_1979.txt,35,,
1913,,7,13,16,17,20,23,1979,36,1,raw:bst_649_1979.txt,36,,
1914,,15,16,31,37,38,44,1979,36,2,raw:bst_649_1979.txt,36,,
1915,,11,12,18,28,33,45,1979,37,1,raw:bst_649_1979.txt,37,,
1916,,7,23,29,30,32,41,1979,37,2,raw:bst_649_1979.txt,37,,
1917,,5,6,20,22,33,38,1979,38,1,raw:bst_649_1979.txt,38,,
1918,,1,8,11,36,39,40,1979,38,2,raw:bst_649_1979.txt,38,,
1919,,4,13,14,26,40,47,1979,39,1,raw:bst_649_1979.txt,39,,
1920,,13,16,28,29,46,48,1979,39,2,raw:bst_649_1979.txt,39,,
1921,,7,20,39,43,45,47,1979,40,1,raw:bst_649_1979.txt,40,,
1922,,2,9,15,25,31,47,1979,40,2,raw:bst_649_1979.txt,40,,
1923,,2,3,24,26,34,46,1979,41,1,raw:bst_649_1979.txt,41,,
1924,,9,10,22,32,42,44,1979,41,2,raw:bst_649_1979.txt,41,,
1925,,19,23,32,37,40,43,1979,42,1,raw:bst_649_1979.txt,42,,
1926,,3,4,31,37,41,48,1979,42,2,raw:bst_649_1979.txt,42,,
1927,,18,26,29,34,37,38,1979,43,1,raw:bst_649_1979.txt,43,,
1928,,13,14,23,32,37,45,1979,43,2,raw:bst_649_1979.txt,43,,
1929,,3,7,11,33,38,45,1979,44,1,raw:bst_649_1979.txt,44,,
1930,,5,9,19,35,41,48,1979,44,2,raw:bst_649_1979.txt,44,,
1931,,11,27,36,41,43,49,1979,45,1,raw:bst_649_1979.txt,45,,
1932,,13,22,41,46,47,49,1979,45,2,raw:bst_649_1979.txt,45,,
1933,,12,15,21,35,40,41,1979,46,1,raw:bst_649_1979.txt,46,,
1934,,4,16,20,24,40,45,1979,46,2,raw:bst_649_1979.txt,46,,
1935,,15,24,32,36,43,48,1979,47,1,raw:bst_649_1979.txt,47,,
1936,,19,26,29,31,45,46,1979,47,2,raw:bst_649_1979.txt,47,,
1937,,13,21,25,32,33,34,1979,48,1,raw:bst_649_1979.txt,48,,
1938,,6,21,22,26,27,37,1979,48,2,raw:bst_649_1979.txt,48,,
1939,,4,16,25,33,38,49,1979,49,1,raw:bst_649_1979.txt,49,,
1940,,7,20,30,35,44,48,1979,49,2,raw:bst_649_1979.txt,49,,
1941,,3,4,6,13,14,33,1979,50,1,raw:bst_649_1979.txt,50,,
1942,,2,18,22,25,32,47,1979,50,2,raw:bst_649_1979.txt,50,,
1943,,13,17,26,28,43,48,1979,51,1,raw:bst_649_1979.txt,51,,
1944,,1,12,17,30,37,46,1979,51,2,raw:bst_649_1979.txt,51,,
1945,,27,31,34,38,41,44,1979,601,1,raw:bst_649_1979.txt,601,,
1946,,24,29,30,34,37,41,1979,601,2,raw:bst_649_1979.txt,601,,
1947,,24,33,37,38,39,49,1979,602,1,raw:bst_649_1979.txt,602,,
1948,,18,25,26,27,35,47,1979,602,2,raw:bst_649_1979.txt,602,,
1949,,6,9,10,37,42,46,1979,602,3,raw:bst_649_1979.txt,602,,
1950,,1,7,26,34,36,37,1979,602,4,raw:bst_649_1979.txt,602,,
1951,,2,12,22,34,40,46,1979,603,1,raw:bst_649_1979.txt,603,,
1952,,1,2,6,14,28,45,1979,603,2,raw:bst_649_1979.txt,603,,
1953,,1,12,27,34,35,47,1979,604,1,raw:bst_649_1979.txt,604,,
1954,,13,25,32,38,47,48,1979,604,2,raw:bst_649_1979.txt,604,,
1955,,13,14,17,25,28,34,1979,604,3,raw:bst_649_1979.txt,604,,
1956,,2,13,31,34,35,45,1979,604,4,raw:bst_649_1979.txt,604,,
1957,,4,5,17,23,27,43,1979,605,1,raw:bst_649_1979.txt,605,,
1958,,13,14,15,20,21,25,1979,605,2,raw:bst_649_1979.txt,605,,
1959,,2,7,20,21,38,47,1979,605,3,raw:bst_649_1979.txt,605,,
1960,,9,20,28,29,43,45,1979,605,4,raw:bst_649_1979.txt,605,,
1961,,2,14,15,16,45,48,1979,606,1,raw:bst_649_1979.txt,606,,
1962,,2,3,4,18,22,43,1979,606,2,raw:bst_649_1979.txt,606,,
1963,,2,3,17,33,35,47,1979,606,3,raw:bst_649_1979.txt,606,,
1964,,8,17,30,37,42,46,1979,606,4,raw:bst_649_1979.txt,606,,
1965,,4,6,18,23,27,33,1980,1,1,raw:bst_649_1980.txt,1,,
1966,,22,28,29,36,41,42,1980,1,2,raw:bst_649_1980.txt,1,,
1967,,7,13,18,20,41,42,1980,2,1,raw:bst_649_1980.txt,2,,
1968,,1,4,8,14,26,31,1980,2,2,raw:bst_649_1980.txt,2,,
1969,,4,5,7,24,42,43,1980,3,1,raw:bst_649_1980.txt,3,,
1970,,3,14,29,42,45,49,1980,3,2,raw:bst_649_1980.txt,3,,
1971,,3,6,17,23,33,43,1980,4,1,raw:bst_649_1980.txt,4,,
1972,,1,24,27,28,31,37,1980,4,2,raw:bst_649_1980.txt,4,,
1973,,3,7,25,26,35,48,1980,5,1,raw:bst_649_1980.txt,5,,
1974,,6,12,13,33,37,49,1980,5,2,raw:bst_649_1980.txt,5,,
1975,,9,11,12,35,40,46,1980,6,1,raw:bst_649_1980.txt,6,,
1976,,2,6,9,17,21,30,1980,6,2,raw:bst_649_1980.txt,6,,
1977,,11,12,25,29,39,45,1980,7,1,raw:bst_649_1980.txt,7,,
1978,,4,10,11,15,18,34,1980,7,2,raw:bst_649_1980.txt,7,,
1979,,5,17,27,28,46,47,1980,8,1,raw:bst_649_1980.txt,8,,
1980,,13,18,23,30,42,49,1980,8,2,raw:bst_649_1980.txt,8,,
1981,,15,23,26,40,41,49,1980,9,1,raw:bst_649_1980.txt,9,,
1982,,11,26,36,37,40,47,1980,9,2,raw:bst_649_1980.txt,9,,
1983,,3,13,32,44,47,48,1980,10,1,raw:bst_649_1980.txt,10,,
1984,,23,24,32,33,43,46,1980,10,2,raw:bst_649_1980.txt,10,,
1985,,6,14,22,29,30,46,1980,11,1,raw:bst_649_1980.txt,11,,
1986,,10,12,19,26,35,47,1980,11,2,raw:bst_649_1980.txt,11,,
1987,,20,26,32,39,42,46,1980,12,1,raw:bst_649_1980.txt,12,,
1988,,19,20,28,34,38,49,1980,12,2,raw:bst_649_1980.txt,12,,
1989,,5,7,15,23,33,44,1980,13,1,raw:bst_649_1980.txt,13,,
1990,,2,6,16,27,29,48,1980,13,2,raw:bst_649_1980.txt,13,,
1991,,16,22,27,32,44,49,1980,14,1,raw:bst_649_1980.txt,14,,
1992,,9,18,20,36,47,49,1980,14,2,raw:bst_649_1980.txt,14,,
1993,,1,9,14,27,38,46,1980,15,1,raw:bst_649_1980.txt,15,,
1994,,6,7,13,21,23,27,1980,15,2,raw:bst_649_1980.txt,15,,
1995,,1,4,13,15,18,30,1980,16,1,raw:bst_649_1980.txt,16,,
1996,,2,11,13,14,26,45,1980,16,2,raw:bst_649_1980.txt,16,,
1997,,10,13,16,26,35,38,1980,17,1,raw:bst_649_1980.txt,17,,
1998,,2,3,10,28,40,41,1980,17,2,raw:bst_649_1980.txt,17,,
1999,,11,19,22,32,33,34,1980,18,1,raw:bst_649_1980.txt,18,,
2000,,4,13,17,30,41,43,1980,18,2,raw:bst_649_1980.txt,18,,
2001,,1,2,12,24,31,41,1980,19,1,raw:bst_649_1980.txt,19,,
2002,,2,13,20,24,34,40,1980,19,2,raw:bst_649_1980.txt,19,,
2003,,8,11,22,33,36,37,1980,20,1,raw:bst_649_1980.txt,20,,
2004,,5,7,11,25,32,42,1980,20,2,raw:bst_649_1980.txt,20,,
2005,,3,6,7,32,44,48,1980,21,1,raw:bst_649_1980.txt,21,,
2006,,10,25,26,39,46,49,1980,21,2,raw:bst_649_1980.txt,21,,
2007,,11,13,15,19,22,26,1980,22,1,raw:bst_649_1980.txt,22,,
2008,,1,4,18,20,28,41,1980,22,2,raw:bst_649_1980.txt,22,,
2009,,8,28,36,38,40,47,1980,23,1,raw:bst_649_1980.txt,23,,
2010,,1,16,41,43,48,49,1980,23,2,raw:bst_649_1980.txt,23,,
2011,,3,20,28,31,40,41,1980,24,1,raw:bst_649_1980.txt,24,,
2012,,8,17,25,28,35,37,1980,24,2,raw:bst_649_1980.txt,24,,
2013,,1,2,13,14,32,47,1980,25,1,raw:bst_649_1980.txt,25,,
2014,,4,35,37,38,42,44,1980,25,2,raw:bst_649_1980.txt,25,,
2015,,1,15,20,28,30,38,1980,26,1,raw:bst_649_1980.txt,26,,
2016,,6,7,18,34,37,46,1980,26,2,raw:bst_649_1980.txt,26,,
2017,,6,11,35,40,47,49,1980,27,1,raw:bst_649_1980.txt,27,,
2018,,1,20,24,25,36,37,1980,27,2,raw:bst_649_1980.txt,27,,
2019,,1,9,11,20,31,42,1980,28,1,raw:bst_649_1980.txt,28,,
2020,,5,13,16,36,42,49,1980,28,2,raw:bst_649_1980.txt,28,,
2021,,2,4,8,12,32,43,1980,29,1,raw:bst_649_1980.txt,29,,
2022,,2,23,28,34,45,48,1980,29,2,raw:bst_649_1980.txt,29,,
2023,,4,6,16,25,32,41,1980,30,1,raw:bst_649_1980.txt,30,,
2024,,2,12,18,22,34,49,1980,30,2,raw:bst_649_1980.txt,30,,
2025,,1,2,6,8,15,35,1980,31,1,raw:bst_649_1980.txt,31,,
2026,,13,18,19,27,33,46,1980,31,2,raw:bst_649_1980.txt,31,,
2027,,4,11,30,34,35,37,1980,32,1,raw:bst_649_1980.txt,32,,
2028,,23,26,31,35,36,48,1980,32,2,raw:bst_649_1980.txt,32,,
