draw_key,draw_year,draw_number,draw_date,n1,n2,n3,n4,n5,n6,numbers_text,jackpot_eur,winners_6,prize_6_eur,total_6_eur,winners_5,prize_5_eur,total_5_eur,winners_4,prize_4_eur,total_4_eur,winners_3,prize_3_eur,total_3_eur,source_url,imported_at_utc,note
2026-49,2026,49,2026-06-25,5,11,44,46,47,48,"5, 11, 44, 46, 47, 48",2189497.94,0,0.0,0.0,2,11417.3,22834.6,442,51.66,22837.72,7164,5.0,35820.0,https://info.toto.bg/results/6x49/2026-49,2026-06-27T04:33:37+00:00,"Импортирано ръчно от CSV, когато автоматичният импорт от БСТ е блокиран с CAPTCHA."
